,Ids
3689,1123742
3690,1101692
3691,1026020
3692,1281186
3693,1021249
3694,1299468
3695,1251724
3696,1098306
3697,1257307
3698,1025171
3699,1213563
3700,1294776
3701,1295730
3702,1055046
3703,1045806
3704,1100220
3705,1263200
3706,1098276
3707,1278665
3708,1120107
3709,1287320
3710,1043935
3711,1294466
3712,1239368
3713,1109227
3714,1110438
3715,1005499
3716,1130790
3717,1128272
3718,1028855
3719,1036564
3720,1131460
3721,1017241
3722,1124986
3723,1039350
3724,1066722
3725,1112864
3726,1133683
3727,1240293
3728,1107828
3729,1073800
3730,1251783
3731,1239333
3732,1122061
3733,1025333
3734,1217771
3735,1055100
3736,1129104
3737,1032666
3738,1097237
3739,1006711
3740,1096184
3741,1022989
3742,1016636
3743,1277375
3744,1135937
3745,1296612
3746,1277855
3747,1044532
3748,1305107
3749,1220012
3750,1035118
3751,1128329
3752,1287303
3753,1052527
3754,1203100
3755,1262475
3756,1025392
3757,1131028
3758,1040405
3759,1035991
3760,1277464
3761,1132229
3762,1023446
3763,1248006
3764,1272756
3765,1289721
3766,1041711
3767,1100122
3768,1061658
3769,1022903
3770,1119338
3771,1297600
3772,1027433
3773,1110152
3774,1033786
3775,1257293
3776,1286650
3777,1123734
3778,1134027
3779,1277383
3780,1239350
3781,1046748
3782,1037323
3783,1094777
3784,1115073
3785,1111051
3786,1030965
3787,1300008
3788,1048252
3789,1110314
3790,1134000
3791,1128760484
3792,1279300
3793,1022253
3794,1133950
3795,1126857
3796,1182447
3797,1219790
3798,1094319
3799,1121677
3800,1286170
3801,1050974
3802,1287753
3803,1002341
3804,1294814
3805,1110462
3806,1100254
3807,1253506
3808,1099078
3809,1040740
3810,1035436
3811,1287362
3812,1046179
3813,1108204
3814,1017047
3815,1100017
3816,1020986
3817,1052225
3818,1130846394
3819,1018582
3820,1193694
3821,1100777
3822,1023985
3823,1022920
3824,1032925
3825,1096516
3826,1066668
3827,1053345
3828,1033999
3829,1002228
3830,1253654
3831,1212362
3832,1206613878
3833,1042750
3834,1025589
3835,1110950
3836,1042505
3837,1112066
3838,1100246
3839,1125990
3840,1118439
3841,1055488
3842,1098560
3843,1021281
3844,1132210
3845,1118471
3846,1124161
3847,1263366
3848,1116711
3849,1023586
3850,1182951
3851,1123912
3852,1133705
3853,1003356
3854,1126288
3855,1047388
3856,1113755
3857,1108352
3858,1219847
3859,1028073
3860,1029967
3861,1108484
3862,1072510
3863,1020331
3864,1040596
3865,1043633
3866,1036610
3867,1115006
3868,1068369
3869,1266250
3870,1115308
3871,1045180
3872,1128140
3873,1099531
3874,1036548
3875,1225308
3876,1296736
3877,1193732
3878,1123173
3879,1248014
3880,1251643
3881,1124099
3882,1050729
3883,1038982
3884,1295829
3885,1114247
3886,1022121
3887,1133756
3888,1179543
3889,1002996
3890,1301748
3891,1134426
3892,1253573
3893,1133713
3894,1096630
3895,1093924
3896,1135015
3897,1051466
3898,1038796
3899,1111884
3900,1281240
3901,1064053
3902,1057707
3903,1099264
3904,1018094
3905,1034456
3906,1036203
3907,1297562
3908,1121243
3909,1034421
3910,1183613
3911,1259580
3912,1265822
3913,1251732
3914,1094815293
3915,1110187
3916,1256858
3917,1183680
3918,1286625
3919,1027123
3920,1272721
3921,1263420
3922,1040146
3923,1052845
3924,1025570
3925,1121260
3926,1116770
3927,1024922
3928,1019058
3929,1259326
3930,1257480
3931,1032267
3932,1286820
3933,1020021
3934,1266586
3935,1075764
3936,1021320
3937,1257641
3938,1066498
3939,1202413
3940,1035444
3941,1266225
3942,1241249
3943,1041630
3944,1049925
3945,1135295
3946,1043790
3947,1236199
3948,1129392
3949,1098110
3950,1021001
3951,1097440
3952,1134604
3953,1239198
3954,1180150
3955,1241230
3956,1133349
3957,1031392
3958,1038206
3959,1028731
3960,1034278
3961,1109804
3962,1277162
3963,1301845
3964,1025619
3965,1273795
3966,1108808
3967,1097890
3968,1019457
3969,1124536
3970,1241028
3971,1124196
3972,1257072
3973,1019112
3974,1110543
3975,1242334
3976,1268805
3977,1043706
3978,1025520
3979,1260103
3980,1108816
3981,1034375
3982,1113674
3983,1285106
3984,1272748
3985,1043684
3986,1287338
3987,1212591
3988,1294458
3989,1128361
3990,1019619
3991,1133810
3992,1114522
3993,1112970
3994,1134795
3995,1042114
3996,1239384
3997,1113402
3998,1114409
3999,1128280
4000,1018205
4001,1107836
4002,1050141
4003,1289713
4004,1123793
4005,1112295
4006,1294490
4007,1110500
4008,1124080
4009,1101021
4010,1058053
4011,1294628
4012,1021150
4013,1040634
4014,1210840
4015,10208701129
4016,1213598
4017,1193759
4018,1294598
4019,1050354
4020,1134817
4021,1097245
4022,1042289
4023,1023853
4024,1040006
4025,1133047
4026,1098470
4027,1124170
4028,1022725
4029,1113097
4030,1034014
4031,1019180
4032,1219740
4033,1051091
4034,1115340
4035,1286781
4036,1060775
4037,1091565
4038,1048880
4039,1114220
4040,1301853
4041,1050370
4042,1133063
4043,1295632
4044,1294644
4045,1296655
4046,1058690
4047,1022687
4048,1219588
4049,1041061
4050,1094718
4051,1281003
4052,1006673
4053,1259733
4054,1046462
4055,1050869
4056,1111736
4057,1270192
4058,1111191
4059,1191063
4060,1039210
4061,1035355
4062,1118412
4063,1110071
4064,1242300
4065,1292145
4066,1110306
4067,1296710
4068,1034472
4069,1297864
4070,1263471
4071,1098098
4072,1213610
4073,1133772
4074,1108425
4075,1101463
4076,1113160
4077,1295659
4078,1027590
4079,1124137
4080,1100823
4081,1286838
4082,1110535
4083,1278754
4084,1039369
4085,1294725
4086,1024485
4087,1219596
4088,1114107
4089,1263463
4090,1047671
4091,1216678
4092,1038729
4093,1114310
4094,1128078
4095,1280996
4096,1061739
4097,1212508
4098,1022300
4099,1118030
4100,1116665
4101,1277391
4102,1024523
4103,1113380
4104,1043323
4105,1037439
4106,1128302
4107,1095480
4108,1025708
4109,1241036
4110,1039067
4111,1296701
4112,1178725
4113,1001370
4114,1022342
4115,1219707
4116,1131311
4117,1044788
4118,1263439
4119,1124145
4120,1052446
4121,1119389
4122,1022270
4123,1133934
4124,1042912
4125,1241060
4126,1029444
4127,1121251
4128,1281232
4129,1108190
4130,1130285
4131,1124102
4132,1123971
4133,1097938
4134,1043110
4135,1232886
4136,1038427
4137,1102486
4138,1266233
4139,1113461
4140,1178733
4141,1286641
4142,1039687
4143,1022580
4144,1123696
4145,1296728
4146,1257323
4147,1245791
4148,1035134
4149,1297597
4150,1110225
4151,1004603
4152,1026879
4153,1067214
4154,1113445
4155,1241427
4156,1038117
4157,1040375
4158,1053450
4159,1127969
4160,1099868
4161,1039806
4162,1127985
4163,1219413
4164,1024264
4165,1019953
4166,1133780
4167,1114212
4168,1268996
4169,1280058
4170,1296744
4171,1112864593
4172,1126768
4173,1277731
4174,1124072
4175,1219758
4176,1134400
4177,1134809
4178,1135910
4179,1025759
4180,1115014
4181,1205749
4182,1239392
4183,1041150
4184,1115340607
4185,1114727
4186,1263412
4187,1046136
4188,1100785
4189,1123920
4190,1115120
4191,1294687
4192,1135848
4193,1265830
4194,1303996
4195,1124900
4196,1112031
4197,1277057
4198,1219723
4199,1131974
4200,1132598
4201,1297570
4202,1039784
4203,1123963
4204,1294504
4205,1123807
4206,1027379
4207,1133977
4208,1292153
4209,1044176
4210,1134558
4211,1035983
4212,1122339
4213,1029592
4214,1116789
4215,1099191
4216,1251627
4217,1124544
4218,1037714
4219,1034545
4220,1124153
4221,1232738
4222,1047396
4223,1020471
4224,1043838
4225,1099337
4226,1037110
4227,1021583
4228,1037102
4229,1035185
4230,1125060
4231,1044036
4232,1219405
4233,1111507
4234,1098861
4235,1055062
4236,1091174
4237,1049283
4238,1112490518
4239,1294709
4240,1182005
4241,1124188
4242,1213580
4243,1126580
4244,1024221
4245,1088580
4246,1025503
4247,1029436
4248,1277073
4249,1038818
4250,1111744
4251,1110357
4252,1099590
4253,1050036
4254,1126008
4255,1280970
4256,1101579
4257,1254367
4258,1096117
4259,1034685
4260,1021133
4261,1057456
4262,1133039
4263,1135112
4264,1088963
4265,1025767
4266,1253557
4267,1202030
4268,1047868
4269,1028081
4270,1123165
4271,1100475
4272,1123980
4273,1100971
4274,1130757
4275,1133055373
4276,1101625
4277,1093916
4278,1191080
4279,1039563
4280,1037749
4281,1027727
4282,1049240
4283,1035223
4284,1045431
4285,1126571
4286,1063073
4287,1037420
4288,1132520
4289,1118048
4290,1128027
4291,1131540
4292,1278681
4293,1121138
4294,1134566
4295,1113526
4296,1119524
4297,1030990
4298,1280961
4299,1022172
4300,1256742
4301,1132628
4302,1043404
4303,1038168
4304,1049097
4305,1026054
4306,1286811
4307,1012266
4308,1028006
4309,1112490
4310,1053663
4311,1018396
4312,1289888
4313,1294695
4314,1259504
4315,1296574
4316,1280937
4317,1123688
4318,1130927
4319,1056433
4320,1022741
4321,1123823
4322,1100718
4323,1039512
4324,1038940
4325,1025970
4326,1025740
4327,1124064
4328,1117033
4329,1091697
4330,1120476
4331,1017519
4332,1297856
4333,1097199329
4334,1100211
4335,1041002
4336,1037650
4337,1059327
4338,1286633
4339,1126849
4340,1036122
4341,1278738
4342,1038265
4343,1032640
4344,1280929
4345,1022504
4346,1272624
4347,1006584
4348,1127209
4349,1200763
4350,1011383
4351,1000535
4352,1261681
4353,1211714
4354,1275585
4355,1024990
4356,1200666
4357,1045113
4358,1016725
4359,1232290
4360,1127195
4361,1211722
4362,1257528
4363,1016865
4364,1096885
4365,1039989071
4366,1117629
4367,1006592
4368,1064134
4369,1095277
4370,1009230
4371,1287184
4372,1020501
4373,1009427
4374,1255657
4375,1007009
4376,1206389
4377,1003577
4378,1034324
4379,1009796
4380,1217348
4381,1273973
4382,1020404
4383,1011570
4384,1003690
4385,1095919
4386,1024850745
4387,1024000
4388,1000357
4389,1114964
4390,1200739
4391,1052683
4392,1024850
4393,1038370
4394,1034332
4395,1213458
4396,1011375
4397,1216732
4398,1130129
4399,1108042
4400,1023861
4401,1009486
4402,12556571095
4403,1049941
4404,1279262
4405,1001132
4406,1094602
4407,1021818
4408,1183338
4409,1101153
4410,1211846
4411,1107755
4412,1205803
4413,1214306
4414,1042190
4415,1183532
4416,1296043
4417,1099485
4418,1257935
4419,1283081
4420,1019546
4421,1281135
4422,1266748
4423,1120662
4424,1103822
4425,1037390
4426,1277880
4427,1022067
4428,1278622
4429,1266691
4430,1018221
4431,1017977
4432,1257366
4433,1120786
4434,1045172
4435,1007440
4436,1092669
4437,1118480
4438,1020919
4439,1018892
4440,1273477
4441,1135708
4442,1254049
4443,1284037
4444,1048945
4445,1274210
4446,1010867
4447,1258818
4448,1066412
4449,1002376
4450,1002007
4451,1202200
4452,1301080
4453,1099213
4454,1020269
4455,1294741
4456,1006053
4457,1117629310
4458,1008110
4459,1018574
4460,1099752
4461,1232860
4462,1002945
4463,1117360
4464,1020528
4465,1206141
4466,1135309
4467,1039865
4468,1018469
4469,1301012
4470,1259091
4471,10204041397
4472,1241524
4473,1019023
4474,1043455
4475,1020099
4476,1040790
4477,1010174
4478,1002074
4479,1027069
4480,1046624
4481,1109561
4482,1035738
4483,1004662
4484,1100599
4485,1024248
4486,1291874
4487,1021710
4488,1261690
4489,1183338459
4490,1036556
4491,1190687
4492,1249223
4493,1125605299
4494,1304798
4495,1040138
4496,1044621
4497,1286188
4498,1005588
4499,1024078
4500,1064517429
4501,1108875
4502,1037889
4503,1019511
4504,1095951
4505,1004301
4506,1117840
4507,1030850
4508,1120689
4509,1000993
4510,1017802
4511,1003860
4512,1272730
4513,1277774
4514,1135090
4515,1248936
4516,1206451
4517,1270745604
4518,1016679
4519,1304810
4520,1055763
4521,1023284
4522,1065890
4523,1041940
4524,1025848
4525,1094777375
4526,1017195
4527,1261703
4528,1023209
4529,1092057
4530,1251503
4531,1090208
4532,1037056
4533,1211625
4534,1277685
4535,1276166
4536,1050737
4537,1021850
4538,1048490
4539,1025228
4540,1048694
4541,1304828
4542,1025988
4543,1032801
4544,1043498
4545,1100661
4546,1257234
4547,1292137
4548,1281259
4549,1258214
4550,1114565
4551,1051300
4552,1286145
4553,1225014
4554,1007602
4555,1130170
4556,1295640
4557,1033506
4558,1095943
4559,1044915
4560,1116614
4561,1098284
4562,1016741
4563,1097512
4564,1038664
4565,1056590
4566,1054201
4567,1046918
4568,1304844
4569,1022393
4570,1118641
4571,1122819
4572,1123599
4573,1105310
4574,1304836
4575,1034618
4576,1268880
4577,1082035
4578,1254057
4579,1025236
4580,1129775389
4581,1300997
4582,1022059
4583,1214322
4584,1035398
4585,1123491
4586,1123505
4587,1041673
4588,1058541
4589,1114158537
4590,1024418
4591,1043366
4592,1046446
4593,1041100
4594,1035290
4595,1058550
4596,1096800
4597,1018833
4598,1016415
4599,1060210
4600,1027689
4601,1123475
4602,1283367
4603,1030221
4604,1046195
4605,1049089
4606,1304801
4607,1046306
4608,1054333
4609,1111914
4610,1126628
4611,1117831
4612,1027476
4613,1100750
4614,1041320
4615,1003100
4616,1005308
4617,1108093
4618,1284053
4619,1100130
4620,1301039
4621,1113739
4622,1059114
4623,1119702
4624,1055275
4625,1036688
4626,1200810
4627,1033832
4628,1277022
4629,1206516
4630,1095234
4631,1054740
4632,1017462
4633,1286200
4634,1001493
4635,1017780
4636,1018957
4637,1004280
4638,1295837
4639,10270691098
4640,1116096
4641,1108182
4642,1217429
4643,1118463
4644,1042408
4645,1049631
4646,1298038
4647,1038826
4648,1132920
4649,1272667
4650,1046900
4651,1182455
4652,1211587
4653,1305018
4654,1028936
4655,1024230
4656,1103849
4657,1114379
4658,1057804
4659,1297589
4660,1245856
4661,1284282
4662,1019848
4663,1003801
4664,1258184
4665,1038575
4666,1079042
4667,1019147
4668,1016440
4669,1030132
4670,1120220
4671,1107780
4672,1122002
4673,1236113
4674,1070916
4675,1132555
4676,1272683
4677,1304992
4678,1126385
4679,1125133
4680,1179497
4681,1200798
4682,1032100
4683,1003976
4684,1118617
4685,1289918
4686,1282891
4687,1038419
4688,1115669
4689,1302272
4690,1030973
4691,1130803
4692,1053329
4693,1057413
4694,1002210
4695,1114921
4696,1059980
4697,1089340
4698,1124765
4699,1001531
4700,1025678
4701,1052837
4702,1028294
4703,1048260
4704,1032690
4705,1041606
4706,1003305
4707,1122460
4708,1291459
4709,1125583
4710,1058444
4711,1024744
4712,1133519
4713,1011847
4714,1254456448
4715,1045342
4716,1297627
4717,1078062
4718,1213245
4719,1091670
4720,1091557
4721,1297619
4722,1025813
4723,1099353
4724,1043846
4725,1059122
4726,1056875
4727,1034235
4728,1026038
4729,1010794
4730,1047205
4731,1039431
4732,1027646
4733,1035649
4734,1305034
4735,1129007
4736,1107178
4737,1031945
4738,1024094
4739,1056069
4740,1057308
4741,1032062
4742,1022717
4743,1133209
4744,1112570
4745,1020587
4746,1029991
4747,1260383
4748,1219197
4749,1000195
4750,1118315
4751,1045695
4752,1021575
4753,1099990
4754,1042572
4755,1108034
4756,1112767
4757,1096427
4758,1040464
4759,1031511
4760,1054899
4761,1022229
4762,1019260
4763,1302019
4764,1034103
4765,1301055
4766,1005758
4767,1026526
4768,1130412
4769,1004140
4770,1058347
4771,1121537
4772,1109529
4773,1261460
4774,1006894
4775,1039130
4776,1300989
4777,1036653
4778,1121332
4779,1000349
4780,1037960
4781,1129015
4782,1281143
4783,1287311
4784,10011321156
4785,1048376
4786,1278703
4787,1020110
4788,1262157
4789,1019740
4790,1037200
4791,1265997
4792,1052322
4793,1005910
4794,1019562
4795,1101234
4796,1053647
4797,1052560
4798,1018868
4799,1272659
4800,1023195
4801,1211706
4802,1028901
4803,1033301
4804,1058533
4805,1046322
4806,1028332
4807,1183648
4808,1263536
4809,1017250
4810,1089536
4811,1115421
4812,1227670
4813,1038320
4814,1001990
4815,1121162
4816,1091972
4817,1245937
4818,1236881
4819,1265970
4820,1117858
4821,1000691
4822,1050265
4823,1007580
4824,1119028
4825,1118919
4826,1099051
4827,1109065
4828,1023683
4829,1000683
4830,1041177
4831,1219634
4832,10444511133
4833,1056166
4834,1122045
4835,1049844
4836,1091794
4837,1025996
4838,1112872
4839,1097903
4840,1206346
4841,1111906
4842,1018671
4843,1066439
4844,1026259
4845,1217755
4846,1179470
4847,1249649
4848,1024698
4849,1041347
4850,1109553
4851,1109057
4852,1116193
4853,1119990
4854,1277715
4855,1026070
4856,1109723
4857,1121448
4858,1301020
4859,1241222
4860,1284045
4861,1026062
4862,1109588
4863,1102036
4864,1117955
4865,1050257
4866,1020234
4867,1009559012
4868,1043960
4869,1132563
4870,11143791086
4871,1006444
4872,1018639
4873,1040812
4874,1266667507
4875,1277669
4876,1093525
4877,1058061
4878,1057758
4879,1183672
4880,1122509
4881,1042130
4882,1047310
4883,1119575
4884,1255509
4885,1100890
4886,1128809
4887,1054058
4888,1255517
4889,1241680
4890,1202570
4891,1118137
4892,1043331
4893,1068652
4894,1301098
4895,1119583
4896,1034057
4897,1071963
4898,1272675
4899,1258176
4900,1052454
4901,1056867
4902,1101641
4903,1100033
4904,1249231
4905,1263277
4906,1055305
4907,1047124
4908,1110047
4909,1022750
4910,1061607
4911,1232622
4912,1036939
4913,1032895
4914,1122762
4915,1020455469
4916,1045520
4917,1236881210
4918,1128299
4919,1121197
4920,1110594
4921,1121154
4922,1274260
4923,1041088
4924,1118234
4925,1283421
4926,1003399
4927,1118498
4928,1095692269
4929,1126598
4930,1039261
4931,1102338
4932,1024736606
4933,1050877
4934,1273604
4935,1019651
4936,1006789
4937,1272640
4938,1253565
4939,1091638
4940,1057146
4941,1007491
4942,1018620
4943,1034740
4944,1026097
4945,1115030
4946,1128337
4947,1274376
4948,1022911
4949,1096729
4950,1057430
4951,1054660
4952,1031635
4953,1179918
4954,1301799
4955,1118404
4956,1127179
4957,1052900
4958,1024892
4959,1045202
4960,1056638
4961,1257285
4962,1284070
4963,1132610
4964,1042670
4965,1027344
4966,1123602
4967,1041495
4968,1097997
4969,1260987
4970,1258230
4971,12556061135
4972,1260723
4973,1096290
4974,1029916
4975,1258206
4976,1216821
4977,1045946
4978,1091603
4979,1101030
4980,1049976
4981,1047299
4982,1132385
4983,1012355
4984,1025830
4985,1255908
4986,1260367
4987,1027115
4988,1116886
4989,1116460
4990,10003491150
4991,1251570
4992,1004247
4993,1007041
4994,1026313
4995,1035762
4996,1033514
4997,1026895
4998,1026437
4999,1122126
5000,1270206
5001,1258974
5002,1028898
5003,1294350
5004,1135104
5005,1029282
5006,1265857
5007,1017616
5008,1202383
5009,1042602
5010,1058746
5011,1097202
5012,1035592
5013,1027425
5014,1116584
5015,1266187
5016,1036718
5017,1055747
5018,1258168
5019,1114590
5020,1129457533
5021,1102257
5022,1109170
5023,1260995
5024,1130340
5025,1260014
5026,1108107
5027,1033778
5028,1111353
5029,1053906
5030,1047140
5031,1260391
5032,1023250
5033,1038702
5034,1184156
5035,1254243
5036,1126504
5037,1109073
5038,1134477
5039,1302060
5040,1100688
5041,1051865
5042,1034162
5043,1301071
5044,1122754
5045,1040570
5046,1301756
5047,1058703
5048,1027603
5049,1054392
5050,1096400
5051,1027409
5052,1026780
5053,1052276
5054,1125338
5055,1256670
5056,1133942
5057,1057162
5058,1121715
5059,1047213
5060,1122380
5061,1116142
5062,1272705
5063,1096451
5064,1026445
5065,1057260
5066,1040065
5067,1215361
5068,1117327
5069,1135929
5070,1048686
5071,1025783865
5072,1282280
5073,1044770
5074,1059360
5075,1033964
5076,1047744
5077,1035576
5078,1097954
5079,1183630
5080,1131745
5081,1059840
5082,1003569
5083,1130773
5084,1041282
5085,1260359
5086,1245732
5087,1053124
5088,1295667
5089,1047132
5090,1042360
5091,1118196
5092,1041967
5093,1045300
5094,1097946
5095,1279092
5096,1205870
5097,1259563
5098,1002236
5099,1057189
5100,1253522
5101,1098934
5102,1001272
5103,1252658
5104,1107720
5105,1037935
5106,1266144
5107,1101366
5108,1054228
5109,1183451
5110,1023306
5111,1260375
5112,1055097
5113,1049518
5114,1245759
5115,1125125
5116,1044419
5117,1048007
5118,1099850
5119,1100670
5120,1262637
5121,1050184
5122,1261770
5123,1024728
5124,1027751
5125,1110721
5126,1091921
5127,1020170
5128,1041215
5129,1277863
5130,1135805
5131,1126792
5132,1046713
5133,1050630
5134,1028154
5135,1037854
5136,1058410
5137,1245902
5138,1026852
5139,1017330
5140,1060260
5141,1031520
5142,1110896
5143,1034316
5144,1116339
5145,1038095
5146,1101102
5147,1050087
5148,1032887
5149,1281275
5150,1206605
5151,1266675
5152,1026887
5153,1122223
5154,12556301130
5155,1021745
5156,1053370
5157,1216830
5158,1038893
5159,1213245517
5160,1249126
5161,1255630
5162,1239317
5163,1043579
5164,1112856
5165,1101617
5166,1118994
5167,1064290
5168,1251562
5169,1094351
5170,1252712
5171,1053027
5172,1025910
5173,1184660
5174,1055224
5175,1003259
5176,1074733
5177,1106139
5178,10309811120
5179,1301047
5180,1225650
5181,1112457
5182,1091840
5183,1134906
5184,1078623
5185,1091727
5186,1130404
5187,1019260744
5188,1031899
5189,1055518
5190,1255606
5191,1022547
5192,1255592
5193,1102150
5194,1003500
5195,1050478
5196,1059491
5197,1052853
5198,10075801112
5199,1126512
5200,1020935
5201,1219715
5202,1126547
5203,1048023
5204,1126253
5205,1048635
5206,1024736
5207,1108271
5208,1252674
5209,1050966
5210,1295152
5211,1046284
5212,1036343
5213,1272691
5214,1100866
5215,1097920
5216,1124951
5217,1100343
5218,1028863
5219,1101315
5220,1134442
5221,1077244
5222,1116860
5223,1216520
5224,1061402
5225,1121324
5226,1043820
5227,1043080
5228,1038737
5229,1108280
5230,1257250
5231,1113089
5232,1027573
5233,1032054
5234,1022997
5235,1050575
5236,1102400
5237,1116720
5238,1048279
5239,1203320
5240,1262360
5241,1129082
5242,1060643
5243,1212532
5244,1040243
5245,1000640
5246,1049461
5247,1109502
5248,1098950
5249,1193929
5250,1181459
5251,1041738
5252,1101943
5253,1126890
5254,1217763
5255,1057600
5256,1116576
5257,1026461
5258,1025244
5259,1057243
5260,1046691
5261,1034308
5262,1044451
5263,1026798
5264,1121294
5265,1027328
5266,1101609
5267,1126091
5268,1241257
5269,1030981
5270,1058711
5271,1133896
5272,1051644
5273,1251554
5274,1125613
5275,1044206
5276,1049992
5277,1098802337
5278,1241478
5279,1125117
5280,1067010
5281,1056522
5282,1051830
5283,1124498
5284,1025600
5285,1065041
5286,1125060503
5287,1064436
5288,1135465
5289,1101927
5290,1115111
5291,1076191
5292,1124560
5293,1094718378
5294,1241575
5295,1019260955
5296,1061178
5297,1135791
5298,1116223
5299,1248928
5300,1042149
5301,1126229
5302,1241540
5303,1254472476
5304,1283480
5305,1116819
5306,1032917
5307,1057952
5308,1033816
5309,1134850
5310,1122088
5311,1277553
5312,1027867
5313,1056239
5314,1054112
5315,1026976
5316,1126474
5317,1028090
5318,1108778
5319,1059726
5320,1027050
5321,1054422
5322,1121901
5323,1061798
5324,1053310
5325,1109294
5326,1101439
5327,1124900479
5328,1134590
5329,1054309
5330,1124668
5331,1126539
5332,1067982
5333,1044095
5334,1126377
5335,1025465
5336,1061704
5337,1109405
5338,1028103
5339,1021290
5340,1301004
5341,1030949901
5342,1030930
5343,1079603
5344,1045636
5345,1128817
5346,1119311
5347,1060236
5348,1060058
5349,1124722
5350,1027395
5351,1113577572
5352,1214276
5353,1110705
5354,1116746
5355,1131753
5356,1095986422
5357,1124773
5358,1121146
5359,1109685
5360,1054600
5361,1121219
5362,10309301124
5363,1002414
5364,1100831
5365,1044591
5366,1059483
5367,1100734
5368,1121588
5369,1108220
5370,1052462
5371,1052969
5372,1047000
5373,1028782
5374,1102320156
5375,1039113
5376,1256688
5377,1086979
5378,1109103
5379,1119982
5380,1103369
5381,1027042
5382,1114280
5383,1216325
5384,1301772
5385,1116550
5386,1101080
5387,1259342
5388,1304038
5389,1124943
5390,1031910
5391,1283375
5392,1249606
5393,1030965472
5394,1037919
5395,1237055
5396,1051687
5397,1261673
5398,1282255
5399,1124692
5400,1184687
5401,1133845
5402,1126440
5403,1030922
5404,1027620
5405,1257463
5406,1054643
5407,1301764
5408,1004913866
5409,1041339
5410,1121120
5411,1123777
5412,1124676
5413,1007432
5414,1126881
5415,1215906
5416,1112449
5417,1114166
5418,1055127
5419,1026828
5420,1252720
5421,1061100
5422,1113798
5423,1026127
5424,1044729
5425,1026933
5426,1124714
5427,1062093
5428,1109308
5429,1126709
5430,10552241134
5431,1025490
5432,1129090
5433,1057863
5434,1038524
5435,1111752393
5436,1046632
5437,1077732
5438,1058100
5439,1053035
5440,1121200
5441,1052624
5442,1116592
5443,1080385
5444,1126482
5445,1053973
5446,1060163
5447,1124854
5448,1099400
5449,1034987
5450,1050818
5451,1019414
5452,1043676
5453,1125028
5454,1122371
5455,1045148
5456,1121863
5457,1084224
5458,1024868
5459,1063103
5460,1075950
5461,1252631
5462,1098020
5463,1241460
5464,1280422
5465,1241630
5466,1191098
5467,1039555
5468,1126903
5469,1062115
5470,1044117
5471,1038060
5472,1126644
5473,1038230
5474,1033034
5475,1121170
5476,1288261
5477,1025937
5478,1107925
5479,1098179
5480,1110888
5481,1109367
5482,1258222
5483,1109316
5484,1216848
5485,1060589
5486,1058240
5487,1256971
5488,1274910
5489,1025953
5490,1030973506
5491,1046756
5492,1030957
5493,1126695
5494,1218581
5495,1263242
5496,1046101
5497,1219677
5498,1216198
5499,1113682
5500,1132512
5501,1098802
5502,1301063
5503,1030035
5504,1110713
5505,1026470
5506,1219669
5507,1026690
5508,1050648
5509,1107704
5510,1027204
5511,1253778
5512,1120450
5513,1110446
5514,1110489
5515,1059866
5516,1102184
5517,1016318
5518,1274023742
5519,1094505
5520,1016369
5521,1100912
5522,1274023
5523,1019236
5524,1000560
5525,1003062
5526,1000608
5527,1257412
5528,1259725
5529,1205501
5530,1001922
5531,1283103
5532,1093851776
5533,1259725658
5534,1000276
5535,1020390
5536,1016377
5537,1001825
5538,1000306
5539,1000292
5540,1291475
5541,1130889
5542,1108085
5543,1239260
5544,1002830
5545,1284541
5546,1004093
5547,1100360
5548,1037331
5549,1093347
5550,1017420
5551,1001124
5552,1004530
5553,1193678
5554,1003615
5555,1095900
5556,1193880
5557,1236938200
5558,1017160
5559,1041908
5560,1095617
5561,1238493
5562,1000446
5563,1006525
5564,1103180
5565,1017667
5566,1000985
5567,1001140
5568,1124579
5569,1001329
5570,1280902
5571,1001833
5572,1002724
5573,1001965
5574,1294881
5575,1005235
5576,1002627
5577,1257846
5578,1257714
5579,1130870
5580,1203410
5581,1000560642
5582,1000560045
5583,1000284
5584,1088009
5585,1002120
5586,1205498
5587,1280341
5588,1017209
5589,1001086
5590,1016946
5591,1039709
5592,1278592
5593,1017888
5594,1094416
5595,1020609
5596,1272780
5597,1003941
5598,1279050
5599,1248952
5600,1001167
5601,1000586
5602,1024280
5603,1133071
5604,12556141060
5605,1058029
5606,1280350
5607,1000420
5608,1094432
5609,1000314
5610,1005057
5611,1303090
5612,1025139
5613,1095080
5614,1017187
5615,1125036
5616,1005405
5617,1039989
5618,1096192
5619,1023608
5620,1204505
5621,1004271
5622,1000462
5623,1017489
5624,1215485
5625,1122142
5626,1200461
5627,1016776
5628,1006410
5629,1000713
5630,1019210
5631,1261711
5632,1016350
5633,1033565
5634,1023403
5635,1095358
5636,1000373
5637,1093851
5638,1097431
5639,1001949
5640,1000799
5641,1280376
5642,1000730
5643,1281119
5644,1021648
5645,1022202
5646,1002015
5647,1124242
5648,1042688
5649,1259431
5650,1002104
5651,1259105
5652,1019902
5653,1016520
5654,1095706
5655,1000292227
5656,1174339
5657,1262734
5658,1000870
5659,1024493
5660,1004697771
5661,1032780
5662,1179802
5663,1094688
5664,1254251
5665,1098233
5666,1095838
5667,1090216
5668,1242407
5669,1094017
5670,1122100
5671,1285084
5672,1023748
5673,1019104
5674,1115022
5675,1122010
5676,1257625
5677,1294873
