EAN,SKU,Nome,Marca,Descrição,Farmácia,Preço_sem_desconto,Preço_com_desconto,Porcentagem_desconto,Cidade,Região
7899640808779.0,13702,OHDE CAPSULAS 15K x 4,EUROFARMA CORP,Ohde 15000Ui C/04 Cap,Farma Conde,57.42,47.08,0.18,São Paulo,Sudeste
7891317411909.0,4697,PERCOF XAROPE 6MG 120 ML x 1 (/ML),EUROFARMA CORP,Percof está indicado para o tratamento sintomático da tosse.PERCOF É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA,Farma Conde,45.08,36.97,0.18,São Paulo,Sudeste
7898560664021.0,8154,SYNTOCINON SPRAY NASAL DOSE 40IU 5 ML x 1,VIATRIS CORP,Syntocinon Spray 5M,Farma Conde,49.34,40.46,0.18,São Paulo,Sudeste
7891268106558.0,3239,VIAGRA COMPRIMIDO REVESTIDO 2X4 50MG x 8,VIATRIS CORP,"Viagra® (citrato de sildenafila) está indicado para o tratamento da disfunção erétil, que se entende como sendo a incapacidade de obter ou manter uma ereção (rigidez do pênis) suficiente para um desempenho sexual satisfatório.",Farma Conde,244.25,200.29,0.18,São Paulo,Sudeste
7891268102161.0,3042,CITALOR COMPRIMIDO REVESTIDO 10MG x 30,VIATRIS CORP,"Citalor® é indicado para prevenção secundária (aquela que é instituída depois de um evento para evitar que ele ocorra novamente) de síndrome coronária aguda (doença em que o músculo cardíaco recebe menor fluxo de sangue). Citalor® também pode ser usado para prevenção de complicações cardiovasculares (vasos sanguíneos e coração) em pacientes sem doença cardiovascular ou dislipidemia preexistente, mas com múltiplos fatores de risco (tabagismo, hipertensão, diabetes, HDL baixo ou história familiar de doença cardíaca precoce).Citalor® é indicado para o tratamento de pacientes com doença cardíaca (do coração) e coronariana (dos vasos do coração) para reduzir o risco de complicações como: infarto do miocárdio não fatal, de acidente vascular cerebral (derrame) fatal e não fatal, de procedimentos de revascularização (para desobstrução das artérias), de hospitalização por insuficiência cardíaca congestiva (doença em que o músculo cardíaco não consegue bombear o sangue para o corpo) e de angina (dor no peito devido a problemas no coração e seus vasos).",Farma Conde,141.09,115.69,0.18,São Paulo,Sudeste
7891268106411.0,3254,SERMION COMPRIMIDO REVESTIDO 30MG x 20,VIATRIS CORP,"Sermion está indicado para o tratamento de transtornos metabólico-vasculares cerebrais (doença do metabolismo e circulação cerebrais), agudos e crônicos (por exemplo, arteriosclerose cerebral, trombose e embolia cerebral, decaimento cerebral decorrente do envelhecimento e síndrome psico-orgânica - demências senis e pré-senis - e isquemia cerebral transitória). Sermion® também é indicado para transtornos metabólicovasculares periféricos, agudos e crônicos, arteriopatias orgânicas e funcionais dos membros (aneurisma, aterosclerose, trombose), doença de Raynaud (condição que afeta o fluxo sanguíneo nas extremidades do corpo, mãos e pés, assim como dedos, nariz, lóbulos das orelhas, quando submetidos a frio intenso ou estresse) e outras síndromes por alteração da circulação periférica.SERMION 30MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA.",Farma Conde,169.49,138.98,0.18,São Paulo,Sudeste
7897705200087.0,3592,NOVOLIN N HM FRASCO AMPOLA SUBCUTANEA 100IU 10 ML x 1 (/ML),NOVO NORDISK CORP,"Novolin N é uma insulina humana indicada para o tratamento de diabetes. A dose é individual, sendo determinada de acordo com as necessidades do paciente. A dose total diária média de insulina necessária para manutenção da terapia do paciente com diabetes tipo 1, varia entre 0,5 e 1,0 UI/kg, Entretanto, em pré-adolescentes, a dose total diária média diária de insulina necessária geralmente varia entre 0,7 a 1,0 UI/kg. A dose inicial para portadores de diabetes tipo 2 é frequentemente mais baixa, por exemplo, 0,3 a 0,6 UI/kg/dia. A exigência diária de insulina pode ser maior se você tiver resistência à insulina (por exemplo, durante a puberdade ou devido à obesidade) e menor se você tiver uma produção residual de insulina no corpo. O médico determinará se uma ou várias injeções diárias são necessárias.NOVOLIN N 100UI/ML É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA",Farma Conde,66.08,35.99,0.46,São Paulo,Sudeste
7897705200070.0,3595,NOVOLIN R HM FRASCO AMPOLA SUBCUTANEA 100IU 10 ML x 1 (/ML),NOVO NORDISK CORP,Insulina Novolin R é indicado para tratamento de diabetes Mellitus. Novolin R é uma insulina humana de ação rápida. Isto significa que começará a baixar o açúcar no sangue cerca de meia hora depois da aplicação e o efeito durará aproximadamente 8 horas. Novolin R é frequentemente aplicado em combinação com produtos que contém insulina de ação prolongada.INSULINA NOVOLIN R É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA,Farma Conde,66.08,36.99,0.44,São Paulo,Sudeste
7897705201770.0,8568,VICTOZA CARPULE 6MG 3 ML x 2 (/ML),NOVO NORDISK CORP,"Victoza é usado para tratar diabetes mellitus tipo 2 quando dieta e exercício sozinhos já não conseguem controlar seu nível de açúcar no sangue. Victoza pode ser usado junto com outros medicamentos para diabetes quando estes não são suficientes para controlar seu nível de açúcar no sangue. Estes podem incluir: antidiabéticos orais (como metformina, pioglitazona, sulfonilureia) e/ou insulina.VICTOZA 6MG/ML É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA",Farma Conde,690.21,552.65,0.2,São Paulo,Sudeste
7897705202340.0,6443,SAXENDA CANETA PREENCHIDA 6MG 3 ML x 3 (/ML),NOVO NORDISK CORP,"Saxenda é indicado em associação a uma dieta hipocalórica e aumento do exercício físico para controle crônico de peso em adultos com Índice de Massa Corporal (IMC) de: • IMC de 30 Kg/m2 ou mais (obeso – muito acima do peso) ou; IMC de 27 Kg/m2 ou mais (sobrepeso) e problemas de saúde relacionados ao peso (como diabetes, pressão arterial elevada ou níveis anormais de gorduras no sangue). IMC (Índice de Massa Corporal) é um método de cálculo simples do seu peso em relação à sua altura. Este medicamento é contraindicado em caso de gravidez e, se estiver planejando engravidar o mesmo deve ser descontinuado. Não use Saxenda se você for alérgico (hipersensível) à liraglutida ou a qualquer outro componente de Saxenda (vide seção - “Composição”). Se você não tiver certeza, converse com seu médico antes de utilizar Saxenda.SAXENDA 6MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA",Farma Conde,1014.53,831.91,0.18,São Paulo,Sudeste
7897705201831.0,5823,NOVORAPID CANETA SINGLE PACK 100IU 3 ML x 1 (/ML),NOVO NORDISK CORP,"Insulina Novorapid Flexpen Novo Nordisk 1 Caneta Descartável 3ml é uma insulina moderna (insulina análoga) de ação ultra-rápida. Insulinas modernas são versões aprimoradas da insulina humana. Diabetes mellitus é uma doença na qual seu organismo não produz insulina suficiente para controlar o nível de açúcar no sangue. NovoRapid é usado para tratar diabetes mellitus em adultos, adolescentes e crianças (a partir de 2 anos de idade). NovoRapid® começará a reduzir seu nível de açúcar no sangue entre 10 a 20 minutos após a injeção; atinge seu efeito máximo entre 1 e 3 horas, com duração de efeito de 3 a 5 horas. Devido a esta ação curta, NovoRapid deverá ser normalmente utilizado em associação com uma insulina de ação intermediária ou de ação prolongada",Farma Conde,63.61,49.99,0.21,São Paulo,Sudeste
7897705201916.0,6316,TRESIBA SOLUCAO INJETAVEL FLEXTOUCH 100IU 3 ML x 1 (/ML),NOVO NORDISK CORP,"Tresiba é indicado para o tratamento de diabetes mellitus em adultos, adolescentes e crianças acima de 1 ano de idade.MEDICAMENTO CONTROLADO QUE NECESSITA DE RECEITA. SUA RECEITA SERÁ SOLICITADA NO MOMENTO DE ENTREGA OU RETIRADA DO PRODUTO A FIM DE GARANTIR A VERACIDADE DOS DADOS APRESENTADOS. AO SEGUIR COM SUA COMPRA, GARANTA TER EM MÃOS A RECEITA E DOCUMENTO PARA PREENCHIMENTO DOS DADOS. MEDICAMENTOS PODEM CAUSAR EFEITOS ADVERSOS. EVITE AUTOMEDICAÇÃO E PROCURE SEU MÉDICO. PRODUTO REFRIGERADO. SOMENTE PARA RETIRADA EM LOJA. MANTER EM LOCAL RESFRIADO ENTRE 2°C E 8°C. POR SER REFRIGERADO (PERECÍVEL), ESTE PRODUTO NÃO DÁ DIREITO À DEVOLUÇÃO OU TROCA",Farma Conde,216.44,177.48,0.18,São Paulo,Sudeste
7897705201145.0,5824,LEVEMIR CARPULE SINGLE PACK 100IU 3 ML x 1 (/ML),NOVO NORDISK CORP,"É indicado para o tratamento de diabetes mellitus em adultos, adolescentes e crianças acima de 2 anos.SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO. INSULINA LEVEMIR FLEXPEN 100UI/ML 3ML (GELADEIRA) É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO E O FARMACÊUTICO. LEIA A BULA",Farma Conde,134.53,106.09,0.21,São Paulo,Sudeste
7897705202364.0,8218,XULTOPHY CANETA PREENCHIDA 100IU 3 ML x 1 (/ML),NOVO NORDISK CORP,"Xultophy é indicado para o tratamento de adultos com diabetes mellitus tipo 2 insuficientemente controlado, para melhorar o controle glicêmico, como adjuvante de dieta e exercícios, em combinação com outros hipoglicemiantes orais. Não use Xultophy se você for alérgico à insulina degludeca ou liraglutida ou qualquer um dos outros componentes deste medicamento (vide seção “Composição”).XULTOPHY 100U/3,6MG/ML É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA",Farma Conde,315.57,252.68,0.2,São Paulo,Sudeste
7897705201893.0,6038,NOVOPEN 4 CANETA INSULINA AZUL 3 ML x 1,NOVO NORDISK CORP,Novopen 4 Caneta Insulina Azul 3 Ml X,Farma Conde,261.7,214.59,0.18,São Paulo,Sudeste
7897705201978.0,6315,TRESIBA CARTUCHO 100IU 3 ML x 5 (/ML),NOVO NORDISK CORP,Tresiba Cartucho 100Iu 3 Ml X 5 (/Ml,Farma Conde,1025.19,840.66,0.18,São Paulo,Sudeste
7897705201138.0,6700,LEVEMIR CARTUCHO 100IU 3 ML x 5 (/ML),NOVO NORDISK CORP,Levemir Cartucho 100Iu 3 Ml X 5 (/Ml,Farma Conde,618.97,507.56,0.18,São Paulo,Sudeste
7897705202586.0,4479,OZEMPIC CANETA PREENCHIDA+4 AGULHAS 1.34MG 3 ML x 1 (/ML),NOVO NORDISK CORP,"Para que serve o Ozempic?Ozempic contém o princípio ativo semaglutida. Ozempic é usado, em conjunto com dieta e exercícios, para tratar pacientes adultos com diabetes tipo 2 não satisfatoriamente controlada (nível de açúcar no sangue permanece muito alto).Ozempic é usado:SozinhoSe sua glicemia (açúcar no sangue) não for bem controlada somente com dieta e exercícios, e você não puder usar metformina (outro medicamento para diabetes).Com outros medicamentos para diabetesQuando eles não são suficientes para controlar seus níveis glicêmicos. Esses outros medicamentos podem incluir: antidiabéticos orais (como metformina, tiazolidinediona (TZD), sulfonilureia) ou insulina.É importante que você siga a dieta e o estilo de vida indicado pelo seu médico, farmacêutico ou enfermeiro durante o tratamento com Ozempic.Como tomar o Ozempic?Sempre utilize este medicamento exatamente como seu médico informou. Em caso de dúvidas, converse com seu médico, farmacêutico ou enfermeiro.Quanto utilizar-Quando começar a utilizar Ozempic, a dose inicial é 0,25 mg, uma vez por semana, por quatro semanas.-Após quatro semanas, seu médico vai aumentar sua dose para 0,5 mg uma vez por semana.-Seu médico pode aumentar sua dose para 1 mg, uma vez por semana, se sua glicemia não estiver bem controlada com a dose de 0,5 mg, uma vez por semana.Não altere sua dose, a menos que o médico tenha orientado.Como Ozempic é administradoOzempic é administrado como injeção sob a pele (injeção subcutânea). Não deve ser injetado na veia ou no músculo.-Os melhores locais para aplicar a injeção são a parte anterior das coxas, a parte anterior da cintura (abdome) e a parte superior do braço.-Antes de utilizar o sistema de aplicação pela primeira vez, seu médico ou enfermeiro mostrará como usá-lo.Instruções detalhadas do sistema de aplicação estão no verso desta bula.Quando utilizar Ozempic-Você deve utilizar Ozempic uma vez por semana, no mesmo dia toda semana, se possível.-Você pode aplicar a injeção a qualquer hora do dia – independentemente das refeições.-Para ajudá-lo a lembrar de injetar Ozempic uma vez por semana somente, recomenda-se anotar o dia da semana escolhido (por exemplo, quarta-feira) na caixa. Você também pode escrever a data na caixa sempre que injetar Ozempic.Se necessário, você pode alterar o dia da sua injeção semanal de Ozempic contanto que tenha se passado pelo menos 3 dias desde sua última injeção de Ozempic. Após selecionar um novo dia para sua injeção, continue com a injeção uma vez por semana.Se você parar de utilizar OzempicNão pare de utilizar Ozempic sem conversar com seu médico. Se você parar de usá-lo, seus níveis glicêmicos podem aumentar.Em caso de dúvidas sobre o uso deste medicamento, converse com seu médico, farmacêutico ou enfermeiro.Siga a orientação de seu médico, respeitando sempre os horários, as doses e a duração do tratamento. Não interrompa o tratamento sem o conhecimento do seu médico.Quando não devo usar o Ozempic?Não use Ozempic se você for alérgico à semaglutida ou a qualquer outro componente deste medicamento (vide seção “Composição”).",Farma Conde,1271.72,1139.0,0.1,São Paulo,Sudeste
7897705201008.0,2964,NOVORAPID FRASCO AMPOLA 100IU 10 ML x 1 (/ML),NOVO NORDISK CORP,"É uma insulina moderna (insulina análoga) de ação ultra-rápida. Insulinas modernas são versões aprimoradas da insulina humana. Diabetes mellitus é uma doença na qual seu organismo não produz insulina suficiente para controlar o nível de açúcar no sangue. NovoRapid é usado para tratar diabetes mellitus em adultos, adolescentes e crianças (a partir de 2 anos de idade). NovoRapid começará a reduzir seu nível de açúcar no sangue entre 10 a 20 minutos após a injeção; atinge seu efeito máximo entre 1 e 3 horas, com duração de efeito de 3 a 5 horas.Devido a esta ação curta, NovoRapid deverá ser normalmente utilizado em associação com uma insulina de ação intermediária ou de ação prolongada.",Farma Conde,172.29,141.28,0.18,São Paulo,Sudeste
7897705201015.0,4569,NOVORAPID CARTUCHO 100IU 3 ML x 5 (/ML),NOVO NORDISK CORP,Este medicamento é indicado para o tratamento de diabetes mellitus.,Farma Conde,311.2,255.18,0.18,São Paulo,Sudeste
7897705200322.0,3230,NOVOLIN N HM REFILL 100IU 3 ML x 5 (/ML),NOVO NORDISK CORP,"Novolin N é uma insulina humana indicada para o tratamento de diabetes. 
INSULINA NOVOLIN N PENFILL 100UI/ML É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA.",Farma Conde,183.16,150.19,0.18,São Paulo,Sudeste
7899420503276.0,6329,ASEA HCT COMPRIMIDO REVESTIDO 40MG x 30,EUROFARMA CORP,Asea Hct 40+12.5Mg C/30 Comp,Farma Conde,86.14,70.63,0.18,São Paulo,Sudeste
7891317478964.0,6132,BETINA COMPRIMIDO 24MG x 30,EUROFARMA CORP,Betina 24Mg Caixa Com 30 Comprimido,Farma Conde,38.27,31.38,0.18,São Paulo,Sudeste
7899640802517.0,6360,ALURAX COMPRIMIDO REVESTIDO 2MG x 30,EUROFARMA CORP,Alurax 2Mg Cx 30 Comp Re,Farma Conde,66.78,54.76,0.18,São Paulo,Sudeste
7891317124182.0,6317,HOLMES H COMPRIMIDO REVESTIDO 20MG x 30,EUROFARMA CORP,"É indicado para o tratamento da pressão arterial alta, ou seja, a pressão cujas medidas estejam acima de 140mm Hg (pressão “alta” ou sistólica) ou 90mm Hg (pressão “baixa” ou diastólica).HOLMES H 20/12,5MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA.",Farma Conde,73.84,60.55,0.18,São Paulo,Sudeste
7899640800582.0,14660,BART H COMPRIMIDO 300MG x 30,EUROFARMA CORP,Bart H Comprimido 300Mg X 3,Farma Conde,141.71,116.2,0.18,São Paulo,Sudeste
7891317478919.0,6131,BETINA COMPRIMIDO 16MG x 30,EUROFARMA CORP,Betina 16Mg Caixa Com 30 Comprimido,Farma Conde,28.56,23.42,0.18,São Paulo,Sudeste
7891317489663.0,6023,VAST COMPRIMIDO REVESTIDO 10MG x 30,EUROFARMA CORP,Vast Comprimido Revestido 10Mg X 3,Farma Conde,91.12,74.72,0.18,São Paulo,Sudeste
7891317489328.0,6169,ATORVASTATINA MG COMPRIMIDO REVESTIDO 10MG x 30,EUROFARMA CORP,"A atorvastatina cálcica em comprimidos revestidos é indicada para tratamento de:- Hipercolesterolemia (aumento da quantidade de colesterol no sangue) isolada.- Hipercolesterolemia associada à hipertrigliceridemia (aumento dos níveis sanguíneos de outro tipo de gordura).- Hipercolesterolemia associada à redução dos níveis sanguíneos de HDL (tipo de colesterol).- Hipercolesterolemia associada à hipertrigliceridemia e associado também à redução dos níveis sanguíneos de HDL. Inclusive hipercolesterolemias de transmissão genética/familiar (familiar homozigótica, disbetalipoproteinemia, etc), quando a resposta à dieta e outras medidas não-farmacológicas forem inadequadas. A atorvastatina cálcica é indicada para prevenção secundária (aquela que é instituída depois de um evento para evitar que ele ocorra novamente) de síndrome coronária aguda (doença em que o músculo cardíaco recebe menor fluxo de sangue)",Farma Conde,77.75,14.99,0.81,São Paulo,Sudeste
7891317191672.0,6436,PERGO SOLUCAO ORAL 2MG 120 ML x 1 (/ML),EUROFARMA CORP,Pergo Solucao Oral 2Mg 120 Ml X 1 (/Ml,Farma Conde,49.57,40.65,0.18,São Paulo,Sudeste
7891317496760.0,5636,PLAQ COMPRIMIDO REVESTIDO 75MG x 30,EUROFARMA CORP,Plaq Comprimido Revestido 75Mg X 3,Farma Conde,66.22,54.3,0.18,São Paulo,Sudeste
7897572006164.0,6473,ZETSIM COMPRIMIDO 20MG x 30,EUROFARMA CORP,"Zetsim é indicado para diminuir os níveis sanguíneos de colesterol total, colesterol LDL (""mau colesterol) e substâncias gordurosas denominadas triglicérides. Além disso, Zetsim aumenta os níveis de colesterol HDL (""bom colesterol). É prescrito para adultos e adolescentes (10 a 17 anos de idade) que não conseguem controlar seus níveis de colesterol apenas com dieta. Você deve manter uma dieta redutora de colesterol enquanto estiver tomando esse medicamento. Além da dieta, os adultos podem tomar Zetsim, sozinho ou com fenofibrato, outro medicamento redutor do colesterol. O colesterol é uma das várias substâncias gordurosas que podem ser encontradas na corrente sanguínea. O colesterol total é composto principalmente de colesterol LDL e colesterol HDL.O colesterol LDL é comumente chamado de “mau” colesterol, porque pode se acumular nas paredes das artérias e formar placas. Essas placas podem causar estreitamento das artérias, retardando ou bloqueando o fluxo sanguíneo para órgãos vitais como o coração e o cérebro. Esse bloqueio do fluxo sanguíneo pode resultar em um ataque cardíaco ou em um acidente vascular cerebral. O colesterol HDL é comumente chamado de “bom” colesterol, porque ajuda a evitar que o mau colesterol acumule-se nas artérias. Desse modo, o colesterol HDL protege contra doenças cardíacas. Os triglicérides são outra forma de gordura no sangue que pode aumentar o risco de doenças cardíacas.ZETSIM 10/20MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA",Farma Conde,110.71,83.98,0.24,São Paulo,Sudeste
7899640810024.0,5947,FORFIG CAPSULAS 300MG x 30,EUROFARMA CORP,Forfig Comprimido Revestido 100Mg X 2,Farma Conde,176.42,144.66,0.18,São Paulo,Sudeste
7899420500732.0,6301,ALDIJET AMPOLA 150MG 1 ML x 1,EUROFARMA CORP,Aldijet Ampola 150Mg 1 Ml X,Farma Conde,23.09,18.93,0.18,São Paulo,Sudeste
7891317460495.0,6594,NOEX SPRAY NASAL 64Y x 120,EUROFARMA CORP,Noex 64Mcg Suspensão Nasal 120 Dose,Farma Conde,77.68,63.7,0.18,São Paulo,Sudeste
7891317490133.0,6298,ANTROFI CREME VAGINAL 20 APLICADORES 10MG 30 G x 1 (/G),EUROFARMA CORP,"indicado para o tratamento de alterações tróficas (distúrbios) da vulva e da vagina, causados pela redução ou falta de estrogênio no organismo. Também é indicado para acelerar a cicatrização de lesões na vagina e colo do útero no período pós-parto normal, pós-cirurgia ou após terapias locais com agentes físicos",Farma Conde,97.02,77.01,0.21,São Paulo,Sudeste
7897705200315.0,3315,NOVOLIN R HM REFILL 100IU 3 ML x 5 (/ML),NOVO NORDISK CORP,Novolin R é uma insulina humana indicada para o tratamento de diabetes.INSULINA NOVOLIN R PENFILL 100UI/ML É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA.,Farma Conde,183.16,150.19,0.18,São Paulo,Sudeste
7897705201060.0,4753,NOVOMIX 30 CARTUCHO PENFIL 100IU 3 ML x 5 (/ML),NOVO NORDISK CORP,"Novomix 30 é uma insulina moderna (análogo de insulina) que apresenta tanto ação rápida como ação prolongada, na proporção 30/70. Insulinas modernas são versões aperfeiçoadas da insulina humana. Este medicamento começará a reduzir o nível de açúcar do seu sangue de 10 a 20 minutos após a aplicação, atingindo seu efeito máximo entre 1 e 4 horas após a aplicação e com duração do efeito por até 24 horas. Novomix 30 pode ser usado em combinação com medicamentos antidiabéticos orais.",Farma Conde,367.95,301.72,0.18,São Paulo,Sudeste
7897705200063.0,17651,NOVOLIN L HM FRASCO AMPOLA SUBCUTANEA 100IU 10 ML x 1 (/ML),NOVO NORDISK CORP,Ins.Novolin L U-100Mc 10M,Farma Conde,47.15,38.66,0.18,São Paulo,Sudeste
7896094904682.0,9002,BENEGRIP COMPRIMIDO REVESTIDO x 20,BENEGRIP,"Benegrip é destinado para alívio dos sintomas decorrentes das gripes e resfriados, como dores de cabeça, febre e processos alérgicos. É formado por uma associação dos seguintes componentes: dipirona (analgésico e antipirético), maleato de clorfeniramina (antialérgico) e cafeína (estimulante). Benegrip atua elevando a tolerância à dor e à febre. Desempenha atividade antialérgica nos processos gripais, descongestionando o nariz e reduzindo a coriza. Estimula o sistema nervoso central, suavemente, conferindo sensação de bem-estar. O tempo de início de ação deste medicamento é de 30 a 60 minutos após sua ingestão. Uso oral. Uso adulto",Farma Conde,38.01,29.99,0.21,São Paulo,Sudeste
7896094915107.0,6847,BENEGRIP COMPRIMIDO REVESTIDO x 12,BENEGRIP,"Benegrip atua elevando a tolerância à dor e à febre. Desempenha atividade antialérgica nos processos gripais, descongestionando o nariz e reduzindo a coriza. Estimula o sistema nervoso central, suavemente, conferindo sensação de bem-estar. O tempo de início de ação deste medicamento é de 30 a 60 minutos após sua ingestão. Benegrip é destinado para alívio dos sintomas decorrentes das gripes e resfriados, como dores de cabeça, febre e processos alérgicos. É formado por uma associação dos seguintes componentes: dipirona (analgésico e antipirético), maleato de clorfeniramina (antialérgico) e cafeína (estimulante).SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO. NÃO USE ESTE MEDICAMENTO DURANTE A GRAVIDEZ E EM CRIANÇAS MENORES DE TRÊS MESES DE IDADE",Farma Conde,25.61,22.99,0.1,São Paulo,Sudeste
7896094910683.0,7405,Benegrip Com 6 Comprimidos Revestidos,BENEGRIP,"Benegrip atua elevando a tolerância à dor e à febre. Desempenha atividade antialérgica nos processos gripais, descongestionando o nariz e reduzindo a coriza. Estimula o sistema nervoso central, suavemente, conferindo sensação de bem-estar. O tempo de início de ação deste medicamento é de 30 a 60 minutos após sua ingestão. Benegrip é destinado para alívio dos sintomas decorrentes das gripes e resfriados, como dores de cabeça, febre e processos alérgicos. É formado por uma associação dos seguintes componentes: dipirona (analgésico e antipirético), maleato de clorfeniramina (antialérgico) e cafeína (estimulante).SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO. NÃO USE ESTE MEDICAMENTO DURANTE A GRAVIDEZ E EM CRIANÇAS MENORES DE TRÊS MESES DE IDADE",Farma Conde,13.26,9.99,0.25,São Paulo,Sudeste
7896094918108.0,7285,BENEGRIP MUL DIA COMPRIMIDO x 20,BENEGRIP,Benegrip Multi Dia 20 Comprimido,Farma Conde,44.18,34.99,0.21,São Paulo,Sudeste
7896094905825.0,8546,BENEGRIP MULTI SOLUCAO ORAL 240 ML x 1,BENEGRIP,"Benegrip Multi (paracetamol + cloridrato de fenilefrina + maleato de carbinoxamina) é indicado como analgésico e antitérmico e ainda nos processos que envolvem as vias aéreas superiores como descongestionante nasal. Em caso de alergia a algum dos componentes da fórmula, a administração do produto deve ser descontinuada. Nos 3 primeiros meses de gravidez e após este período deverá ser administrado apenas em casos de necessidade, sob controle médico. É contraindicado a pacientes com glaucoma de ângulo estreito. Este medicamento é contraindicado para menores de 2 anos. A amamentação deve ser evitada durante e até 48 horas após o uso deste medicamento devido a possível excreção pelo leite materno. Informar ao médico se está amamentando",Farma Conde,39.93,32.99,0.17,São Paulo,Sudeste
7896094918139.0,7290,BENEGRIP MUL NOITE COMPRIMIDO x 20,BENEGRIP,Benegrip Multi Noite 20 Comprimido,Farma Conde,44.18,34.99,0.21,São Paulo,Sudeste
7896094918603.0,7313,Benegrip Multi Noite 4 Comprimidos,BENEGRIP,Benegrip Multi Noite 4 Comprimido,Farma Conde,11.3,9.27,0.18,São Paulo,Sudeste
7896094918597.0,7312,Benegrip Multi Dia 4 Comprimidos,BENEGRIP,Benegrip Multi Dia 4 Comprimido,Farma Conde,99999.0,99999.0,0.0,São Paulo,Sudeste
7891058004354.0,7446,ALLEGRA SUSPENSAO PEDIATRICA 6MG 150 ML x 1 (/ML),ALLEGRA,Allegra Pediátrico é um produto com ação anti-histamínica (medicamentos que tratam alergias) utilizado no tratamento sintomático de manifestações alérgicas. Allegra Pediátrico é destinado ao tratamento do alívio dos sintomas associados à rinite alérgica sazonal e no alívio dos sintomas associados às manifestações cutâneas não complicadas da urticária idiopática crônica (erupção da pele com prurido),Farma Conde,90.24,74.0,0.18,São Paulo,Sudeste
7891058004347.0,7445,ALLEGRA SUSPENSAO PEDIATRICA 6MG 60 ML x 1 (/ML),ALLEGRA,"Allegra Pediátrico é um produto com ação anti-histamínica (medicamentos que tratam alergias) utilizado no tratamento sintomático de manifestações alérgicas. Allegra Pediátrico é destinado ao tratamento do alívio dos sintomas associados à rinite alérgica sazonal e no alívio dos sintomas associados às manifestações cutâneas não complicadas da urticária idiopática crônica (erupção da pele com prurido).SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO. ALLEGRA É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA",Farma Conde,38.73,30.39,0.22,São Paulo,Sudeste
7891058006716.0,3655,ALLEGRA D COMPRIMIDO REVESTIDO 60MG x 10,ALLEGRA,"Este medicamento é indicado no alívio dos sintomas associados aos processos congestivos das vias aéreas superiores, tais como: espirros, coriza (inflamação da mucosa nasal, acompanhada de corrimento mucoso), prurido nasal e ocular (coceira) e entupimento do nariz, comuns na rinite alérgica. Allegra D está ainda indicado para o alívio temporário da congestão nasal (entupimento do nariz) decorrente do resfriado comum em pacientes com rinite alérgica.ALLEGRA D É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA",Farma Conde,71.38,53.53,0.25,São Paulo,Sudeste
7891058024314.0,6830,ALLEGRA COMPRIMIDO REVESTIDO 60MG x 10,ALLEGRA,Allegra Comprimido Revestido 60Mg X 1,Farma Conde,45.91,35.49,0.23,São Paulo,Sudeste
