EAN,SKU,Nome,Marca,Fabricante,Descrição,Preço_sem_desconto,Preço_com_desconto,Porcentagem_desconto,Tipo_desconto
7897705201916,1022130,TRESIBA FLEXTOUCH 3ML 100UI/ML - PBM,,NOVO NORDISK FARM DO,TRESIBA FLEXTOUCH 3ML 100UI/ML - PBM,207.72,166.2,0.2,Normal
7897705201145,1019458,INS LEVEMIR FLEXPEN SINGLE PACK 3ml,,NOVO NORDISK FARM DO,INS LEVEMIR FLEXPEN SINGLE PACK 3ml,129.67,110.0,0.15,Normal
7897705203224,29004,INS NOVOLIN R U-100 10ML (P) - PBM,,NOVO NORDISK FARM DO,"Insulina Novolin R Frasco Ampola Novo Nordisk 10ml  é uma solução neutra injetável de insulina humana. A insulina humana biossintética é produzida pela tecnologia de DNA recombinante usando células de levedura como microorganismos para a produção. Caracteriza-se por ser idêntica à insulina humana e por apresentar pureza monocomponente. A ação de Novolin R começa, aproximadamente, ½ hora após a administração subcutânea, atingindo o pico entre 1 e 3 horas após a administração e com uma duração de aproximadamente 8 horas.",63.69,63.69,0.0,Ausente
7908236800605,1018355,"Efexor Xr 37,5Mg 30 Caps */C1 - Pbm",pfizer-up-john,PFIZER UP JOHN,"EFEXOR XR 37,5MG 30 CAPS */B - PBM",191.83,185.0,0.04,Normal
7908236800728,999600,"Frontal Xr 0,5Mg 30 Cprs */B1",pfizer-up-john,PFIZER UP JOHN,"FRONTAL XR 0,5MG 30 CPRS  */B",66.76,56.0,0.16,Normal
7891045000895,1015261,EVANOR 63 CPRS D,pfizer-up-john,PFIZER UP JOHN,EVANOR 63 CPRS FC,29.99,26.99,0.1,Normal
7908236800391,1026721,Dicoxibe 200Mg 15 Cprs */C1,pfizer-up-john,PFIZER UP JOHN,DICOXIBE 200MG 15 CPRS */B,90.16,90.16,0.0,Ausente
7891268103571,197002,Frontal 2Mg 30 Cprs */B1,pfizer-up-john,PFIZER UP JOHN,FRONTAL 2MG 30 CPRS   */B,187.68,168.91,0.1,Normal
"7891268100303,00",39094,ALDAZIDA 50MG 30 CPRS,pfizer-up-john,PFIZER UP JOHN,"Aldazida funciona pela combinação de dois agentes diuréticos diferentes, mas complementares, mecanismos e locais de ação, proporcionando efeitos diuréticos e anti-hipertensivos. É indicada no tratamento da hipertensão, insuficiência cardíaca congestiva, cirrose hepática com inchaço, síndrome nefrótica e outras condições, edema idiopático, na hipopotassemia induzida por e no tratamento de pacientes com insuficiência cardíaca congestiva tomando digitálicos.",56.17,45.0,0.2,Normal
7891045005982,14065,EFEXOR XR   75MG 14 CAPS */B - PBM,pfizer-up-john,PFIZER UP JOHN,EFEXOR XR   75MG 14 CAPS */B - PBM,188.43,169.59,0.1,Normal
7891268102482,234041,ZOLOFT 50MG 28 CPRS */B  - D,pfizer-up-john,PFIZER UP JOHN,ZOLOFT 50MG 28 CPRS */B  - D,125.37,112.83,0.1,Normal
7908236800407,1034348,Dicoxibe 200Mg 30 Cprs */C1,pfizer-up-john,PFIZER UP JOHN,DICOXIBE 200MG 30 CPRS */B,180.35,180.35,0.0,Ausente
7891268103953,1018749,"FRONTAL SL 0,5MG 30 CPRS  */B",pfizer-up-john,PFIZER UP JOHN,"FRONTAL SL 0,5MG 30 CPRS  */B",47.13,42.42,0.1,Normal
7898495604666,1039573,ASPARGIL C 10 CPRS,cifarma-similar,CIFARMA SIMILAR,ASPARGIL C 10 CPRS,38.77,38.77,0.0,Ausente
7898158690487,1028946,ALIVIOL POM 20G,cifarma-similar,CIFARMA SIMILAR,ALIVIOL POM 20G,19.19,19.19,0.0,Ausente
7898505093107,1026109,"ACET CIPRO+ETIN 2+0,035MG 21CPRS - CIF (G)",cifarma-similar,CIFARMA SIMILAR,"ACET CIPRO+ETIN 2+0,035MG 21CPRS - CIF (G)",21.61,21.61,0.0,Ausente
7898495609036,1021638,PROBENTOL DERMA HAIR SPRAY 50ML,cifarma-similar,CIFARMA SIMILAR,PROBENTOL DERMA HAIR SPRAY 50ML,28.64,24.99,0.13,Normal
7898495601481,1021134,CLINARA OLEO HIDRATANTE 200ML,cifarma-similar,CIFARMA SIMILAR,CLINARA OLEO HIDRATANTE 200ML,49.9,39.99,0.2,Normal
7896472502776,1014093,BUPROVIL 600MG  30 CPRS - MULT,multilab-ind-com-pro,MULTILAB IND COM PRO,Maizher 10mg Genérico Prati-Donaduzzi 60 Comprimidos,49.51,24.99,0.5,Normal
7896472502745,1018561,KELTRINA PLUS LOC 5% 60ml,multilab-ind-com-pro,MULTILAB IND COM PRO,KELTRINA PLUS LOC 5% 60ml,42.84,40.0,0.07,Normal
7896472500253,1022767,DELTALAB LOC 100ML,multilab-ind-com-pro,MULTILAB IND COM PRO,DELTALAB LOC 100ML,19.7,19.7,0.0,Ausente
7896472513307,1018785,BUPROVIL 600MG  20 CPRS - MULT,multilab-ind-com-pro,MULTILAB IND COM PRO,BUPROVIL 600MG  20 CPRS - MULT,33.21,19.99,0.4,Normal
7896004780740,1005152,BUPROVIL 300MG  30 CPRS - MULT,multilab-ind-com-pro,MULTILAB IND COM PRO,BUPROVIL 300MG  30 CPRS - MULT,29.22,19.99,0.32,Normal
7896472514267,1022749,"COCICHIMIL 0,5MG 20 CPRS",multilab-ind-com-pro,MULTILAB IND COM PRO,"COCICHIMIL 0,5MG 20 CPRS",25.77,24.99,0.03,Normal
7896472512836,1020950,CASTANHA DA INDIA 80 CPRS,multilab-ind-com-pro,MULTILAB IND COM PRO,CASTANHA DA INDIA 80 CPRS,47.68,47.68,0.0,Ausente
7896472500420,1018560,KELTRINA LOC 1% 60ml,multilab-ind-com-pro,MULTILAB IND COM PRO,KELTRINA LOC 1% 60ml,18.22,18.22,0.0,Ausente
7896472513284,1018784,BUPROVIL 300MG  20 CPRS - MULT @,multilab-ind-com-pro,MULTILAB IND COM PRO,BUPROVIL 300MG  20 CPRS - MULT @,21.41,21.41,0.0,Ausente
7896472511051,1049896,METOPROLOL 100MG 30 CPRS - NOVAQ (G),multilab-ind-com-pro,MULTILAB IND COM PRO,METOPROLOL 100MG 30 CPRS - MULTILAB (G),34.42,30.98,0.1,Normal
7897595900692,3042,CEWIN EFERV 2G LAR 10 CPRS @ #,sanofi-aventis-farmac-ltda,SANOFI AVENTIS FARMAC LTDA,CEWIN EFERV 2G LAR 10 CPRS @ #,33.11,33.11,0.0,Ausente
7891058005221,16023,AMARYL 4MG 30 CPRS $ D,sanofi-aventis-farmac-ltda,SANOFI AVENTIS FARMAC LTDA,"A inovadora fórmula de Imecap é produzida a partir do colágeno hidrolisado, associado a bionutrientes ativos, que auxiliam a renovação celular deixando a pele mais firme. Fonte de colágeno, que é a classe mais abundante de proteínas do organismo humano, representando mais de 30 de sua proteína total e possui como principal função o fortalecimento dos tecidos. Auxilia na manutenção dos níveis de zinco do organismo, que interferem no metabolismo de proteínas e ácidos nucleicos, o que é importante para o bom funcionamento do sistema imunológico e na cicatrização dos ferimentos. Fonte da vitamina A, também conhecida como retinol, que está relacionada no processo de desenvolvimento dos ossos, na ação protetora da pele e mucosas, no fortalecimento do sistema imunológico e está relacionada com o desenvolvimento e manutenção do tecido epitelial, dentre outras funções. Complementação dos níveis da vitamina C, presente na forma de ascorbato de sódio, que participa da hidroxilação do colágeno, que promove a resistência aos ossos, dentes, tendões e paredes dos vasos sanguíneos. Além disso, é um poderoso antioxidante. Fonte de vitamina E, que é um poderoso antioxidante. Ingerir uma cápsula ao dia. Uso oral. Consumo máximo diário: não consumir mais de 1 (uma) cápsula por dia.Todas as informações divulgadas são de responsabilidade do fabricante/fornecedor.Imagens Meramente Ilustrativas.",107.08,98.51,0.08,Normal
7891058160067,16061,AMARYL 2MG 30 CPRS $,sanofi-aventis-farmac-ltda,SANOFI AVENTIS FARMAC LTDA,AMARYL 2MG 30 CPRS $,61.37,56.46,0.08,Normal
7891058001841,16029,"TRIATEC 2,5MG 30 CPRS $",sanofi-aventis-farmac-ltda,SANOFI AVENTIS FARMAC LTDA,"TRIATEC 2,5MG 30 CPRS $",123.26,110.93,0.1,Normal
7896070601710,37099,PROFENID 100MG 10 SUPS,sanofi-aventis-farmac-ltda,SANOFI AVENTIS FARMAC LTDA,"Profenid 100mg Sanofi Aventis 10 Supositóriosé um medicamento anti-inflamatório, que tem propriedades analgésicas e antitérmicas em doses baixas, e propriedades anti-inflamatórias em doses maiores. É indicado para o alívio sintomático da febre e/ou dor em crianças a partir de 6 meses de idade.",45.57,45.57,0.0,Ausente
7897595900807,258051,Dienpax 5Mg 20 Cprs */B1,sanofi-aventis-farmac-ltda,SANOFI AVENTIS FARMAC LTDA,DIENPAX   5MG 20 CPRS   */B,5.2,4.68,0.1,Normal
7897595900531,258059,Valpakine 500Mg 40 Dgrs */C1 @,sanofi-aventis-farmac-ltda,SANOFI AVENTIS FARMAC LTDA,"Valpakine também é indicado para convulsões febris na criança e distúrbios do comportamento ligados à epilepsia. Valpakine está contraindicado nos casos de: Hepatite aguda, hepatite crônica, antecedente familiar de hepatite grave, especialmente medicamentosa. Hipersensibilidade ao valproato sódico. Estados confusionais ou convulsivos: alguns casos de estupor, isolados ou associados ao recrudescimento das crises, foram observados com o valproato sódico, desaparecendo com a interrupção do tratamento ou diminuição das doses. Esses quadros ocorrem mais frequentemente durante a politerapia (fenobarbital em particular) ou aumentos bruscos das doses de valproato sódico.",48.36,44.49,0.08,Normal
7891058013165,98074,MAALOX PLUS SUSP CEREJA 240ML,sanofi-aventis-farmac-ltda,SANOFI AVENTIS FARMAC LTDA,MAALOX PLUS SUSP CEREJA 240ML,32.66,32.66,0.0,Ausente
7897595900517,258060,Valpakine Sol 40Ml */C1,sanofi-aventis-farmac-ltda,SANOFI AVENTIS FARMAC LTDA,"Sanofe, Sanophi, Aventes, Aventiz, Aventez",20.72,19.06,0.08,Normal
7891058013172,98039,MAALOX PLUS SUSP MENTA 240ML,sanofi-aventis-farmac-ltda,SANOFI AVENTIS FARMAC LTDA,MAALOX PLUS SUSP MENTA 240ML,32.66,32.66,0.0,Ausente
7896862910648,1038573,HIDROFLUX 25MG 30 CAPS,medquimica-ind.-farm,MEDQUIMICA IND. FARM,HIDROFLUX 25MG 30 CAPS,5.93,5.93,0.0,Ausente
7896862960209,1004621,MEDTRIM 200MG SUS 100ML  -MED     */A,medquimica-ind.-farm,MEDQUIMICA IND. FARM,MEDTRIM 200MG SUS 100ML  -MED     */A,18.48,16.63,0.1,Normal
7896862918071,1052468,CLO RANITIDINA 150MG 20CPRS REVEST - MEDQ (G) @,medquimica-ind.-farm,MEDQUIMICA IND. FARM,CLO RANITIDINA 150MG 20CPRS REVEST - MEDQ (G) @,38.2,24.99,0.35000000000000003,Normal
7896862923129,1041834,LORATADINA XPE 1MG/ML 100ML - MEDQ(G),medquimica-ind.-farm,MEDQUIMICA IND. FARM,LORATADINA XPE 1MG/ML 100ML - MEDQ(G),15.49,12.39,0.2,Normal
7896862960087,1016775,IBUPROFENO GTS 100mg/ml 20ml - MEDQ (G) @,medquimica-ind.-farm,MEDQUIMICA IND. FARM,IBUPROFENO GTS 100mg/ml 20ml - MEDQ (G) @,30.88,24.7,0.2,Normal
7896862960254,1046077,GASTROGEL FRESH  SUSP 150ML   -  MEDQUIM,medquimica-ind.-farm,MEDQUIMICA IND. FARM,GASTROGEL FRESH  SUSP 150ML   -  MEDQUIM,21.71,19.99,0.08,Normal
7896862910372,1020315,AS-MED INF 100MG 20CPRS,medquimica-ind.-farm,MEDQUIMICA IND. FARM,AS-MED INF 100MG 20CPRS,6.8,6.8,0.0,Ausente
7896862910747,999734,NIFEDIPRESS RETARD 20mg 30 CPRS,medquimica-ind.-farm,MEDQUIMICA IND. FARM,"Medicamento indicado para o alívio de dores de grau moderado a intenso, como nas decorrentes de traumatismos (entorses, luxações, contusões, distensões, fraturas), pós-operatório, pós-extração dentária, neuralgia, lombalgia, dores de origem articular e condições similares",26.86,24.99,0.07,Normal
7896862910709,1038567,AZITROMED 500MG 3 CPRS */A,medquimica-ind.-farm,MEDQUIMICA IND. FARM,AZITROMED 500MG 3 CPRS */A,27.83,14.99,0.46,Normal
7896862940058,999118,DIPIMED GTS 20ML -MEDQ @,medquimica-ind.-farm,MEDQUIMICA IND. FARM,Tranquinal (alprazolam) é indicado no tratamento de transtornos de ansiedade. Não deve ser administrado como substituição ao tratamento apropriado de psicose (quadro de delírio e alucinações).,18.26,14.99,0.18,Normal
7896862918064,1035563,CLO TETRACICLINA 500MG 8 CAPS - MEDQ (G) */A,medquimica-ind.-farm,MEDQUIMICA IND. FARM,CLO TETRACICLINA 500MG 8 CAPS - MEDQ (G) */A,20.35,19.99,0.02,Normal
7896862970147,1038579,FLUCOVIL 150MG 1 CAPS,medquimica-ind.-farm,MEDQUIMICA IND. FARM,FLUCOVIL 150MG 1 CAPS,14.05,12.69,0.1,Normal
7896862910518,1043433,TYLAFLEX 750MG 4 CPRS,medquimica-ind.-farm,MEDQUIMICA IND. FARM,TYLAFLEX 750MG 4 CPRS,3.2,2.89,0.1,Normal
7896004708027,88017,ENERGIL C 2g 10 CPRS,ems-industria-farmac,EMS INDUSTRIA FARMAC,ENERGIL C 2g 10 CPRS,20.23,19.42,0.04,Normal
7896004727486,1012836,SALVELOX SPRAY 50ml - EMS,ems-industria-farmac,EMS INDUSTRIA FARMAC,SALVELOX SPRAY 50ml - EMS,12.34,11.97,0.03,Normal
7896472505524,1020028,MULTIGRIP LIMAO 5G (CX 50) - MUL,ems-industria-farmac,EMS INDUSTRIA FARMAC,MULTIGRIP LIMAO 5G (CX 50) - MUL,3.44,3.44,0.0,Ausente
7897705200322,29038,INS NOVOLIN N PENFIL 5X3ML,novo-nordisk-farm-do,NOVO NORDISK FARM DO,Insulina Novolin N Penfil Novo Nordisk 5 Refis 3ml  é um medicamento indicado no tratamento da Diabetes Mellitus. Uma doença na qual seu organismo não produz insulina suficiente para controlar o nível de açúcar no sangue. Novolin N é uma insulina humana de ação prolongada. Isto significa que ela começará a baixar o açúcar no sangue cerca de 1 hora e 30 minutos depois de aplicá-la e o efeito durará aproximadamente 24 horas. Novolin N é frequentemente aplicado isoladamente ou junto com produtos contendo insulina de ação rápida.,159.2,70.0,0.56,Normal
7897705200315,1013984,INS NOVOLIN R PENFIL 5X3ML $ @,novo-nordisk-farm-do,NOVO NORDISK FARM DO,CONCOR ANLO 5MG+5MG 30CP MERCK S.A,159.2,146.46,0.08,Normal
7896676421897,1020895,MUPIROCINA 20MG/G PMDA 15G - CRIS(G)  */A,,CRISTALIA PROD. QUIM,MUPIROCINA 20MG/G PMDA 15G - CRIS(G)  */A,49.34,44.99,0.09,Normal
7896676435108,1020203,GINO KOLLAGENASE 30G+6 APLIC  */A,,CRISTALIA PROD. QUIM,GINO KOLLAGENASE 30G+6 APLIC  */A,73.17,54.99,0.25,Normal
7896226102351,205008,Takil Creme Vag 35G,,CRISTALIA PROD. QUIM,"Takil Creme Vaginal Tioconazol 100mg/5g + Tinidazol 150mg/5g + 7 Aplicadores Marjan 35g é contraindicado a pacientes que mostraram hipersensibilidade ao tioconazol, ao tinidazol, a outros imidazóis, a qualquer agente antimicrobiano derivado do 5-nitroimidazol ou a qualquer componente da fórmula. Takil não deve ser utilizado no primeiro trimestre de gravidez e em lactantes durante o período neonatal. Como outros medicamentos de estrutura semelhante, o tinidazol é contraindicado a pacientes com quadro atual ou antecedente de discrasias sanguíneas, embora nos estudos animais e clínicos não tenham sido observadas anormalidades hematológicas persistentes. Estes fármacos devem ser evitados em pacientes com distúrbios neurológicos orgânicos.",96.28,96.28,0.0,Ausente
7896676431667,1054374,"Quera Lp 1,50Mg 30Cprs */C1",,CRISTALIA PROD. QUIM,"QUERA LP 1,50MG 30CPRS */B",308.67,275.03,0.11,Normal
7896676406498,1013763,MUPIROCINA 20MG/G CRME 15G - CRIS (G),,CRISTALIA PROD. QUIM,MUPIROCINA 20MG/G CRME 15G - CRIS (G),26.66,23.99,0.1,Normal
7898169080642,100003,DERMACERIUM CREME 30G   */A,,CRISTALIA PROD. QUIM,"Dermacerium Creme 1% Silvestre 30g trata lesões infectadas, por apresentar ação antimicrobiana, além de agir como cicatrizante. Nos pacientes com queimaduras, o nitrato de cério presente no Dermacerium tem uma ação moduladora da resposta imunológica (de defesa), prevenindo uma queda da imunidade, comum nestes pacientes. A ação inicia-se no momento da aplicação. Este medicamento é contraindicado para uso por gestantes no final da gestação, em crianças prematuras e recém-natos nos dois primeiros meses de vida. Por existirem poucos dados sobre a sua passagem pelo leite materno, também não é recomendado em mulheres que estejam amamentando.",65.77,50.0,0.24,Normal
7896676404241,211024,NAUSEDRON 8mg 10 CPRS  $,,CRISTALIA PROD. QUIM,"Certos tratamentos médicos, como quimioterapia, radioterapia e cirurgia, podem levar seu organismo a liberar serotonina, uma substância que provoca náuseas e vômitos. Nausedron pertence a um grupo de medicamentos chamados de antieméticos e bloqueia a ação dessa substância, evitando, portanto, que você sinta náuseas e vômitos decorrentes desses tratamentos.",80.77,79.99,0.01,Normal
7896676431636,1058225,"Quera Lp 0,375Mg 30Cprs */C1",,CRISTALIA PROD. QUIM,"QUERA LP 0,375MG 30CPRS */B",82.42,74.18,0.1,Normal
7898169081182,1016831,DERMACERIUM HS GEL 15G   */A,,CRISTALIA PROD. QUIM,DERMACERIUM HS GEL 15G   */A,27.44,21.99,0.2,Normal
7896676434309,511009,"MAXIFLOX POMADA OFT 3,5G  */A",,CRISTALIA PROD. QUIM,"MAXIFLOX POMADA OFT 3,5G  */A",39.45,31.0,0.21,Normal
7896004704142,130016,PREDMICIN PMDA 15G/ *A,ems-similar,EMS SIMILAR,PREDMICIN PMDA 15G/ *A,42.61,39.99,0.06,Normal
7896004726298,1028657,HIDROPEEK CREME 40MG 30G,ems-similar,EMS SIMILAR,HIDROPEEK CREME 40MG 30G,61.74,61.74,0.0,Ausente
7896004729251,1020756,GRIPEN NOITE 24 CPRS,ems-similar,EMS SIMILAR,GRIPEN NOITE 24 CPRS,26.98,24.99,0.07,Normal
7894916503259,1000856,LEVERCTIN 6MG 4 CPRS@,ems-similar,EMS SIMILAR,"Indicação
é indicado para o tratamento de várias condições causadas por vermes ou parasitas. Estudos demonstram que a ivermectina funciona no tratamento das seguintes infecções: Estrongiloidíase intestinal: causada por um parasita denominado Strongyloides stercoralis. Oncocercose: causada por um parasita denominado Onchocerca volvulus. Filariose (elefantíase): causada pelo parasita Wuchereria bancrofti. Ascaridíase (lombriga): causada pelo parasita Ascaris lumbricoides. Escabiose (sarna): causada pelo ácaro Sarcoptes scabiei. Pediculose (piolho): causada pelo ácaro Pediculus humanus capitis.

Posologia
Os comprimidos de leverctin devem ser ingeridos com água. Em geral, uma dose única do medicamento é suficiente para a eliminação de vermes e parasitas. A necessidade, ou não, de repetir o tratamento dependerá de avaliação médica e/ou realização de testes laboratoriais.

Quando não devo usar este medicamento
Este medicamento é contraindicado para uso por pacientes alérgicos à ivermectina ou a algum dos componentes da fórmula, por pacientes com meningite ou outras afecções do Sistema Nervoso Central. Este medicamento é contraindicado para uso por crianças com menos de 15 Kg ou menores de 5 anos. Estudos mostraram doses entre 150 mcg/kg a 200 mcg/kg por dia, dose única, via oral, dependendo do tipo de infecção que o paciente apresente.

LEVERCTIN 6MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA.

VENDA SOB PRESCRIÇÃO MÉDICA.",42.39,24.99,0.41000000000000003,Normal
7896004702346,1013742,ENDCOFF MENTA 12 PAST - EMS,ems-similar,EMS SIMILAR,ENDCOFF MENTA 12 PAST - EMS,23.25,21.0,0.1,Normal
7896004727585,1039750,HIXILERG SOL 120ML,ems-similar,EMS SIMILAR,HIXILERG SOL 120ML,51.58,51.58,0.0,Ausente
7896004702742,1020762,GLICERIN SUPST  INF C/6,ems-similar,EMS SIMILAR,GLICERIN SUPST  INF C/6,17.23,17.23,0.0,Ausente
7896004723785,1022809,DOMPLIV 10MG 60CPRS,ems-similar,EMS SIMILAR,DOMPLIV 10MG 60CPRS,41.39,35.0,0.15,Normal
7896004723778,1022808,DOMPLIV 10MG 30CPRS,ems-similar,EMS SIMILAR,DOMPLIV 10MG 30CPRS,21.79,19.99,0.08,Normal
7896004704289,1013739,CLORATADD 10MG 12CPRS  -  EMS,ems-similar,EMS SIMILAR,CLORATADD 10MG 12CPRS  -  EMS,19.49,17.6,0.1,Normal
7892953208243,1064024,Oxypynal 20Mg 30 Cprs */A1,zodiac-tecnofarma-pr,ZODIAC TECNOFARMA PR,Oxypynal 20Mg 30 Cprs */A1,387.73,387.73,0.0,Ausente
7892953000526,1006209,EVOCANIL 200mg 20 CAPS @,zodiac-tecnofarma-pr,ZODIAC TECNOFARMA PR,EVOCANIL 200mg 20 CAPS @,89.37,89.37,0.0,Ausente
7892953003879,1054203,Lacotem 100Mg 28 Cprs */C1 - Pbm,zodiac-tecnofarma-pr,ZODIAC TECNOFARMA PR,LACOTEM 100MG 28 CPRS */B - PBM,284.28,225.01,0.21,Normal
7892953003831,1053254,Lacotem 50Mg 14 Cprs */C1 - Pbm,zodiac-tecnofarma-pr,ZODIAC TECNOFARMA PR,LACOTEM 50MG 14 CPRS */B - PBM,71.01,69.99,0.01,Normal
7892953003244,1047026,"FENAZIC 7,5MG 28 CPRS",zodiac-tecnofarma-pr,ZODIAC TECNOFARMA PR,"FENAZIC 7,5MG 28 CPRS",173.36,147.37,0.15,Normal
7892953001318,398030,"Paratram 37,5Mg + 325Mg 10 Cprs */A2",zodiac-tecnofarma-pr,ZODIAC TECNOFARMA PR,"Zymar Xd Colírio Allergan 3ml é um colírio que contém um antibiótico (gatifloxacino). O produto age no tratamento da conjuntivite infecciosa, causada por vários tipos de bactérias. ZYMAR® é contraindicado para pessoas que apresentam alergia ao gatifloxacino, a outras quinolonas ou a qualquer um dos demais componentes da fórmula do produto. Este medicamento é contraindicado para menores de 1 ano de idade.",57.2,48.0,0.16,Normal
7892953207376,1055076,Iludral 250Mg 30 Cprs */C1,zodiac-tecnofarma-pr,ZODIAC TECNOFARMA PR,ILUDRAL 250MG 30 CPRS */B,42.46,37.99,0.11,Normal
7892953208175,1064020,Oxypynal 10Mg 10 Cprs */A1,zodiac-tecnofarma-pr,ZODIAC TECNOFARMA PR,Oxypynal 10Mg 10 Cprs */A1,88.69,88.69,0.0,Ausente
7892953001288,1015466,"Paratram 37,5Mg + 325Mg 20 Cprs */A2",zodiac-tecnofarma-pr,ZODIAC TECNOFARMA PR,"A amoxicilina, um antibiótico eficaz contra grande variedade de bactérias, é indicado para tratamento de infecções bacterianas causadas por germes sensíveis à ação da amoxicilina. Entretanto, seu médico pode receitar este medicamento para outro uso. Se desejar mais informações, pergunte ao seu médico. A amoxicilina pertence ao grupo dos antibióticos penicilânicos e é usada no tratamento de uma gama de infecções causadas por bactérias, que podem manifestar-se nos pulmões (pneumonia e bronquite), nas amígdalas (amigdalite), nos seios da face (sinusite), no trato urinário e genital, na pele e nas mucosas. A amoxicilina atua destruindo as bactérias que causam essas infecções. Este medicamento não pode ser usado por pessoas alérgicas à amoxicilina, a outros antibióticos penicilínicos ou antibióticos similares, chamados cefalosporinas. Se você já teve uma reação alérgica (como erupções da pele) ao tomar um antibiótico, deve conversar com seu médico antes de usar amoxicilina.",91.52,80.0,0.13,Normal
7892953000113,1017972,Prebictal 75Mg 28 Caps */C1 - Pbm,zodiac-tecnofarma-pr,ZODIAC TECNOFARMA PR,PREBICTAL 75MG 28 CAPS */B - PBM,125.66,110.0,0.12,Normal
7897595901316,258050,PURAN T4 50MCG 30 CPRS,,SANOFI AVENTIS FARMAC LTDA,"Puran T4 é indicado como terapia de reposição ou suplementação hormonal em pacientes com hipotireoidismo e como agente diagnóstico nos testes de supressão, auxiliando no diagnóstico da suspeita de hipertireoidismo leve ou de glândula tireoide autônoma.",18.79,16.99,0.1,Normal
7896070600447,37055,FENERGAN 25MG 20 CPRS,,SANOFI AVENTIS FARMAC LTDA,"Apesar da praticidade de poder ir de um lugar a outro de forma rápida e segura, sentirenjoodurante longas viagens ainda é algo comum. Por isso, é sempre bom ter por perto umremédio para mal-estar e enjoo.Fenergan25mg 20 Comprimidos foi feito para contornar este incômodo ao reduzir as náuseas, além de proporcionar uma viagem mais calma e tranquila.Sua ação sedativa, torna esteremédio para enjooa melhor solução para o alívio de náuseas e vômitos nos deslocamentos pelo ar e também após cirurgias.",18.31,16.99,0.07,Normal
7896070601697,37075,Neuleptil Gts Ped 20Ml */C1,,SANOFI AVENTIS FARMAC LTDA,"Neuleptil revela-se particularmente eficaz no tratamento dos distúrbios caracterizados por autismo, negativismo, desinteresse, indiferença, bradipsiquismo, apragmatismo, suscetibilidade, impulsividade, oposição, hostilidade, irritabilidade, agressividade, reações de frustração, hiperemotividade, egocentrismo, instabilidade psicomotora e afetiva e desajustamentos. Contraindicações: Hipersensibilidade à periciazina e aos demais componentes do produto, risco de glaucoma de ângulo fechado, risco de retenção urinária ligada a distúrbios uretroprostáticos, antecedentes de agranulocitose, agonistas dopaminérgicos (amantadina, apomorfina, bromocriptina, cabergolina, entacapona, lisurida, pramipexol, ropinirol, pergolida, piribedil, quinagolida), com exceção no caso de pacientes parkinsonianos.",13.81,12.99,0.06,Normal
7891058003029,1009857,LANTUS SOLOSTAR 100UI INJ 1X3ML  - PBM,,SANOFI AVENTIS FARMAC LTDA,Desvenlafaxina 100mg Genérico Althaia 30 Comprimidos,115.24,110.0,0.05,Normal
7897595901309,258061,PURAN T4 25MCG 30 CPRS,,SANOFI AVENTIS FARMAC LTDA,"Puran T4 é indicado como terapia de reposição ou suplementação hormonal em pacientes com hipotireoidismo e como agente diagnóstico nos testes de supressão, auxiliando no diagnóstico da suspeita de hipertireoidismo leve ou de glândula tireoide autônoma.",16.99,14.99,0.12,Normal
7891058006235,1016282,"Stilnox Cr 6,25Mg 20 Cprs */C1 -",,SANOFI AVENTIS FARMAC LTDA,"STILNOX CR 6,25MG 20 CPRS  */B - PBM",50.33,45.0,0.11,Normal
7891058025137,998229,LANTUS 100UI INJ 1X3ML  - PBM,,SANOFI AVENTIS FARMAC LTDA,"Estomazil Pastilha é um antiácido que promove o alívio imediato da azia , queimação e má digestão. Disponível nos sabores: Abacaxi, Menta e Limão.",104.32,95.0,0.09,Normal
"7896070600249,00",37053,CREME FENERGAN 2% 30G,,SANOFI AVENTIS FARMAC LTDA,"O  Fenergan 30g creme  é indicado no tratamento sintomático de todos os distúrbios incluídos no grupo das reações anafiláticas e alérgicas.  Como ele funciona:  Fenergan creme age bloqueando os efeitos da histamina química que ocorre naturalmente no corpo.  Quando não devo utilizar:  Este medicamento é contraindicado em casos de alergia a qualquer componente da fórmula.  Qual a melhor forma de guardar:  Conservar na embalagem original e em ambiente com temperatura entre 15 e 30º C, protegido da luz.",22.62,20.99,0.07,Normal
"7896070601260,00",37088,NEULEPTIL 4% GTS SOL 20ML   */B,,SANOFI AVENTIS FARMAC LTDA,"Neuleptil revela-se particularmente eficaz no tratamento dos distúrbios caracterizados por autismo, negativismo, desinteresse, indiferença, bradipsiquismo, apragmatismo, suscetibilidade, impulsividade, oposição, hostilidade, irritabilidade, agressividade, reações de frustração, hiperemotividade, egocentrismo, instabilidade psicomotora e afetiva e desajustamentos. Contraindicações: Hipersensibilidade à periciazina e aos demais componentes do produto, risco de glaucoma de ângulo fechado, risco de retenção urinária ligada a distúrbios uretroprostáticos, antecedentes de agranulocitose, agonistas dopaminérgicos (amantadina, apomorfina, bromocriptina, cabergolina, entacapona, lisurida, pramipexol, ropinirol, pergolida, piribedil, quinagolida), com exceção no caso de pacientes parkinsonianos.",26.78,21.99,0.18,Normal
