Farmácia,cidade,nome,marca,sku,ean,preco_sem_desconto,preco_com_desconto,perc_desconto,tipo_desconto,descricao
Farmácias Nissei,São Paulo,Motilex HA Colágeno Não Hidrolisado + Ácido Hialurônico 60 Cápsulas Apsen,MOTILEX ,56606,07896637031844,325.55,325.48,0.02,Desconto simples,"&lt;p&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;b&gt;&lt;/b&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Motilex HA Colágeno Não Hidrolisado + Ácido Hialurônico&lt;/b&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;O Motilex HA possui uma formulação premium e inovadora com ácido hialurônico, componente importante para auxiliar na proteção e manutenção da lubrificação, além do colágeno tipo II não hidrolisado, proteína que contribui com o cuidado da função articular.&lt;/font&gt;&lt;/p&gt;"
Farmácias Nissei,São Paulo,Colflex Trio 30 Sachês,COLFLEX ,56669,07896094920255,302.90,302.90,,,"&lt;p&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;b&gt;&lt;/b&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Colflex Trio&amp;nbsp;&lt;/b&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Colflex Trio é a associação de colágeno hidrolisado, colágeno tipo II não desnaturado, MSM e mix de vitaminas. Colágeno hidrolisado é fonte de proteínas. As proteínas auxiliam na formação dos músculos e ossos. O colágeno tipo II não desnaturado auxilia na manutenção da função articular.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Modo de Usar:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;1 sachê ao dia (ou conforme orientação médica)&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;br&gt;&lt;/p&gt;"
Farmácias Nissei,São Paulo,"Trifor 12,3g 30 Sachês",TRIFOR ,56995,07896112402411,240.22,221.94,7.61,Desconto simples,"&lt;p&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;b&gt;&lt;/b&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Trifor&amp;nbsp;&lt;/b&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Trifor é um suplemento nutricional à base de peptídeos de colágeno (Peptan), colágeno tipo II não hidrolisado (B2 Cool) e ácido Hialurônico (Haplex) - A associação destes ativos auxilia na manutenção da cartilagem articular - Caixa com 30 sachês de 12,3g, pó sabor Tangerina.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;&lt;br&gt;&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Modo de Usar:&amp;nbsp;&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Uso adulto. Utilize 1 sachê ao dia. Dissolver o conteúdo em 250ml de água e misturar bem até completa dispersão. Consumir imediatamente após ao preparo.&lt;/font&gt;&lt;/p&gt;&lt;div&gt;&lt;br&gt;&lt;/div&gt;"
Farmácias Nissei,São Paulo,Culturelle Probiótico Saúde Digestiva com 30 Cápsulas,CULTURELLE ,57126,07893454714813,214.90,206.95,3.70,Desconto simples,
Farmácias Nissei,São Paulo,Umidificador de Ar Ultrassônico G-Tech Allergy Free HM,G-TECH,57166,07898639690340,231.95,210.80,9.12,Desconto simples,"&lt;p&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;b&gt;&lt;/b&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Umidificador de Ar Ultrassônico G-Tech Allergy Free HM&lt;/b&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;O Umidificador G.Tech Allergy Free HM é um aparelho de alta tecnologia, projetado especialmente para melhorar a qualidade do ar em ambientes fechados, aumentando a umidade do mesmo.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;-&lt;/b&gt; Gerador ultra sônico de Alta Frequência que produz finíssima névoa;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;-&lt;/b&gt; Desligamento automático quando não há água no reservatório;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;- &lt;/b&gt;Super silencioso quando está operando;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;-&lt;/b&gt; Baixíssimo consumo de energia;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;-&lt;/b&gt; Reservatório para 3L;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;-&lt;/b&gt; Bivolt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;-&lt;/b&gt; Mais de 10 horas de autonomia.&lt;/font&gt;&lt;/p&gt;"
Farmácias Nissei,São Paulo,Suplemento Alimentar Nutren Sênior Chocolate 740g,NUTREN,57233,07891000321843,170.78,170.78,,,"&lt;p&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;b&gt;&lt;/b&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Supl&lt;b&gt;emento Alimentar Nutren Sênior Chocolate&lt;/b&gt;&lt;br&gt;&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Nutren Sênior&amp;nbsp;foi desenvolvido pensando nas necessidades nutricionais de quem já passou dos 50 e ainda tem muito o que aproveitar. Contém ACT-3, combinação exclusiva de cálcio, proteína e vitamina D, nutrientes essenciais que ajudam na manutenção dos ossos e músculos. Não deixe de conferir todos os produtos Nutren nas &lt;b&gt;Farmácias Nissei&lt;/b&gt;.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;As necessidades do corpo mudam com o passar do tempo. Por isso, para aproveitar o melhor da vida, é essencial manter hábitos de vida saudáveis, como praticar exercícios físicos e adotar uma alimentação balanceada, rica em cálcio, proteína e vitamina D, nutrientes de &lt;/font&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;b&gt;Nutren&amp;nbsp;&lt;/b&gt;&lt;/span&gt;&lt;font face=&quot;Lato-Black, sans-serif&quot;&gt;Sênior&lt;/font&gt;&lt;font face=&quot;Arial&quot;&gt;, o suplemento nutricional da Nestlé para quem tem mais de 50.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;&lt;br&gt;&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Benefícios:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;- &lt;/b&gt;Cálcio e vitamina D auxiliam na manutenção de ossos fortes.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;-&lt;/b&gt; Proteína contribui na manutenção dos músculos.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;-&lt;/b&gt; Vitaminas B1, B2, B3, B5, B6 e biotina que contribuem para uma produção e liberação de energia.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;-&lt;/b&gt; Zinco e Vitamina C contribuem para um sistema imunológico.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;- &lt;/b&gt;Ferro auxilia na formação das células vermelhas.&lt;/font&gt;&lt;/p&gt;"
Farmácias Nissei,São Paulo,Aparelho de Pressão de Braço Automático G-Tech LA250 Branco,G-TECH,57650,07898301058157,240.95,167.89,30.32,Desconto simples,"&lt;p&gt;&lt;font color=&quot;#000000&quot;&gt;&lt;b&gt;Aparelho de Pressão de Braço Automático G-Tech LA250 Branco&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font color=&quot;#000000&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font color=&quot;#000000&quot;&gt;A linha G-tech Home de Aparelhos de pressão digitais, permite a monitorização da pressão arterial e arritmia cardíaca, extremamente importante no controle da hipertensão e outras doenças do coração, sempre com total segurança e praticidade no uso.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font color=&quot;#000000&quot;&gt;O novo aparelho de pressão digital automático de Braço LA250 G-Tech é uma solução completa para medição da pressão arterial. Além das medições tradicionais de pressão arterial e frequência cardíaca, possui uma série de outros benefícios, como: Memória para 120 resultados com hora e data, com zonas independentes para três usuários, indicador de arritmia cardíaca e indicador gráfico de nível de hipertensão.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font color=&quot;#000000&quot;&gt;Seu Design é moderno, fácil de utilizar e extremamente compacto, facilitando o transporte; Todas essas funções permitem um acompanhamento completo dos níveis de pressão arterial, sempre contando com a qualidade e segurança da marca G-Tech, que oferece uma garantia de 5 anos.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font color=&quot;#000000&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font color=&quot;#000000&quot;&gt;-Totalmente automático&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font color=&quot;#000000&quot;&gt;- 120 memórias&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font color=&quot;#000000&quot;&gt;- Tripla zona de memória (Permite armazenar resultados independentes para 3 pessoas)&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font color=&quot;#000000&quot;&gt;- Indicação de arritmia cardíaca&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font color=&quot;#000000&quot;&gt;- Gráfico indicador de nível de hipertensão&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font color=&quot;#000000&quot;&gt;- 5 anos de garantia&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font color=&quot;#000000&quot;&gt;- Acompanha estojo para guardar&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font color=&quot;#000000&quot;&gt;- Validado clinicamente&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font color=&quot;#000000&quot;&gt;&lt;b&gt;&lt;br&gt;&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font color=&quot;#000000&quot;&gt;&lt;b&gt;Modo de Usar:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font color=&quot;#000000&quot;&gt;Após sentar-se e relaxar por pelos menos cinco minutos, Você pode começar a medir corretamente sua pressão arterial. Coloque a braçadeira no seu Braço de maneira que fique justa, mas sem apertar demasiadamente. A braçadeira deve ser colocada no Braço e o Braço posicionado na altura do coração. Veja as imagens de posição do braço e da braçadeira no manual de instruções&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;/p&gt;"
Farmácias Nissei,São Paulo,Caldê MDK 2000UI 60 Comprimidos,CALDE MDK,57860,07896226109572,172.95,172.95,,,"&lt;p&gt;&lt;b&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;Caldê MDK&amp;nbsp;&lt;br&gt;&lt;/font&gt;&lt;/b&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Caldê MDK é um suplemento vitamínico mineral com formulação inovadora e diferenciada com adição de vitamina K 2 ao cálcio, magnésio e doses mais altas de vitamina D. Auxilia na formação e manutenção dos ossos. &lt;b&gt;Caldê MDK&lt;/b&gt; aumenta a mineralização óssea através da concentração de 2000 UI de vitamina D, maior absorção e biodisponibilidade através do cálcio citrato malato, a vitamina k2 presente em sua formulação é essencial à saúde óssea e com benefício cardiovascular, e a concentração do magnésio aumenta a densidade óssea. Aproveite e adquira já o seu nas &lt;b&gt;Farmácias Nissei&lt;/b&gt;.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Modo de Usar:&amp;nbsp;&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Ingerir 1 comprimido, uma vez ao dia, ou conforme orientação do médico e / ou nutricionista.&lt;/font&gt;&lt;/p&gt;&lt;div&gt;&lt;br&gt;&lt;/div&gt;"
Farmácias Nissei,São Paulo,Suplemento Adulto Ensure Pó Sabor Chocolate 400g,ENSURE,57968,07891158100239,98.95,98.95,,,"&lt;p&gt;&lt;b&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;Suplemento Nutricional Ensure Chocolate&lt;br&gt;&lt;/font&gt;&lt;/b&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Ensure é um suplemento nutricional completo e balanceado recomendado para pessoas que buscam força e resistência. Possui proteínas para os músculos, cálcio e vitamina D para os ossos, 28 vitaminas e minerais, fibras e ômegas 3 e 6. Não deixe de conferir todos os produtos Ensure nas &lt;b&gt;Farmácias Nissei&lt;/b&gt;.&lt;/font&gt;&lt;/p&gt;&lt;div&gt;&lt;br&gt;&lt;/div&gt;"
Farmácias Nissei,São Paulo,Equaliv Cartliv Ultra 60 Comprimidos,EQUALIV,58047,07898687730678,168.95,139.91,17.19,Desconto simples,"&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Equaliv Cartliv Ultra&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;&lt;br&gt;&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Equaliv CartLiv Ultra é um suplemento com formulação específica voltada para a saúde das articulações, com Vitaminas D, K e Magnésio. Não deixe de conferir todos os produtos Equaliv nas&lt;b&gt; Farmácias Nissei&lt;/b&gt;.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;&lt;br&gt;&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;O colágeno é uma proteína naturalmente presente em nosso corpo, principalmente em tecidos como ossos, dentes, tendões e músculos, sendo que o colágeno tipo II é predominante na cartilagem. Porém, com o passar do tempo, por fatores como dieta e estilo de vida desequilibrados e questões de saúde, a fabricação natural dessa proteína pelo nosso organismo diminui. Por isso, especialistas indicam ingerir suplementos de colágeno para auxiliar na firmeza e hidratação da pele, por exemplo, e para atenuar os sintomas da artrose e de outros males que atacam as articulações.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;&lt;br&gt;&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Recomendações de Uso:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Consumir&amp;nbsp;1 cápsula ao dia.&lt;/font&gt;&lt;br&gt;&lt;/p&gt;&lt;p&gt;&lt;br&gt;&lt;/p&gt;"
Farmácias Nissei,São Paulo,"Cabergolina Eurofarma 0,5mg Eurofarma 8 Comprimidos",EUROFARMA GENERICO,58068,07891317005764,326.02,211.91,35.00,Desconto simples,"&lt;p&gt;&lt;b&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;Indicação:&lt;br&gt;&lt;/font&gt;&lt;/b&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Tratamento de aumento de prolactina (hormônio responsável pela produção de leite), bem como de disfunções associadas à hiperprolactinemia (aumento dos níveis de prolactina), como amenorreia (ausência de menstruação), oligomenorreia (redução do fluxo ou da frequência da menstruação), anovulação (ausência de ovulação) e galactorreia (produção de leite fora do período de gestação e lactação).&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;CABERGOLINA 0,5MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA. MEDICAMENTOS PODEM CAUSAR EFEITOS INDESEJADOS. EVITE A AUTOMEDICAÇÃO: INFORME-SE COM O FARMACÊUTICO.&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;div&gt;&lt;br&gt;&lt;/div&gt;"
Farmácias Nissei,São Paulo,Pregabalina 150mg 30 Comprimidos Eurofarma,EUROFARMA GENERICO,58082,07891317139469,199.97,67.91,66.04,Desconto simples,
Farmácias Nissei,São Paulo,Kit Tiras G-Tech Free Leve 3 Pague 2,G-TECH,58173,07898639691484,168.95,168.95,,,"&lt;p&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;b&gt;&lt;/b&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Kit Tiras G-Tech Free Leve 3 Pague 2&lt;/b&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Atenção, são as tiras free, não servem em aparelho free lite.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Tiras de teste de glicemia compatíveis com o aparelho g-tech free e g-tech free smart&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Principais benefícios da tira de glicemia g-tech free&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Tecnologia fast draw: aproveitamento total e rápido da amostra de sangue&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Corte a laser: garante maior precisão&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Eletrodos em ouro: maior segurança na transmissão da informação&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;O sistema no code, dispensa a mudança de código a cada caixa de tiras utilizada. Com isso são evitados erros nas medições devido a codificação equivocada do aparelho. Micro amostra de sangue - apenas 0.9 microlitro.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Resultado rápido - 5 segundos.&lt;/font&gt;&lt;/p&gt;&lt;div&gt;&lt;br&gt;&lt;/div&gt;"
Farmácias Nissei,São Paulo,Kit Tiras G-tech Leve 3 Pague 2,G-TECH,58174,07898639691491,156.95,156.95,,,"&lt;p&gt;&lt;b&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;Kit Tiras G-tech&lt;br&gt;&lt;/font&gt;&lt;/b&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Tiras para Medição de Glicose 100 Un. + 50 Grátis P/ Aparelho LITE G-Tech&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Atenção: &lt;/b&gt;Tiras para uso exclusivo no aparelho G-tech LITE.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;As &lt;b&gt;Tiras de Teste G-TECH Lite&lt;/b&gt;, possuem a Tecnologia FAST DRAW, sistema que permite um aproveitamento total da amostra de sangue, de forma rápida,&amp;nbsp; independente da posição. A enzima GDH-FAD contida na tira, além proporcionar uma medição altamente precisa, oferece as seguintes vantagens:&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;- &lt;/b&gt;Elimina interferentes como açúcares diferentes da glicose, oxigenoterapia, entre outros, que alteram o resultado de tiras que utilizam outras enzimas como GOD e GDH-PQQ;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;- &lt;/b&gt;É mais resistente à temperatura e oxidação do ar;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;- &lt;/b&gt;Pode utilizar sangue venoso, arterial ou capilar.&lt;/font&gt;&lt;/p&gt;&lt;div&gt;&lt;br&gt;&lt;/div&gt;"
Farmácias Nissei,São Paulo,Suplemento Adulto Ensure Pó Sabor Baunilha 400g,ENSURE,5827,07891158100253,98.95,98.95,,,"&lt;p&gt;&lt;b&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;Suplemento Nutricional Ensure Baunilha&amp;nbsp;&lt;br&gt;&lt;/font&gt;&lt;/b&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Ensure é um suplemento nutricional completo e balanceado recomendado para pessoas que buscam força e resistência. Possui proteínas para os músculos, cálcio e vitamina D para os ossos, 28 vitaminas e minerais, fibras e ômegas 3 e 6. Não deixe de conferir todos os produtos Ensure nas &lt;b&gt;Farmácias Nissei&lt;/b&gt;.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;br&gt;&lt;/p&gt;"
Farmácias Nissei,São Paulo,Suplemento Alimentar ReGenesis Premium 120 Cápsulas,REGENESIS ,58583,07908134200248,306.23,229.89,24.93,Desconto simples,"&lt;p&gt;&lt;b&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;Suplemento Alimentar ReGenesis Premium&lt;br&gt;&lt;/font&gt;&lt;/b&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Regenesis Premium é um suplemento alimentar para gestantes em cápsulas de ômega 3 DHA, ácido fólico, ferro, vitaminas e minerais. Regenesis Premium é fonte de ômega 3, contém ácido fólico que auxilia na formação do tubo neural do feto durante a gravidez. Contém selênio, um antioxidante que auxilia na proteção dos danos causados pelos radicais livres. Aproveite e adquira já o seu nas &lt;b&gt;Farmácias Nissei&lt;/b&gt;.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Modo de Usar:&amp;nbsp;&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Administrar 2 cápsulas ao dia ou conforme a orientação do médico e/ou nutricionista. Suplemento recomendado para gestante.&lt;/font&gt;&lt;/p&gt;&lt;div&gt;&lt;br&gt;&lt;/div&gt;"
