SKU,Marca,Nome,Categoria,produto_id,valor_ini,valor_fim,perc_desc,tipo_desc
507303,EMS ,"Atenolol+Clortalidona 50/12,5Mg 60Comprimidos",ANTIHIPERTENSIVO,507303,62.13,43.49,30.00,dePorValor
507301,EMS ,Metformina 1G Liberação Prolongada 30 Comprimidos,CONTROLES E ANTIGLICÊMICOS,507301,30.77,20.00,35.00,dePorValor
503276,,Eliquis 5MG 20Comprimidos,TROMBOSE,503276,123.26,103.54,16.00,dePorValor
507544,,Olmesartana Medoxomila + Hidroclorotiazida 40+25Mg 30Comprimidos,ANTIHIPERTENSIVO,507544,62.11,45.96,26.00,dePorValor
399243,,Vartaz 160Mg 30Comprimidos,ANTIHIPERTENSIVO,399243,55.63,44.51,19.99,dePorValor
412956,,Tunta 300Mg 30Comprimidos,CORAÇÃO,412956,97.37,73.41,24.61,dePorValor
385199,,Bissulfato de Clopidogrel 75Mg 30Comprimidos,TROMBOSE,385199,134.18,43.90,67.28,dePorValor
507588,SANDOZ,Pantoprazol 40MG 28 Capsulas,ÚLCERA E GASTRITE,507588,50.96,24.40,52.12,dePorValor
374036,ACHE,"Angipress Cd 50/12,5Mg 30Comprimidos",ANTIHIPERTENSIVO,374036,41.76,35.50,14.99,dePorValor
374977,EMS ,Glimepirida 4Mg 60Comprimidos,CONTROLES E ANTIGLICÊMICOS,374977,139.90,58.76,58.00,dePorValor
405804,MEDLEY,Fluxocor 20Mg 30Comprimidos,ANTIHIPERTENSIVO,405804,50.04,40.03,20.00,dePorValor
374330,,Olmetec Anlo 40+10MG 30 Comprimidos,ANTIHIPERTENSIVO,374330,174.33,139.46,20.00,dePorValor
391758,FARMOQUIMICA,Lipomax Plus 60 capsulas,INIBIDORES DE APETITE,391758,65.39,60.16,8.00,dePorValor
405682,,Cloridrato de Metformina XR 500Mg 30Comprimidos,CONTROLES E ANTIGLICÊMICOS,405682,8.96,6.66,25.67,dePorValor
468706,EMS ,Esomex 20Mg 56Comprimidos,ÚLCERA E GASTRITE,468706,185.69,165.28,10.99,dePorValor
384252,GERMED,Lipiblock 120mg 30 Comprimidos,INIBIDORES DE APETITE,384252,149.94,122.95,18.00,dePorValor
391795,ABBOTT,"Venocur Fit 263,2Mg 30Comprimidos",VARIZES,391795,69.57,60.89,12.48,dePorValor
507346,EMS ,Glimepirida 2Mg 30Comprimidos,CONTROLES E ANTIGLICÊMICOS,507346,41.40,26.90,35.02,dePorValor
378720,BIOSINTETICA,Dicloridrato de Betaistina 16Mg 30Comprimidos,ANTIVERTIGINOSO,378720,27.65,19.36,29.98,dePorValor
465227,,"Indapamida 1,5Mg 60Comprimidos",ANTIHIPERTENSIVO,465227,63.48,47.62,24.98,dePorValor
356515,BOEHRINGER,Pradaxa 150Mg 60Capsulas,COAGULAÇÃO,356515,390.30,279.10,28.49,dePorValor
389186,GERMED,Orlistate 120MG 84 Capsulas,INIBIDORES DE APETITE,389186,373.03,261.12,30.00,dePorValor
420091,MERCK,Concor 5Mg 30Comprimidos,ANTIHIPERTENSIVO,420091,98.46,74.52,24.31,dePorValor
390175,,Vast 40MG 30 Comprimidos,ANTIHIPERTENSIVO,390175,177.78,142.22,20.00,dePorValor
391807,,Betina 16Mg 30Comprimidos,ANTIVERTIGINOSO,391807,27.78,25.97,6.52,dePorValor
390591,BALDACCI,"Divelol 3,125mg 60 Comprimidos",CARDIOVASCULARES,390591,70.74,56.60,19.99,dePorValor
379950,GERMED,Meleato Enalap 10MG 30Comprimidos,CARDIOVASCULARES,379950,10.92,10.92,,
405816,MEDLEY,Fluxocor 40Mg 30Comprimidos,ANTIHIPERTENSIVO,405816,52.56,46.25,12.01,dePorValor
350987,NIKKHO,Ginkoba 120Mg 30Comprimidos,NOOTRÓPICOS,350987,100.41,92.38,8.00,dePorValor
416271,ASTRAZENECA,Xigduo XR 10/1000 30Comprimidos,CONTROLES E ANTIGLICÊMICOS,416271,249.54,202.43,18.88,dePorValor
431132,TORRENT,Olmecor 40Mg 30Comprimidos,ANTIHIPERTENSIVO,431132,52.52,43.79,16.62,dePorValor
505223,,Olsar 40Mg 30Comprimidos,ANTIHIPERTENSIVO,505223,47.89,41.49,13.36,dePorValor
507094,EMS ,FAXXA 20MG 28CPR,COAGULAÇÃO,507094,176.18,158.56,10.00,dePorValor
419285,NEO QUIMICA,Fluxon 75Mg 30Comprimidos,ANTIVERTIGINOSO,419285,19.81,14.80,25.29,dePorValor
422279,MERCK,Janumet XR 100/1000Mg 30Comprimidos,CONTROLES E ANTIGLICÊMICOS,422279,336.44,248.60,26.11,dePorValor
512771,BIOTONICO FONTOURA,Biotonico Fontoura Multivitamínico Zero Acuçar Morango 60Comprimidos Mastigáveis,ESTIMULADOR DE APETITE,512771,31.90,31.90,,
464220,HYPERA,Emprol XR 100Mg 30Comprimidos,ANTIHIPERTENSIVO,464220,103.37,93.03,10.00,dePorValor
435840,SERVIER,"Acertanlo 3,5Mg+2,5Mg 30 Comprimidos",ANTIHIPERTENSIVO,435840,62.46,46.26,25.94,dePorValor
435461,EMS ,"Bisoprolol 1,25Mg 30Comprimidos",ANTIHIPERTENSIVO,435461,73.93,23.91,67.66,dePorValor
407101,ACHE,Adipept 20Mg 28 Capsulas,ÚLCERA E GASTRITE,407101,55.20,49.65,10.05,dePorValor
422817,CIMED,Anlodipino 10mg 30 Comprimidos,ANTIHIPERTENSIVO,422817,34.06,14.31,57.99,dePorValor
507525,MEDLEY,Losartana Potassica+Hidroclorotiazida 100/25Mg 60Comprimidos,ANTIHIPERTENSIVO,507525,194.61,126.50,35.00,dePorValor
419749,TAKEDA,"Nesina Met 12,5/850Mg 60Comprimidos",CONTROLES E ANTIGLICÊMICOS,419749,173.83,136.94,21.22,dePorValor
416370,JANSSEN,Invokana 300Mg 30Comprimidos,CONTROLES E ANTIGLICÊMICOS,416370,284.69,249.87,12.23,dePorValor
510293,ACHE,"Volare 40Mg Solução Injetável 10 Seringas 0,4ML Cada",COAGULAÇÃO,510293,805.42,805.42,,
434219,ACHE,Tanisea 20Mg 45Ml,VERMES E PARASITAS,434219,40.81,35.91,12.01,dePorValor
447914,NOVA QUIMICA,Carvedilol 25Mg 30Comprimidos,ANTIHIPERTENSIVO,447914,99.88,74.92,24.99,dePorValor
413879,TAKEDA,"Nesina 12,5Mg 30Comprimidos",CONTROLES E ANTIGLICÊMICOS,413879,153.93,142.14,7.66,dePorValor
434220,ACHE,Tanisea 500Mg 6Comprimidos,VERMES E PARASITAS,434220,101.96,86.68,14.99,dePorValor
505224,,"Olsar H 20/12,5Mg 30 Comprimidos",ANTIHIPERTENSIVO,505224,67.41,61.67,8.52,dePorValor
509110,ENSURE,Ensure Advance cereal 850g,ARTRITE E ARTROSE,509110,144.99,144.99,,
430760,,Atenolol 100mg 30 Comprimidos,ANTIHIPERTENSIVO,430760,38.13,24.78,35.01,dePorValor
411678,SANDOZ,"Losartana Potassica+Hidroclorotiazida 50/12,5Mg 30Comprimidos",ANTIHIPERTENSIVO,411678,39.16,25.45,35.01,dePorValor
512267,EMS ,Cilostazol 50MG 60Comprimidos,CARDIOVASCULARES,512267,26.35,26.35,,
439288,HYPERA,Velunid 450/50Mg 60Comprimidos,VARIZES,439288,138.25,111.94,19.03,dePorValor
419529,,Perivasc 450/50Mg 60Comprimidos,VARIZES,419529,136.43,108.26,20.65,dePorValor
417646,MERCK,Janumet XR 50/500Mg 60Comprimidos,CONTROLES E ANTIGLICÊMICOS,417646,318.60,238.95,25.00,dePorValor
427740,,Cloridrato de Propafenona 300Mg 60Comprimidos,CORAÇÃO,427740,170.26,110.67,35.00,dePorValor
416283,ASTRAZENECA,Xigduo XR 5/1000 60Comprimidos,CONTROLES E ANTIGLICÊMICOS,416283,249.42,201.51,19.21,dePorValor
419297,NEO QUIMICA,Fluxon 25Mg 30Comprimidos,ANTIVERTIGINOSO,419297,13.23,11.64,12.02,dePorValor
409583,EMS ,Esomeprazol Magnesico Tri-Hidratado 40MG 28Comprimidos,ÚLCERA E GASTRITE,409583,288.07,107.39,62.72,dePorValor
432691,SERVIER,Acertil 5MG 30Comprimidos,ANTIHIPERTENSIVO,432691,74.11,58.54,21.01,dePorValor
500170,ACHE,Diosmin Creme 200g,VARIZES,500170,89.90,78.49,12.69,dePorValor
458234,BIOLAB,Nebilet 5Mg 90Comprimidos,ANTIHIPERTENSIVO,458234,313.94,239.54,23.70,dePorValor
416674,MEDLEY,"Toujeo 300U/Ml 1,5Ml",CONTROLES E ANTIGLICÊMICOS,416674,280.82,199.94,28.80,dePorValor
510279,MEDLEY,"Apixabana 2,5MG 60Comprimidos Revestido",TROMBOSE,510279,236.12,236.12,,
507573,EMS ,Glimepirida 2Mg 30Comprimidos,CONTROLES E ANTIGLICÊMICOS,507573,23.38,15.19,35.03,dePorValor
420078,MERCK,Concor 10Mg 30Comprimidos,ANTIHIPERTENSIVO,420078,112.19,86.30,23.08,dePorValor
507574,EMS ,Glimepirida 4Mg 30Comprimidos,CONTROLES E ANTIGLICÊMICOS,507574,41.63,27.05,35.02,dePorValor
505234,,"Benicar TRIPLO 20/12,5/5Mg 30Comprimidos",ANTIHIPERTENSIVO,505234,148.07,122.19,17.48,dePorValor
447352,NEO QUIMICA,Succinato de Metoprolol 50Mg 30Comprimidos,ANTIHIPERTENSIVO,447352,46.93,25.52,45.62,dePorValor
512262,EMS ,Cilostazol 100MG 60Comprimidos,CARDIOVASCULARES,512262,52.89,52.89,,
500706,ELI LILLY,Basaglar 100UI/ml Refil 5X3ml,CONTROLES E ANTIGLICÊMICOS,500706,284.09,235.28,17.18,dePorValor
507565,SANDOZ,Bissulfato de Clopidogrel 75Mg 14Comprimidos,TROMBOSE,507565,47.27,15.13,67.99,dePorValor
502233,BIOLAB,Bhena 10MG 30 Comprimidos,ANTIHIPERTENSIVO,502233,74.43,74.43,,
506945,BIOLAB,Nebic 5Mg 30Comprimidos,ANTIHIPERTENSIVO,506945,85.87,77.28,10.00,dePorValor
437136,,Artico 90Capsulas,ARTRITE E ARTROSE,437136,284.92,227.94,20.00,dePorValor
456656,SANDOZ,Amlovasc 5Mg 30Comprimidos,ANTIHIPERTENSIVO,456656,19.89,12.93,34.99,dePorValor
448495,LIBBS,Stanglit 15Mg 60Comprimidos,CONTROLES E ANTIGLICÊMICOS,448495,139.24,102.58,26.33,dePorValor
509023,EMS ,Acog 15MG 30Comprimidos,COAGULAÇÃO,509023,113.08,101.77,10.00,dePorValor
465290,,Lansoprazol 30Mg 14Capsulas,ÚLCERA E GASTRITE,465290,59.42,41.59,30.01,dePorValor
504011,BRACEPHARMA,Olmy Anlo 20MG 60 Comprimidos,ANTIHIPERTENSIVO,504011,94.45,67.73,28.29,dePorValor
509161,UQF BONIFICAÇÕES,Omeprazol 20MG 56 Capsulas,ÚLCERA E GASTRITE,509161,39.95,22.88,42.73,dePorValor
502643,LIBBS,Cebralat 100Mg 120Comprimidos,CARDIOVASCULARES,502643,126.87,107.83,15.01,dePorValor
382735,,Versa 60Mg Injetável 2 Seringas,COAGULAÇÃO,382735,238.19,195.32,18.00,dePorValor
507096,EMS ,FAXXA 10MG 30CPR,COAGULAÇÃO,507096,179.47,161.52,10.00,dePorValor
9172,BOEHRINGER,Cardizem 60Mg 50 Comprimidos,CORAÇÃO,9172,74.38,65.45,12.01,dePorValor
507548,MEDLEY,Rivaroxabana 10MG 10 Comprimidos,COAGULAÇÃO,507548,74.09,37.05,49.99,dePorValor
502548,EMS ,Iccor 1.25Mg 30Comprimidos,ANTIHIPERTENSIVO,502548,54.59,40.94,25.00,dePorValor
504927,ROCHE,Accu-Fine Agulha Para Caneta 4MM Com 100 Unidades,CONTROLES E ANTIGLICÊMICOS,504927,83.90,83.90,,
505853,EMS ,VYNAXA 20MG 42Comprimidos,COAGULAÇÃO,505853,64.44,50.94,20.95,dePorValor
507262,APSEN,Xafac 10 MG 30Comprimidos,COAGULAÇÃO,507262,195.15,175.64,10.00,dePorValor
509283,HYPERA,Vabam 20MG 15 Comprimidos,COAGULAÇÃO,509283,90.73,72.62,19.96,dePorValor
510011,,Repatha 140MGML Caneta Injetável 1ML 1Unidade,CONTROLES E ANTIGLICÊMICOS,510011,1522.30,1522.30,,
505852,EMS ,VYNAXA 20MG 28Comprimidos,COAGULAÇÃO,505852,47.72,47.72,,
506837,EMS ,RIVAR 10MG 30Comprimidos,COAGULAÇÃO,506837,135.77,135.77,,
503784,BRACEPHARMA,"Atelop 2,5MG 60 Comprimidos",ANTIHIPERTENSIVO,503784,88.79,76.49,13.85,dePorValor
510285,BIOLAB,Dacxi 15MG 28 Comprimidos,COAGULAÇÃO,510285,39.04,39.04,,
503540,SERVIER,"Triplixam 10MG+2,5MG+5MG 30 Comprimidos",ANTIHIPERTENSIVO,503540,123.58,96.75,21.71,dePorValor
506134,LIBBS,Ancoron 100MG 60 Comprimidos,CORAÇÃO,506134,38.11,34.07,10.60,dePorValor
508303,HYPERA,Vabam 10MG 30 Comprimidos,COAGULAÇÃO,508303,194.47,155.65,19.96,dePorValor
50202,GROSS,Hidrion 20Comprimidos,DIURÉTICOS,50202,27.30,24.31,10.95,dePorValor
510307,ACHE,Volare 100MG Solução Injetável 2 Seringas 1ML Cada,COAGULAÇÃO,510307,420.35,420.35,,
509599,APSEN,"Xafac 2,5 MG 60Comprimidos",COAGULAÇÃO,509599,135.18,110.83,18.01,dePorValor
510374,ACHE,Bravan Duo 320MG+10MG 30Comprimidos,ANTIHIPERTENSIVO,510374,104.29,91.99,11.79,dePorValor
510168,HYPERA,"Picbam 2,5MG 20Comprimidos",TROMBOSE,510168,100.13,100.13,,
503289,NEO QUIMICA,Furosemida 40MG 20Comprimidos,ANTIHIPERTENSIVO,503289,10.45,5.91,43.44,dePorValor
510278,MEDLEY,Apixabana 5MG 60Comprimidos Revestido,TROMBOSE,510278,236.12,158.98,32.67,dePorValor
507523,SANDOZ,Atenolol+Clortalidona 100mg/25mg 30 Comprimidos,ANTIHIPERTENSIVO,507523,59.51,38.68,35.00,dePorValor
510291,BIOLAB,"Cor Select 2,5Mg 60Comprimidos",ANTIHIPERTENSIVO,510291,89.73,84.59,5.73,dePorValor
443218,,Esio 20Mg 28Comprimidos,ÚLCERA E GASTRITE,443218,88.73,71.20,19.76,dePorValor
508983,BRASTERAPICA,Petivit BC Xarope com 240ml,ESTIMULADOR DE APETITE,508983,22.97,22.97,,
508135,GREEN PHARMA,Benzol 400Mg Suspesão 10ML,VERMES E PARASITAS,508135,22.05,18.52,16.01,dePorValor
511795,ENSURE,Ensure Advance Ceral 400G,ARTRITE E ARTROSE,511795,101.99,101.99,,
506838,EMS ,RIVAR 15MG 30Comprimidos,COAGULAÇÃO,506838,135.77,122.19,10.00,dePorValor
510326,ACHE,Soanza XR 35MG 30 Comprimidos,ANTIHIPERTENSIVO,510326,52.70,52.70,,
507559,,Risperidona 1MG 30 Comprimidos,DEPRESSÃO,507559,67.38,67.38,,
203840,LIBBS,Cebralat 50Mg 30Comprimidos,CARDIOVASCULARES,203840,36.18,28.94,20.01,dePorValor
510370,ACHE,Bravan Duo 8G+5MG 30Comprimidos,ANTIHIPERTENSIVO,510370,63.51,63.51,,
187836,LIBBS,Naprix D 5/25Mg 30Comprimidos,ANTIHIPERTENSIVO,187836,72.26,57.52,20.40,dePorValor
187186,NIKKHO,Gaballon 20Comprimidos,NOOTRÓPICOS,187186,46.20,40.65,12.01,dePorValor
186759,EMS ,Lansoprazol 30mg 14 Capsulas,ÚLCERA E GASTRITE,186759,75.87,56.91,24.99,dePorValor
511800,ENSURE,Ensure Advance Morango Com Banana 850G,ARTRITE E ARTROSE,511800,144.99,144.99,,
512107,CIMED,Magnazia Abacaxi 30Comprimidos Mastigáveis,ÚLCERA E GASTRITE,512107,21.20,21.20,,
155535,TAKEDA,Proctyl 15 Supositorios,HEMORRÓIDAS,155535,84.30,70.17,16.76,dePorValor
510363,ACHE,Klev 15MG 28Comprimidos,COAGULAÇÃO,510363,142.78,142.78,,
507095,EMS ,FAXXA 15MG 28CPR,COAGULAÇÃO,507095,176.18,158.56,10.00,dePorValor
508613,BIOLAB,Cloridrato de Ondansetrona 4Mg 10 Comprimidos,ÚLCERA E GASTRITE,508613,27.14,27.14,,
254282,,"Benicar HCT 20/12,5Mg 30Comprimidos",ANTIHIPERTENSIVO,254282,86.79,64.19,26.04,dePorValor
349241,TEUTO,Meleato De Enalapril 10MG 30 Comprimidos,ANTIHIPERTENSIVO,349241,12.12,8.24,32.01,dePorValor
5673,ACHE,Nootron 60Comprimidos,NOOTRÓPICOS,5673,50.32,44.28,12.00,dePorValor
391465,SERVIER,Daflon 1000Mg 30Comprimidos,VARIZES,391465,175.86,147.79,15.96,dePorValor
412357,NEO QUIMICA,Valsartana 80MG 30Comprimidos,ANTIHIPERTENSIVO,412357,70.48,45.82,34.99,dePorValor
512261,EMS ,Cilostazol 50MG 30Comprimidos,CARDIOVASCULARES,512261,17.54,17.54,,
421772,MEDLEY,Zarmine 50Mg 30Comprimidos,CORAÇÃO,421772,63.11,53.64,15.01,dePorValor
512238,SANDOZ,Inspra 25 mg 30 Comprimidos revestidos,ANTIHIPERTENSIVO,512238,65.83,59.25,10.00,dePorValor
142379,BALDACCI,Sinvascor 10Mg 30Comprimidos,COLESTEROL E TRIGLICÉRIDES,142379,17.96,14.73,17.98,dePorValor
363423,GERMED,Cetotifeno 1mg/5ml Xarope 120ml,ALERGIAS E GRIPE,363423,52.39,39.29,25.00,dePorValor
267325,EMS ,Cetorolaco Trometamina Solucao 5ml Oftamologica,OLHOS E OUVIDOS,267325,50.36,37.76,25.02,dePorValor
262145,SUPERA,Zetia  10Mg 30Comprimidos,COLESTEROL E TRIGLICÉRIDES,262145,115.60,108.72,5.95,dePorValor
394516,UQF BONIFICAÇÕES,"Fenaren 11,6MG/G Gel 60G",DORES E CONTUSÕES,394516,23.06,20.75,10.02,dePorValor
438720,EMS ,Ezetimiba 10mg 60 Comprimidos,COLESTEROL E TRIGLICÉRIDES,438720,139.99,63.16,54.88,dePorValor
302929,BIOSINTETICA,Cetotifeno Gotas 30ml,ALERGIAS E GRIPE,302929,62.86,47.15,24.99,dePorValor
504224,LIBBS,Plenance Eze 5mg+10mg 30 Comprimidos Libbs,MEDICAMENTOS,504224,74.89,66.66,10.99,dePorValor
387621,GERMED,Orlastite 120MG 42 Capsulas,MEDICAMENTOS,387621,186.52,130.56,30.00,dePorValor
428200,BIOLAB,Reaox Lite 30 Capsulas,MEDICAMENTOS,428200,121.14,112.66,7.00,dePorValor
351849,,Primera 20Mcg 63Comprimidos,ANTICONCEPCIONAIS,351849,87.22,69.12,20.75,dePorValor
304905,MERCK,Diclin 63Comprimidos,ANTICONCEPCIONAIS,304905,56.53,46.34,18.03,dePorValor
464096,MERCK,Citoneurin 5000Mcg 90Comprimidos,ANTIINFLAMATÓRIOS,464096,251.60,179.49,28.66,dePorValor
312444,EMS ,Furoato de Mometasona Creme 20G,IRRITAÇÕES,312444,36.37,27.28,24.99,dePorValor
501057,,Preni Solucao Oral 120ml,ANTIALÉRGICOS,501057,52.85,44.92,15.00,dePorValor
464072,BAYER,Flanax 550MG 2Comprimidos,ANTIINFLAMATÓRIOS,464072,7.00,6.23,11.00,dePorValor
168424,GSK,Flixonase Nasal 120 Doses,RINITE,168424,114.65,87.11,24.02,dePorValor
353831,ASTRAZENECA,Daxas 500Mcg 30Comprimidos,ASMA,353831,305.79,232.00,24.13,dePorValor
232181,EMS ,Micropil 30 21Comprimidos,ANTICONCEPCIONAIS,232181,29.00,23.88,17.66,dePorValor
336084,LIBBS,Diminut 63Drageas,ANTICONCEPCIONAIS,336084,120.76,88.67,26.57,dePorValor
320609,MOMENTA,Daiva Injetável 1 Ampola 1ml,ANTICONCEPCIONAIS,320609,18.88,15.67,17.00,dePorValor
146269,CHIESI,Clenil Hfa 250Mcg Spray 200 Doses,ASMA,146269,80.69,69.27,14.15,dePorValor
267228,,Hirudoid 300Mg Pomada 40G,CONTUSÃO,267228,37.14,34.93,5.95,dePorValor
119040,ACHE,Talerc 10Mg 10Comprimidos,ANTIALÉRGICOS,119040,41.18,36.24,12.00,dePorValor
330350,BIOLAB,Level 63Comprimidos,ANTICONCEPCIONAIS,330350,83.60,68.46,18.11,dePorValor
319422,DIFFERIN,"Differin 0,3% Gel 30G",IRRITAÇÕES,319422,122.57,98.75,19.43,dePorValor
297518,BIOLAB,Drenison Loção 30Ml,IRRITAÇÕES,297518,51.41,45.25,11.98,dePorValor
27154,ASPEN PHARMA,Indocid 25Mg 30Capsulas,ANTIINFLAMATÓRIOS,27154,35.79,28.63,20.01,dePorValor
509025,BIOLAB,Ad Muc Kids Gel 10G,IRRITAÇÕES,509025,72.70,69.07,4.99,dePorValor
177075,FARMOQUIMICA,Ginesse 21Comprimidos,ANTICONCEPCIONAIS,177075,38.87,31.11,19.96,dePorValor
134562,EMS ,Emistin 20Drageas,ANTIALÉRGICOS,134562,51.93,48.81,6.01,dePorValor
187321,MEDLEY,Propionato de Clobetasol Pomada 30G,IRRITAÇÕES,187321,23.46,22.99,2.00,dePorValor
194212,CANONNE,Valda Classic Tablete Unitario,IRRITAÇÕES,194212,1.99,1.99,,
466908,,Nimesulida 100Mg 10Comprimidos,ANTIINFLAMATÓRIOS,466908,17.38,13.04,24.97,dePorValor
20680,ASPEN PHARMA,Calman 20Drageas,CALMANTES E TRANQUILIZANTES,20680,46.76,46.76,,
410963,ACHE,Montelair 4Mg 30Comprimidos Mastigavel,ANTIALÉRGICOS,410963,71.57,57.34,19.88,dePorValor
501536,,Preni Solucao Gotas 20ml,ANTIALÉRGICOS,501536,38.64,32.84,15.01,dePorValor
511060,,Moliéri 30 Sem Parar 28Comprimidos,ANTICONCEPCIONAIS,511060,68.13,60.29,11.51,dePorValor
340344,NEO QUIMICA,Naproxeno Sodico 550Mg 20Comprimidos,ANTIINFLAMATÓRIOS,340344,57.43,35.68,37.87,dePorValor
504600,,Betatrinta Injetável Ampola 1Ml + Seringa 6 amp,ANTIALÉRGICOS,504600,148.28,130.50,11.99,dePorValor
319864,HEBRON,Bromelin Propolis Spray 50Ml,IRRITAÇÕES,319864,62.99,62.99,,
203327,EMS ,Contracept 1 Ampola 1Ml Injetável,ANTICONCEPCIONAIS,203327,31.71,28.47,10.22,dePorValor
507505,SANDOZ,Alopurinol 300Mg 60Comprimidos,GOTA,507505,38.83,27.18,30.00,dePorValor
330043,FARMOQUIMICA,Kelo-Cote Spray 100Ml,CICATRIZANTES,330043,283.05,254.75,10.00,dePorValor
322199,,Cetoconazol+Betametasona Pomada 30G,IRRITAÇÕES,322199,25.01,17.06,31.79,dePorValor
346067,CHRISPIM,Enxak 12Comprimidos,ENXAQUECA,346067,21.24,18.42,13.28,dePorValor
434501,FARMOQUIMICA,Fledoid 500 Gel 40G,CONTUSÃO,434501,36.01,32.41,10.00,dePorValor
345511,BIOLAB,Xefo 8Mg 30Comprimidos,ANTIINFLAMATÓRIOS,345511,49.47,42.05,15.00,dePorValor
364690,GERMED,Dexclorfeniramina Creme 30g,ANTIALÉRGICOS,364690,14.17,10.62,25.05,dePorValor
351593,NOVARTIS,"Lactrum 3,75Mg 1 Frasco",PRÓSTATA,351593,983.86,940.28,4.43,dePorValor
408330,EMS ,Balsamo Bengue Pomada 60G,CONTUSÃO,408330,62.13,52.81,15.00,dePorValor
465362,,Prednisolona 20Mg 10Comprimidos,ANTIINFLAMATÓRIOS,465362,20.13,15.10,24.99,dePorValor
312215,MEDLEY,Furoato de Mometasona Pomada 20G,IRRITAÇÕES,312215,40.35,22.73,43.67,dePorValor
281310,EMS ,Allexofedrin D 60/120Mg 10Comprimidos,ANTIALÉRGICOS,281310,59.57,50.25,15.65,dePorValor
383658,EMS ,Penvir 500MG 21Comprimidos,FERIDAS,383658,646.98,457.80,29.24,dePorValor
372385,BIOLAB,Depomes Injetável 1Ml,ANTICONCEPCIONAIS,372385,38.48,33.86,12.01,dePorValor
394406,,"Stub 0,4Mg 30Capsulas",PRÓSTATA,394406,134.26,108.80,18.96,dePorValor
11266,MEDLEY,Profenid 20Mg/Ml Gotas 20Ml,ANTIINFLAMATÓRIOS,11266,41.47,34.20,17.53,dePorValor
452682,ACHE,Montelair 5Mg 60Comprimidos Mastigavel,ANTIALÉRGICOS,452682,114.71,96.36,16.00,dePorValor
364114,GERMED,Desloratadina Xarope 60ml,ANTIALÉRGICOS,364114,38.43,28.82,25.01,dePorValor
99759,MEDLEY,Colcort 30MG 10 Comprimidos,ANTIINFLAMATÓRIOS,99759,224.49,179.59,20.00,dePorValor
16624,MEDLEY,Esperson N Pomada 20G,IRRITAÇÕES,16624,50.92,43.28,15.00,dePorValor
113905,MEDLEY,Bi Profenid 150Mg 10Comprimidos,ANTIINFLAMATÓRIOS,113905,77.65,69.99,9.86,dePorValor
136875,,Ebastel 10Mg 10Comprimidos,ANTIALÉRGICOS,136875,70.39,64.87,7.84,dePorValor
384496,LEGRAND,Dicloair Aerossol 60g,ANTIINFLAMATÓRIOS,384496,27.43,17.07,37.77,dePorValor
220353,,Percof 120Ml Xarope,TOSSE,220353,43.86,39.47,10.01,dePorValor
17523,MEDLEY,Desonol Creme 30G,ANTIALÉRGICOS,17523,40.94,35.62,12.99,dePorValor
503793,GERMED,Nidue 12 Comprimidos,ANTIINFLAMATÓRIOS,503793,68.25,58.01,15.00,dePorValor
173029,ACHE,Andantol Gel 40G,IRRITAÇÕES,173029,23.34,22.64,3.00,dePorValor
20494,BIOLAB,Drenison Oclusivo 200Cm,IRRITAÇÕES,20494,134.15,114.03,15.00,dePorValor
396950,MEDLEY,Araceli 75Mcg 28Comprimidos,ANTICONCEPCIONAIS,396950,42.72,34.60,19.01,dePorValor
122750,,Proflam Creme 30G,CONTUSÃO,122750,47.74,44.88,5.99,dePorValor
205010,SOLVAY,Revectina 6mg 4Comprimidos,ANTIPARASITÁRIO,205010,57.01,50.17,12.00,dePorValor
503281,ACHE,"Biofenac 11,6MG Gel 30G",CONTUSÃO,503281,15.08,13.27,12.00,dePorValor
421821,UNIAO QUIMICA,Baclofeno 10Mg 20Comprimidos,ANTIINFLAMATÓRIOS,421821,25.22,17.30,31.40,dePorValor
336830,ACHE,Prelone 5Mg 10Comprimidos,ANTIINFLAMATÓRIOS,336830,9.93,8.93,10.07,dePorValor
377857,ACHE,Sintocalmy 600Mg 30Comprimidos,CALMANTES E TRANQUILIZANTES,377857,79.81,77.42,2.99,dePorValor
459952,,Sulfato de Neomicina Creme 20G,CICATRIZANTES,459952,16.30,15.16,6.99,dePorValor
299014,HERBARIUM,Guaco Edulito 120Ml,BRONQUITE,299014,48.88,39.59,19.01,dePorValor
178802,SCHERING-PLOUGH,Cerazette 28Comprimidos,ANTICONCEPCIONAIS,178802,53.93,41.79,22.51,dePorValor
143375,BAYER,Advantan Solução Capilar 20Ml,IRRITAÇÕES,143375,111.45,104.76,6.00,dePorValor
185442,NOVARTIS,Flotac 70Mg 14Comprimidos,ANTIINFLAMATÓRIOS,185442,54.98,50.58,8.00,dePorValor
119458,VICK,Vick Pastilha X5 Sabor Laranja,IRRITAÇÕES,119458,2.99,2.99,,
22101,MUNDIPHARMA,"Timoptol 0,5% Colírio 5Ml",GLAUCOMA,22101,22.15,19.83,10.47,dePorValor
412699,TAKEDA,Alektos 20Mg 15Comprimidos,ANTIALÉRGICOS,412699,67.47,63.42,6.00,dePorValor
375827,GERMED,Desloratadina 5mg 30 Comprimidos,ANTIALÉRGICOS,375827,73.25,54.94,25.00,dePorValor
164542,HYPERA,Fluir 30Capsulas Refil,ASMA,164542,71.49,61.39,14.13,dePorValor
19313,ACHE,Flogoral Pastilha X 12 Limão,IRRITAÇÕES,19313,17.37,16.33,5.99,dePorValor
