Produto ID,Nome,Marca,SKU,EAN,Preço sem Desconto,Preço com Desconto,Descrição
sp-55957,Profuse Ensolei Ultra Seco Fps30 50g,Profuse,55957,7896658035586,73.99,73.99,Profuse Ensolei Ultra Seco Fps30 50g
sp-105405,"Óleo Sallve Antissinais Com Retinol 0,3% + Fitoceramidas 30ml",Outras Marcas,75919,7908335401833,99.9,99.9,"<h3>APRESENTAÇÃO:</h3><p>O revolucionário Óleo Sallve Antissinais com Retinol 0,3% + Fitoceramidas 30ml foi projetado para uso noturno. Este óleo facial é o tratamento definitivo para rugas e linhas de expressão. Com retinol na máxima concentração permitida, ele renova as células e estimula o colágeno para um rejuvenescimento efetivo da pele. Além disso, com fitoceramidas e uma combinação de óleos vegetais, o produto oferece hidratação duradoura e restaura a barreira cutânea.</p><h3>COMPOSIÇÃO:</h3><p>Óleo da semente de algodão, Farneseno hidrogenado, Octildodecanol, Óleo da semente de Girassol, Óleo de abacate, Óleo da semente de Macadâmia, Coco-glicerídeos hidrogenados, Retinol, Polisorbato-20, Extrato da semente de girassol, Caprilil glico, Perfume, Tetra-di-t-butil Hidroxiidrocinamato de Pentaeritritila, Óleo da semente de Rosa mosqueta, Tocoferol, Extrato da folha de alecrim, Acetato de tocoferila. </p><h3>BENEFÍCIOS:</h3><ul><li>Suaviza rugas imediatamente.</li><li>Reduz linhas de expressão visivelmente.</li><li>Estimula a produção de colágeno.</li><li>Melhora a elasticidade da pele.</li><li>Uniformiza o tom da pele.</li><li>Oferece hidratação profunda.</li><li>Renova as células da pele.</li><li>Restaura a barreira cutânea.</li></ul><h3>PARA QUE SERVE?</h3><p>O Óleo Sallve Antissinais foi desenvolvido com uma tecnologia de ponta que integra Retinol a 0,3% e fitoceramidas para uma ação potente contra o envelhecimento da pele. Este blend tecnológico promove uma pele visivelmente mais jovem, ao suavizar rugas e aumentar a elasticidade e firmeza da pele. pele.</p><h3>COMO DEVO USAR?</h3><ul><li>Desrosqueie a tampa.</li><li>Deposite de 3 a 5 gotas na palma da mão.</li><li>Espalhe no rosto limpo e seco.</li><li>Massageie com movimentos circulares.</li><li>Aplicar no pescoço e colo.</li><li>Finalize como último passo da sua rotina noturna.</li><li>No dia seguinte, aplique protetor solar.</li></ul><h3>ADVERTÊNCIAS:</h3><ul><li>Evite uso em pele sensível.</li><li>Não recomendado para gestantes.</li><li>Use protetor solar durante o dia.</li><li>Aplique em dias alternados nas primeiras semanas.</li></ul><p><br></p>"
sp-96830,Espuma De Limpeza Glycare Control Mantecorp 150ml,Mantecorp,74497,7891142982278,72.99,72.99,"<h3>APRESENTAÇÃO</h3>

<p><strong><a href=""/mantecorp?_q=MANTECORPmap=ft"" target=""_blank"">Glycare </a>Control Espuma de Limpeza</strong> promove uma limpeza suave e eficaz com ação antipoluição para as peles oleosas, acneicas e sensíveis, removendo os resíduos e impurezas da pele e reduzindo de forma duradoura o brilho e oleosidade da pele sem agredir ou ressecá-la.</p>

<p>Sua formulação com ácido glicólico associado à gluconolactona, PCA de zinco, aloe vera, acnilys e extrato de hamamelis em base syndet que estimulam a <strong>renovação celular</strong>, <strong>equilibram </strong>o <strong>microbioma</strong> e <strong>reduzem acne</strong> e <strong>cravos</strong>.</p>

<h3>BENEFÍCIOS</h3>

<ul>
	<li>Reduz a oleosidade e controla por 12h.</li>
	<li>Purifica e acalma a pele.</li>
	<li>Reduz acne, brilho e poros dilatados.</li>
	<li>Melhora a textura da pele.</li>
	<li>Aumenta em 25% a hidratação por até 8h.</li>
	<li>Promove ação antioxidante/antipoluição.</li>
	<li>Dermatologicamente e oftalmologicamente testado.</li>
</ul>

<h3>PARA QUE SERVE</h3>

<p>Glycare Control Espuma de Limpeza é ideal para a pele oleosa e acneica, mantendo o pH fisiológico e hidratação natural da pele, deixando-a saudável, macia e equilibrada, proporcionando sensação de pele limpa e toque aveludado.</p>

<h3>COMO DEVO USAR</h3>

<ul>
	<li>Aplique sobre a pele úmida do rosto massageando suavemente.</li>
	<li>Enxaguar em seguida. Utilizar 2 vezes ao dia ou conforme orientação médica.</li>
</ul>"
sp-105602,Sallve Esfoliante Enzimático Facial 70g,Outras Marcas,75726,7908335402793,69.9,69.9,"<h3>APRESENTAÇÃO:</h3><p><span style=""color: rgba(0, 0, 0, 0.85);"">O Sallve Esfoliante Enzimático Facial 70g é um produto desenvolvido para remover as células mortas da pele sem agredir a pele. Ele é formulado com enzimas de romã e AHA de frutas, que ajudam a uniformizar a textura e o relevo da pele, deixando-a mais lisa e macia. É hipoalergênico, testado dermatologicamente e vegano. Ele é indicado para todos os tipos de pele, inclusive as mais sensíveis.</span></p><p><span style=""color: rgba(0, 0, 0, 0.85);"">EMBALAGEM CONTÉM: SALLVE ESFOLIANTE ENZIMÁTICO FACIAL 70G.</span></p><h3>BENEFÍCIOS:</h3><ul><li><span style=""color: rgba(0, 0, 0, 0.85);"">Não deixa a região esbranquiçada ou pegajosa.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Testado dermatologicamente.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Facilita o deslize dos seus movimentos.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Hipoalergênico.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Sem crueldade e sem ingredientes de origem animal (vegano).</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Não possui fragrância.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Possui embalagem 100% reciclável.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">É seguro para todos os tipos de pele, inclusive as mais sensíveis.</span></li></ul><h3>PARA QUE SERVE?</h3><p><span style=""color: rgba(0, 0, 0, 0.85);"">As enzimas de romã e AHA de frutas atuam de forma suave, dissolvendo as células mortas sem danificar a pele. Ajuda a hidratar a pele, deixando-a mais macia e suave A fórmula do produto é leve e de rápida absorção, não deixando a pele esbranquiçada ou pegajosa. É hipoalergênico, testado dermatologicamente e vegano. Produto eficaz e seguro para remover as células mortas da pele. Ele é uma ótima opção para quem busca uma pele mais lisa, uniforme e macia.</span></p><h3>COMO DEVO USAR?</h3><ol><li><span style=""color: rgba(0, 0, 0, 0.85);"">Limpe o rosto com seu produto de limpeza facial.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Seque a pele para melhor efeito.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Coloque uma pequena quantidade do esfoliante enzimático nas mãos e massageie com delicadeza, em movimentos circulares e evitando a área dos olhos.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Enxágue com água em abundância, removendo todo o produto, e sinta na pele uma limpeza profunda com toque macio.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Use no máximo 2 vezes por semana, em dias alternados.</span></li></ol><h3>ADVERTÊNCIAS:</h3><ul><li><span style=""color: rgba(0, 0, 0, 0.85);"">Evite o contato com os olhos. Se isso acontecer, lave imediatamente com água corrente.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Uso externo.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Não ingerir.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Se você tiver algum tipo de alergia, consulte um médico antes de usar o produto.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Não use o produto se estiver com os cabelos quebrados ou danificados.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Se você tiver qualquer reação alérgica ao produto, suspenda o uso e procure orientação médica.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Conservar em local fresco e arejado.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Mantenha fora do alcance das crianças.</span></li></ul><p><br></p>"
sp-97319,Glycare Control Solução Antioleosidade 100ml,Mantecorp,74498,7891142207289,72.99,72.99,"<h3>APRESENTAÇÃO</h3>

<p><a href=""/mantecorp?_q=MANTECORPmap=ft"" target=""_blank"">Glycare</a><strong> Control Solução Antioleosidade</strong> é uma solução sem enxágue de rápida absorção com eficácia e suavidade para peles oleosas, acneicas e sensíveis que complementa e potencializa a ação de limpeza da pele, removendo o excesso de resíduo, impurezas da poluição, sem causar ressecamento ou repuxamento.</p>

<p>Possui em sua formulação o ácido glicólico associado é gluconolactona, PCA de zinco, aloe vera e ácnilys e extrato de hamamelis que associados, estimulam a renovação celular, equilibram o microbioma e reduzem acne, poros dilatados, brilho e oleosidade excessiva da pele.</p>

<h3>BENEFÍCIOS</h3>

<ul>
	<li>Aumenta a renovação celular.</li>
	<li>Não causa ardência e ressecamento.</li>
	<li>Sensação de frescor, com efeito matte.</li>
	<li>Reduz a oleosidade, brilho e poros dilatados.</li>
	<li>Remove o excesso de resíduos, impurezas e poluição.</li>
	<li>Dermatologicamente e oftalmologicamente testado.</li>
</ul>

<h3>PARA QUE SERVE</h3>

<p>Glycare Control Solução Antioleosidade é ideal para peles oleosas, acneicas e sensíveis. Mantendo o pH fisiológico da pele, fortalecendo e proporcionando uma pele limpa, <strong>macia</strong>, <strong>saudável </strong>e <strong>equilibrada</strong>, com sensação de <strong>frescor </strong>e <strong>feito matte</strong>.  </p>

<h3>COMO DEVO USAR</h3>

<ul>
	<li>Com o auxílio de um algodão, aplicar suavemente sobre todo o rosto, não enxaguar.</li>
	<li>Utilizar 2 vezes ao dia, de manhã e a noite ou conforme orientação médica.</li>
</ul>"
sp-98885,Água Micelar Bioderma Sensibio H2o Kit Com 2 Unidades De 500ml Cada,Bioderma,75544,0619205253724,194.9,194.9,"<h3>APRESENTAÇÃO</h3>

<p>A Água Micelar Bioderma Sensibio H2O é um produto de cuidados com a pele projetado para oferecer uma <strong>limpeza suave</strong>, eficaz e respeitosa à pele, especialmente para<strong> peles sensíveis</strong>. A função principal desse produto é remover impurezas, maquiagem e resíduos acumulados na pele, deixando-a limpa, fresca e hidratada. A água micelar possui micelas, moléculas inteligentes que atuam como ímãs, capturando as impurezas e removendo-as da pele. Ela<strong> limpa profundamente</strong> sem agredir, evitando a necessidade de esfregar a pele, o que é especialmente importante para peles sensíveis.</p>

<h3>EMBALAGEM CONTÉM</h3>

<p>ÁGUA MICELAR BIODERMA SENSIBIO H2O KIT COM 2 UNIDADES DE 500ML CADA.</p>

<h3>PARA QUE SERVE</h3>

<p>A fórmula da água micelar é capaz de remover facilmente a maquiagem do rosto, incluindo maquiagem à prova dágua, deixando a pele limpa e fresca. Além de limpar, a água micelar também mantém a hidratação natural da pele, evitando o ressecamento e proporcionando uma sensação de conforto após o uso. A fórmula da Sensibio H2O é especialmente desenvolvida para respeitar a sensibilidade da pele, não contendo álcool, parabenos ou fragrâncias, o que reduz o risco de irritações ou reações alérgicas.Passou por rigorosos testes dermatológicos, garantindo sua compatibilidade e segurança para uso diário, mesmo nas peles mais delicadas. O kit contém duas unidades do produto, proporcionando um tratamento completo e duradouro para a limpeza e cuidados da pele.</p>

<h3>BENEFÍCIOS</h3>

<ul>
	<li>Limpeza Profunda e Eficiente;</li>
	<li>Remoção de Maquiagem;</li>
	<li>Hidratação e Conforto;</li>
	<li>Respeita a Sensibilidade da Pele;</li>
	<li>Alta Tolerância Cutânea: O produto passa por rigorosos testes dermatológicos, garantindo sua compatibilidade e segurança para uso diário, mesmo nas peles mais delicadas;</li>
	<li>Pode ser Utilizado em Todas as Ocasiões;</li>
	<li>Remove até maquilhagem à prova de água;</li>
	<li>Eficácia Comprovada: Desenvolvido pela Bioderma, o produto tem sua eficácia comprovada em estudos clínicos.</li>
</ul>

<h3>COMO DEVO USAR</h3>

<ol>
	<li>Agite bem antes de usar: Para ativar as micelas e garantir a eficácia do produto.</li>
	<li>Aplicação: Aplique a Água Micelar Bioderma Sensibio H2O em um algodão.</li>
	<li>Limpeza Suave: Passe suavemente o algodão no rosto e área dos olhos, sem esfregar.</li>
	<li>Sem Enxágue: Não é necessário enxaguar, a fórmula não deixa resíduos.</li>
	<li>Uso Diário: Utilize pela manhã e à noite ou sempre que desejar limpar a pele.</li>
</ol>

<h3>ADVERTÊNCIAS</h3>

<ul>
	<li>Uso Externo;</li>
	<li>Mantenha Fora do Alcance de Crianças;</li>
	<li>Não Diluir o Produto;</li>
	<li>Evite o Contato com Feridas Abertas;</li>
	<li>Não Utilize em Caso de Reação Adversa;</li>
	<li>Consulte um Dermatologista.</li>
</ul>

<p> </p>

<p><body>"
sp-105457,"Hyaluronic Concentrate 30ml+9,90 Leve Foto Protetor Fusion Water Fps60 30 Ml",Isdinceutics,76173,8429420248601,229.75,229.75,"<h3>APRESENTAÇÃO:</h3><p><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">O Hyaluronic Concentrate 30ml é um poderoso aliado para sua rotina de cuidados com a pele. Com tecnologia avançada e fórmula de alta qualidade, este sérum vai revolucionar sua beleza.</span></p><h3>BENEFÍCIOS:</h3><ul><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Hidratação profunda.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Redução das rugas e linhas finas.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Aumento da firmeza da pele.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Textura leve e de rápida absorção.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Ação antioxidante.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Estimula a produção de colágeno.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Melhora a elasticidade da pele.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Minimiza poros dilatados.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Deixa a pele com aspecto mais jovem.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Protege contra os danos causados pelo sol.</span></li></ul><h3>PARA QUE SERVE?</h3><p><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Este produto utiliza a mais recente tecnologia de ácido hialurônico para proporcionar uma hidratação profunda e duradoura à sua pele. Sua fórmula avançada ajuda a restaurar a juventude e a vitalidade da pele, combatendo os sinais de envelhecimento e deixando-a mais saudável e radiante.</span></p><h3>COMO DEVO USAR?</h3><ul><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Lave o rosto com seu sabonete de limpeza habitual.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Aplique algumas gotas do Hyaluronic Concentrate no rosto e pescoço.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Espalhe suavemente em movimentos ascendentes.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Use de manhã e à noite antes de aplicar o protetor solar e/ou maquiagem.</span></li></ul><h3>ADVERTÊNCIAS:</h3><ul><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Evite o contato com os olhos.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Mantenha fora do alcance de crianças.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Em caso de irritação, suspenda o uso.</span></li><li><span style=""color: rgb(55, 65, 81); background-color: rgb(247, 247, 248);"">Armazene em local fresco e seco.</span></li></ul><p><br></p>"
sp-56175,Sérum Anti-Idade Liftactiv Specialist Peptide-Aha 30ml,Vichy,56175,7899706177641,244.99,244.99,Sérum Anti-Idade Liftactiv Specialist Peptide-Aha 30ml
sp-105329,Eucerin Anti-Pigment Sérum Clareador Ultraleve Pele Oleosa 30ml,Eucerin,76015,4005900903273,259.99,259.99,"<h3>APRESENTAÇÃO:</h3><p>O Eucerin Anti-Pigment Sérum Ultraleve é a solução perfeita para peles oleosas. Com sua textura ultraleve de rápida absorção, este sérum revolucionário reduz a hiperpigmentação em apenas 2 semanas e previne seu reaparecimento. Desenvolvido para uso diurno e noturno, ele se adapta a todas as rotinas de cuidado.</p><h3>COMPOSIÇÃO:</h3><p>Aqua, Glycerin, Alcohol Denat, Cetyl Alcohol, Dibutyl Adipate, Caprylic/Capric Triglyceride, Dicaprulyl Carbonate, Propylheptyl Caprylate, Isobutylamido Thiazolyl Resorcinol, Sodium Hyaluronate, Tocopherol, Sopdium Stearoyl Glutamate, Dimethicone, Cabomer, Phenoxyethanol, Ethylhexyglycerin, Trisodium, EDTA, Sodium Hydroxide, Sodium Chioride, Parfum.</p><h3>BENEFÍCIOS:</h3><ul><li>Reduz hiperpigmentação.</li><li>Pele mais uniforme.</li><li>Controle da oleosidade.</li><li>Hidratação intensa.</li><li>Previne o reaparecimento de manchas.</li><li>Absorção rápida.</li><li>Combate a causa raiz da hiperpigmentação.</li><li>Eficácia comprovada.</li><li>Adapta-se a todas as rotinas de cuidado.</li><li>Textura ultraleve.</li></ul><h3>PARA QUE SERVE?</h3><p><span style=""background-color: rgba(247,247,248,var(--tw-bg-opacity)); color: var(--text-primary);"">Este sérum ultraleve combina ingredientes e ativos poderosos para promover uma pele mais uniforme e viçosa. O Thiamidol, ativo de maior eficácia testado em tirosinase humana, age na causa raiz da hiperpigmentação, comprovadamente reduzindo-a e prevenindo seu reaparecimento com o uso regular. O Ácido Hialurônico e a glicerina garantem uma hidratação intensa, mantendo a umidade da pele. Experimente uma pele radiante e uniforme em apenas 2 semanas com o Eucerin Anti-Pigment Sérum Ultraleve.</span></p><h3>COMO DEVO USAR?</h3><ul><li>Lave o rosto com um sabonete suave.</li><li>Aplique o sérum na pele limpa e seca.</li><li>Massageie suavemente até completa absorção.</li><li>Use de manhã e à noite.</li></ul><h3>ADVERTÊNCIAS:</h3><ul><li>Uso externo. </li><li>Evite contato com os olhos. </li><li>Caso aconteça, enxágue com água em abundância. </li><li>Em caso de irritação, suspenda o uso e procure orientação médica. </li><li>Manter em local seco e arejado, ao abrigo de luz e fora do alcance de crianças.</li></ul><p><br></p>"
sp-59198,Bioderma Sensibio H2o Água Micelar 100ml Com 50% Na 2ª Unidade,Bioderma,58822,10602883999541,89.99,89.99,"MODO DE AÇÃO BIOLÓGICO:
Sensibio H2O é a ICÔNICA água micelar dermatológica que limpa e remove a maquiagem de todas as peles, mesmo as mais sensíveis. Sensibio H2O usa micelas, que são moléculas com ésteres de ácidos graxos que capturam as impurezas respeitando o equilíbrio da pele e seus fosfolipídios. Sensibio H2O não contém óleo, álcool ou parabenos e acalma a pele com o extrato de pepino (cucumis sativus). Adapta-se a todos os tipos de pele, mesmo as mais sensíveis. Sem enxágue. Sem perfume. A preferida dos dermatologistas¹.

BENEFÍCIOS:
. Limpa as impurezas da pele e partículas de poluição
. Remove a maquiagem do rosto e olhos 
. Acalma a pele 
. Previne que a pele se torne reativa 
Preserva o equilíbrio natural da pele. Excelente tolerância. 
¹ Dado Prescrição CloseUP 2020. BIODERMA Sensibio H2O número um em prescrição dermatológica."
sp-108612,Solução Oxyresveratrol 30ml,Simple Organic,76324,0788115652887,174.9,174.9,"<h3>APRESENTAÇÃO:</h3><p>A Solução Oxyresveratrol é a resposta para uma pele radiante e uniforme. Com um poderoso ativo clareador, este produto revolucionário traz uma abordagem natural e eficaz para tratar manchas de melasma e hiperpigmentação.</p><h3>COMPOSIÇÃO:</h3><p><span style=""color: rgb(48, 48, 48);"">Água, Pentilenoglicol, Glicerol, Propanodiol, Extrato do Fruto de Actinidia Deliciosa, Oleato de Poliglicerila-10, Laurato de Poliglicerila-6, Perfume*, Goma Xantana, Palmitato de Sorbitana, Hidroxiresveratrol, Goma Biossacarídea-1, Levulinato de Sódio, Limoneno, Caprilato de Glicerila, Anisato de Sódio, Hidroxicitronelal. *Origem natural.</span></p><h3>BENEFÍCIOS:</h3><ul><li>Clareia manchas de melasma e hiperpigmentação.</li><li>145 vezes mais potente que o resveratrol comum.</li><li>Luminosidade e uniformização do tom da pele.</li><li>Ação antioxidante e anti-poluição.</li><li>Proteção contra danos dos radicais livres e raios UV.</li><li>Fórmula limpa e segura.</li><li>Pode ser usado de dia ou à noite.</li><li>Clinicamente e dermatologicamente testado.</li><li>Hidratação intensa.</li><li>Prolonga a saúde celular.</li></ul><h3>PARA QUE SERVE?</h3><p>A Solução Oxyresveratrol serve para proporcionar uma pele impecável e saudável. Sua fórmula exclusiva age diretamente nas manchas, reduzindo-as e restaurando a luminosidade da pele. Além disso, protege contra os danos ambientais, mantendo a pele jovem e radiante.</p><p>Este produto é perfeito para todas as pessoas que desejam eliminar manchas na pele e melasma, independente do tipo de pele, e pode ser incorporado facilmente em sua rotina de cuidados com a pele.</p><h3>COMO DEVO USAR?</h3><ul><li>Lave o rosto com seu sabonete facial de costume.</li><li>Aplique uma pequena quantidade de Oxyresveratrol no rosto e pescoço.</li><li>Massageie suavemente em movimentos circulares até completa absorção.</li><li>Use duas vezes ao dia para obter os melhores resultados.</li></ul><h3>ADVERTÊNCIAS:</h3><ul><li>Evite contato com os olhos.</li><li>Mantenha fora do alcance das crianças.</li><li>Em caso de irritação, suspenda o uso.</li><li>Consulte um dermatologista antes de usar em peles sensíveis.</li></ul><p><br></p>"
sp-105406,Sallve Tonico Antiacne 120ml,Outras Marcas,75586,7908335404292,59.9,59.9,"<h3>APRESENTAÇÃO:</h3><p><span style=""color: rgba(0, 0, 0, 0.85);"">Este tônico adstringente de limpeza foi criado especialmente para pessoas com peles propensas a acne, incluindo aquelas que são particularmente sensíveis. Ele desempenha um papel duplo, realizando uma limpeza profunda e regulando a produção excessiva de óleo na pele, enquanto simultaneamente acalma e alivia qualquer irritação causada pela acne. A sua fórmula é enriquecida com ingredientes naturais como melaleuca, centella, niacinamida e fermentados vegetais. Essa combinação poderosa oferece um apoio significativo no tratamento e prevenção de problemas de pele associados à acne no rosto, mas também pode ser usado em outras partes do corpo.</span></p><p><span style=""color: rgba(0, 0, 0, 0.85);"">EMBALAGEM CONTÉM: 1 SALLVE TONICO ANTIACNE 120ML.</span></p><p><br></p><h3>BENEFÍCIOS:</h3><ul><li><span style=""color: rgba(0, 0, 0, 0.85);"">Reduz a oleosidade da pele;</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Controla o brilho;</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Melhora a textura da pele;</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Remove as células mortas da pele;</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Desobstruí os poros;</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Hidrata a pele sem deixá-la oleosa;</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Acalma a pele e reduz a inflamação;</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">É um produto de alta qualidade;</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">É um produto indispensável para quem busca uma pele limpa, fresca e com um aspecto saudável.</span></li></ul><p><br></p><h3>PARA QUE SERVE?</h3><p><span style=""color: rgba(0, 0, 0, 0.85);"">Este produto ajuda a diminuir a inflamação e o vermelhidão associados à acne, oferecendo um efeito de secagem que não resseca a pele. Além disso, ele proporciona alívio à pele, reduzindo a aparência de poros dilatados e controlando a hidratação para equilibrar a oleosidade. Sua fórmula também atua na redução da presença das bactérias que contribuem para a acne, enquanto trabalha para melhorar a aparência de cicatrizes e manchas deixadas por espinhas anteriores. É importante destacar que este produto foi formulado com atenção à sensibilidade da pele, sendo hipoalergênico e passando por testes dermatológicos, especialmente em peles sensíveis. Além disso, ele é adequado para aqueles que buscam produtos veganos, pois não contém ingredientes de origem animal. Por fim, a embalagem é completamente reciclável, contribuindo para práticas mais sustentáveis.</span></p><h3>COMO DEVO USAR?</h3><ol><li><span style=""color: rgba(0, 0, 0, 0.85);"">Lave o rosto com água morna e um sabonete suave.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Aplique uma pequena quantidade de tônico no algodão e passe no rosto, pescoço e colo.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Massageie suavemente até que o tônico seja absorvido pela pele.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Use o tônico duas vezes ao dia, pela manhã e à noite.</span></li></ol><p><br></p><h3>ADVERTÊNCIAS:</h3><ul><li><span style=""color: rgba(0, 0, 0, 0.85);"">Para uso externo somente.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Não ingerir.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Este produto não oferece proteção contra queimaduras solares.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Ajuda a prevenir queimaduras solares.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Evite que crianças fiquem expostas ao sol por longos períodos.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Para crianças com menos de 6 meses, consulte um médico.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Em caso de contato direto com os olhos, lave-os com água abundantemente.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Se ocorrer irritação, pare de usar e procure orientação médica.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Se ocorrer algum efeito indesejado, pare de usar.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Evite exposição do produto à luz intensa e calor excessivo.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Mantenha a embalagem bem fechada.</span></li><li><span style=""color: rgba(0, 0, 0, 0.85);"">Mantenha fora do alcance de crianças.</span></li></ul><p><br></p><p><br></p>"
sp-94676,Vichy Serum Anti-Idade Liftactive Supreme HA Epidermic Filler 15ml,Vichy,63251,7899706217071,149.99,149.99,Vichy Serum Anti-Idade Liftactive Supreme HA Epidermic Filler 15ml
sp-57354,BIODERMA Photoderm Cover Touch Mineral FPS 50+ Cor Clara - Protetor Solar com Cobertura Total 40ml,Bioderma,57354,3701129803424,119.99,119.99,"MODO DE AÇÃO BIOLÓGICO:
Photoderm Cover Touch FPS 50+ é a 1ª² base facial com proteção mineral da BIODERMA com cobertura total¹ especialmente formulada para peles oleosas. Sua textura revolucionária oferece proteção e cobertura de longa duração em uma fórmula leve e minimalista que deixa a pele respirar, mantendo-a uniforme, confortável e livre de oleosidade o dia todo³.
Com filtros e pigmentos 100% físicos e minerais, Photoderm Cover Touch FPS 50+ oferece muito alta proteção contra a radiação UVB, UVA e luz visível. 
Dia após dia, Photoderm Cover Touch FPS 50+ reduz a oleosidade³ através da patente Fluidactiv™, prevenindo o surgimento de novos cravos e espinhas.
TEXTURA REVOLUCIONÁRIA: rede de ativos esféricos que uniformiza totalmente deixando a pele respirar, com pigmentos que se dispersam perfeitamente para uma cobertura total que não obstrui os poros, não craquela e não acumula em linhas de expressão. Alta fixação mesmo em condições extremas: fórmula muito resistente à água, suor e calor. Não transfere e não derrete ao longo do dia, com 08h de efeito base com controle do brilho e da oleosidade³. Cor ideal para peles claras.

BENEFÍCIOS:
. Base facial com proteção UVA / UVB 100% física e mineral
. Cobertura TOTAL das imperfeições sem obstruir os poros
. Efeito matte e alta fixação de longa duração
. Dia após dia, reduz a oleosidade e ajdua a prevenir novos cravos e espinhas"
