farmacia,cidade,nome,sku,preco_com_desconto,preco_sem_desconto,desconto,descricao
Oncolog Medicamentos,São Paulo,XALKORI - CRIZOTINIBE 250 MG C/60 CÁPSULA DURA, SKU: 7891268110418,31609.19,53328.76,40.7276861490873,"PARA QUE ESTE MEDICAMENTO É INDICADO?Xalkori (crizotinibe) é indicado para o tratamento de câncer de pulmão não pequenas células (CPCNP) avançadopositivo para quinase de linfoma anaplásico (ALK).Xalkori é indicado para o tratamento de câncer de pulmão não pequenas células (CPNPC) avançado que seja positivo para ROS1.COMO ESTE MEDICAMENTO FUNCIONA?Xalkori inibe o crescimento do tumor queapresente alterações moleculares no receptor de tiro sina quinase ALK e ROS1.Depois que você ingere a cápsula de Xalkori, a medicação é absorvida e atinge a quantidade máxima no sangue entre 4 e 6 horas. Após 15 dias de uso é atingido um estado de equilíbrio da quantidade de m ed icação no seusangue.Estudos clínicos demonstraram que o tempo mediano para ocorrer resposta tumoral varioude 6,1 a 7,7 semanas nos pacientes que receberam Xalkori para tratamento de câncer de pulmão não pequenas células avançado ALKpositivo e de 8 semanas nos pacientes que receberam Xalkori para tratamento de câncer de pulmão não pequenas células avançado ROS1 positivo.VENDA SOB PRESCRIÇÃO MÉDICA NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,XELODA - CAPECITABINA 150 MG C/60 COMPRIMIDO REVESTIDO, SKU: 7896226501147,"R$ 547,70",,,"PARA QUE SERVE ESTE MEDICAMENTO?Xeloda® é indicado para o tratamento de câncer de mama, câncer de cólon e reto (que são partes do intestino grosso) e câncer gástrico nas seguintes condições: Câncer de mama: • Xeloda® em combinação com docetaxel é indicado para o tratamento de pacientes com câncer de mama com metástases (focos de células cancerosas distantes do foco primário), após falha da quimioterapia com antraciclina. • Xeloda® como tratamento único é indicado para o tratamento de pacientes com câncer de mama com metástases que não tenham apresentado resposta satisfatória a regimes de quimioterapia com paclitaxel e antraciclina ou para pacientes com resistência a paclitaxel e que não possam receber antraciclina, como pacientes que receberam doses cumulativas de 400 mg/m2 de doxorrubicina ou equivalente. Define-se resistência como progressão da doença na vigência do tratamento, com ou sem resposta inicial, ou recorrência em até 6 meses do término do tratamento adjuvante com antraciclina ou regimes com antraciclina. Câncer colorretal: • Xeloda® é indicado para o tratamento adjuvante de pacientes com câncer colorretal. • Xeloda® é indicado como tratamento de primeira linha para pacientes com câncer de colorretal com metástases. Xeloda® combinado com oxaliplatina ou combinado com oxilaplatina e bevacizumabe é indicado para tratamento de primeira linha de câncer colorretal metastático. Xeloda® também pode ser combinado com oxaliplatina para o tratamento de segunda linha do câncer colorretal metastático em pacientes previamente tratados com irinotecano em combinação com um regime de fluoropirimidina como terapia de primeira linha. Câncer gástrico: • Xeloda® é indicado como tratamento de primeira linha para pacientes com câncer gástrico em estágio avançado, desde que associado com compostos de platina, como a cisplatina ou oxaliplatina.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA, NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,XELODA - CAPECITABINA 500 MG C/120 CP (VALIDADE 30/04/2024), SKU: 7896226501154,2000.0,2527.5,20.870425321463898,"PARA QUE SERVE ESTE MEDICAMENTO?Xeloda® é indicado para o tratamento de câncer de mama, câncer de cólon e reto (que são partes do intestino grosso) e câncer gástrico nas seguintes condições: Câncer de mama: • Xeloda® em combinação com docetaxel é indicado para o tratamento de pacientes com câncer de mama com metástases (focos de células cancerosas distantes do foco primário), após falha da quimioterapia com antraciclina. • Xeloda® como tratamento único é indicado para o tratamento de pacientes com câncer de mama com metástases que não tenham apresentado resposta satisfatória a regimes de quimioterapia com paclitaxel e antraciclina ou para pacientes com resistência a paclitaxel e que não possam receber antraciclina, como pacientes que receberam doses cumulativas de 400 mg/m2 de doxorrubicina ou equivalente. Define-se resistência como progressão da doença na vigência do tratamento, com ou sem resposta inicial, ou recorrência em até 6 meses do término do tratamento adjuvante com antraciclina ou regimes com antraciclina. Câncer colorretal: • Xeloda® é indicado para o tratamento adjuvante de pacientes com câncer colorretal. • Xeloda® é indicado como tratamento de primeira linha para pacientes com câncer de colorretal com metástases. Xeloda® combinado com oxaliplatina ou combinado com oxilaplatina e bevacizumabe é indicado para tratamento de primeira linha de câncer colorretal metastático. Xeloda® também pode ser combinado com oxaliplatina para o tratamento de segunda linha do câncer colorretal metastático em pacientes previamente tratados com irinotecano em combinação com um regime de fluoropirimidina como terapia de primeira linha. Câncer gástrico: • Xeloda® é indicado como tratamento de primeira linha para pacientes com câncer gástrico em estágio avançado, desde que associado com compostos de platina, como a cisplatina ou oxaliplatina.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA, NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,"XGEVA - DENOSUMABE 120 MG SOL INJ CT FA VD TRANS X 1,7 ML", SKU: 7898609960572,1945.8,2162.0,10.0,"PARA QUE ESTE MEDICAMENTO É INDICADO?XGEVA é indicado para: ï prevenir complicações graves em adultos com mieloma múltiplo. Mieloma múltiplo é um câncer de células plasmáticas (um tipo de glóbulo branco). ï prevenir complicações graves em adultos com câncer causado por metástase óssea (por exemplo, fratura, pressão na medula espinhal ou a necessidade de receber terapia com radiação ou cirurgia). XGEVA é indicado para o tratamento de altos níveis sanguíneos de cálcio causados por câncer, após a falha no tratamento com bisfosfonato. XGEVA é indicado para o tratar tumor de células gigantes do osso, que não pode ser tratado através de cirurgia ou quando a cirurgia não é a melhor opção, em adultos e adolescentes cujos ossos já pararam de crescer.COMO ESTE MEDICAMENTO FUNCIONA?XGEVA contém denosumabe, medicamento composto de uma proteína chamada de anticorpo monoclonal, que interfere na ação de outra proteína envolvida no processo de ativação da degradação óssea. Consequentemente, o medicamento determina a redução do número e da função dos osteoclastos (células presentes nos ossos e responsáveis pela degradação do tecido ósseo), resultando assim na redução da reabsorção e da destruição ósseas, comumente induzidas pelo câncer.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO PROFISSIONAL. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,"KIT 3 CAIXAS LETROZOL 2,5 MG COM 30 COMPRIMIDOS - EUROFARMA", SKU: B4A2B05,"R$ 243,63",,,"PARA QUE ESSE MEDICAMENTO É INDICADO?Tratamento adjuvante de mulheres na pós-menopausa com câncer de mama inicial receptor hormonal positivo.- Tratamento adjuvante estendido de câncer de mama inicial em mulheres na pós-menopausa que tenham recebido terapia adjuvante padrão prévia com tamoxifeno por 5 anos.- Tratamento de primeira linha no câncer de mama avançado hormônio dependente em mulheres na pós-menopausa.- Tratamento de câncer de mama avançado em mulheres na pós-menopausa (natural ou artificialmente induzida), que tenham sido tratadas previamente com antiestrogênicos.- Terapia pré-operatória em mulheres na pós-menopausa com câncer de mama localmente avançado receptor hormonal positivo, com a intenção de permitir cirurgia conservadora da mama para aquelas mulheres que não eram originalmente consideradas candidatas a este tipo de cirurgia.O tratamento pós-cirúrgico subsequente deve seguir o tratamento padrão.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO PROFISSINAL. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ACETATO DE ABIRATERONA 250MG - 120 COMPRIMIDOS - DR REDDYS, SKU: 8901148240056,1600.0,2000.0,20.0,"PARA QUE ESTE MEDICAMENTO É INDICADO?O acetato de abiraterona, em combinação com os medicamentos prednisona ou prednisolona, é indicado para: - o tratamento de pacientes com câncer de próstata que se espalhou para outras partes do corpo, que não apresentam sintomas ou apresentam sintomas leves, após falha à terapia de privação de androgênios (um hormônio sexual); - o tratamento de pacientes com câncer de próstata que se espalhou para outras partes do corpo e que já receberam quimioterapia com o medicamento docetaxel.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ACIDO ZOLEDRONICO 4 MG - 1 FRASCO COM 5ML CRISTALIA, SKU: 7896676420388,"R$ 125,00",,,"PARA QUE ESTE MEDICAMENTO É INDICADO?Este medicamento é usado para tratar a metástase óssea e reduzir a quantidade de cálcio no sangue de pacientes com hipercalcemia induzida por tumor (HIT). O ácido zoledrônico também é indicado para a prevenção de eventos relacionados ao esqueleto, como fraturas de ordem patológica, compressão medular, radioterapia e cirurgia ortopédica ou hipercalcemia induzida por tumor, em pacientes com câncer metastático ósseo.VENDA SOB PRESCRIÇÃO MÉDICA.  NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ACLASTA - ACIDO ZOLEDRÔNICO 5 MG / 100 ML SOL INJ CT FR PLAS COM 100 ML, SKU: 7896261010451,"R$ 923,75",,,"PARA QUE ESTE MEDICAMENTO ÉINDICADO?Aclasta é utilizado para: • tratamento da osteoporose em mulheres na pós-menopausa para reduzir a incidência de fraturas do quadril, vertebrais e não vertebrais e para aumentar a densidade mineral óssea; • prevenção de fraturas clínicas após fratura de quadril em homens e mulheres na pós-menopausa; • tratamento para aumentar a densidade óssea em homens com osteoporose; • tratamento e prevenção de osteoporose induzida por glicocorticoides; • prevenção de osteoporose em mulheres com osteopenia na pós-menopausa; • tratamento da doença de Paget do osso. COMO ESTE MEDICAMENTO FUNCIONA? A substância ativa do Aclasta® é o ácido zoledrônico. Aclasta® pertence a uma classe de medicamentos denominada bisfosfonatos. Para o tratamento da osteoporose, no tratamento e prevenção da osteoporose induzida por glicocorticoides e na prevenção de fraturas clínicas após fratura de quadril em homens e mulheres na pós-menopausa. Aclasta® age por um ano e você precisará da próxima dose após um ano. Na doença de Paget, Aclasta® pode agir por mais de um ano e seu médico lhe informará se você precisa ser tratado novamente. Para prevenção de osteoporose em mulheres com osteopenia na pós-menopausa, Aclasta® é administrado uma vez, como aplicação única. Após um ano, seu médico decidirá se você precisa de outra dose, com base na sua resposta ao tratamento. Osteoporose e prevenção de fraturas clínicasVENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA, NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,WINDUZA - AZACITIDINA 100MG 1 FRASCO-AMPOLA, SKU: 8901148239975,812.5,924.0,12.067099567099575,"PARA QUE ESTE MEDICAMENTO É INDICADO?O WINDUZA® é indicado para o tratamento de pacientes com Síndrome Mielodisplásica (alteração das células sanguíneas) dos subtipos anemia refratária (redução de células que transportam oxigênio e gás carbônico) com excesso de blastos (células sanguíneas imaturas que não exercem suas funções), ou AREB, de acordo com a classificação FAB (classificação franco-americano-britânica, que considera que na mielodisplasia há alterações no formato e na função das células), a leucemia mielóide aguda (alteração sanguínea com excesso de células de defesa que não funcionam adequadamente) com 20 – 30% de blastos na medula óssea com displasia multilinhagem de acordo com a classificação OMS (classificação da Organização Mundial da Saúde que considera alterações no funcionamento de todas as células sanguíneas) e leucemia mielomonocítica crônica (classificação FAB modificada, classificação franco-americano-britânica, que considera que na mielodisplasia há casos em que a alteração está na células de defesa).VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO PROFISSIONAL. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,AFINITOR - EVEROLIMO 10MG 30 COMPRIMIDOS NOVARTIS, SKU: 7896261016545,"R$ 17.398,25",,,"PARA QUE ESTE MEDICAMENTO É INDICADO?Seu médico pode prescrever Afinitor™ comprimidos para o tratamento de: - Mulheres na pós-menopausa com câncer de mama avançado, receptor hormonal positivo, em combinação com um inibidor da aromatase, após terapia endócrina prévia; - Tumores neuroendócrinos avançados (NET) localizados no estômago e intestino, pulmão ou pâncreas; - Câncer avançado do(s) rim(ns) (Carcinoma avançado de Células Renais (CCR) cuja doença tenha progredido durante ou após o tratamento com VEGFR – TKI, quimioterápicos ou imunoterápicos; - Angiomiolipoma renal (um tumor do rim) associado ao Complexo da Esclerose Tuberosa (TSC) que não requeira cirurgia imediata (em pacientes acima de 18 anos); - Astrocitoma subependimário de células gigantes (SEGA, um tumor cerebral específico) associado ao Complexo da Esclerose tuberosa (TSC).VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,"AFINITOR - EVEROLIMO 2,5 MG COM CT BL AL/AL X 30 NOVARTIS", SKU: 7896261018075,"R$ 3.997,70",,,"PARA QUE ESTE MEDICAMENTO FOI INDICADO?Afinitor é indicado para tumores neuroendócrinos avançados (NET) localizados no estômago e intestino, pulmão ou pâncreas.Câncer avançado do(s) rim(ns) (Carcinoma avançado de Células Renais (CCR)) cuja doença tenha progredido durante ou após o tratamento com VEGFR – TKI, quimioterápicos ou imunoterápicos.Astrocitoma subependimário de células gigantes (SEGA, um tumor cerebral específico) associado à esclerose tuberosa (TS).VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ACETATO DE CIPROTERONA 50MG - 20 COMPRIMIDOS BERGAMO, SKU: 7898149934514,"R$ 70,60",,,"PARA QUE ESTE MEDICAMENTO É INDICADO?O acetato de ciproterona apresenta propriedades antiandrogênicas, ou seja, atua no tratamento de doenças associadas aos hormônios sexuais masculinos, os quais também estão presentes no organismo feminino em pequena quantidade. Converse com o seu médico para obter maiores esclarecimentos sobre a ação do produto e sua utilização.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ALECENSA - RABEPRAZOL SÓDICO 150 MG C/224 CÁPSULA DURA, SKU: 7613326002486,33452.48,34571.5,3.2368280230825803,"PARA QUE ESTE MEDICAMENTO É INDICADO? Alecensa  está indicado para o tratamento de pacientes com câncer de pulmão do tipo de “não pequenas células”, que esteja localmente avançado ou metastático e que seja ALK positivo. Alecensa® também está indicado para o tratamento de pacientes com câncer de pulmão do tipo de “não pequenas células”, que esteja localmente avançado ou metastático e que seja ALK positivo e que tenham progredido durante o uso de outro medicamento chamado crizotinibe, ou que sejam intolerantes a ele.COMO ESTE MEDICAMENTO FUNCIONA? Alecensa inibe a atividade do receptor tirosina quinase ALK, o que leva ao bloqueio de vias responsáveis pelo crescimento e sobrevivência do tumor. Além disso, Alecensa  induz a morte das células tumorais. Alectinibe, subtância ativa de Alecensa®, demonstrou atividade contra formas mutantes de ALK, que incluem mutações responsáveis pela resistência ao crizotinibe. Alecensa demonstrou ser capaz de se distribuir e permanecer dentro do sistema nervoso central. Alecensa® levou à regressão do tumor em estudos realizados com camundongos, isso incluiu atividade antitumoral no cérebro e prolongamento da vida animais com tumor intracraniano. Depois que você ingere a cápsula de Alecensa®, a medicação é absorvida e atinge a quantidade máxima no sangue entre 4 (quatro) e 6 (seis) horas. Após 7 (sete) dias de uso, um estado de equilíbrio da quantidade de medicação é atingido no seu sangue.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO PROFISSIONAL. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ADCETRIS - BRENTUXIMABE VEDOTINA 50 MG PO LIOF INJ CX 1 FA VD TRANS, SKU: 7896641810275,"R$ 22.035,00",,,"PARA QUE ESTE MEDICAMENTO É INDICADO?Este medicamento é indicado para o tratamento de pacientes adultos com:  Linfoma de Hodgkin (LH) CD30+ estadio IV não tratados previamente em combinação com doxorrubicina, vimblastina e dacarbazina.  Linfoma de Hodgkin (LH) com risco aumentado de recidiva ou progressão após transplante autólogo de células tronco.  Linfoma de Hodgkin (LH) CD30+ recidivado ou refratário que: - retornou ou nunca respondeu depois que você recebeu uma infusão de suas próprias células-tronco (transplante autólogo de células-tronco) ou - retornou ou nunca respondeu a pelo menos dois tratamentos anteriores, se você não pode receber quimioterapia combinada para o câncer ou transplante autólogo de células-tronco. Linfoma anaplásico de grandes células sistêmico (LAGCs) não tratados previamente, ou outros linfomas de células T periféricas (LCTP) CD30+, em combinação com ciclofosfamida, doxorrubicina e prednisona (CHP). Linfoma anaplásico de grandes células sistêmico que é encontrado em seus linfonodos e/ou em outras partes de seu corpo que: - nunca respondeu a outros tipos de tratamentos para o câncer ou - retornou depois do último tratamento para o câncer. O linfoma de Hodgkin e o linfoma anaplásico de grandes células sistêmico são tipos de câncer das células brancas do sangue. ï Linfoma anaplásico de grandes células cutâneo primário ou micose fungoide que expressam CD30+ que receberam terapia sistêmica prévia.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ALFAEPOETINA 10.000 UI/ML SOL INJ CX  FA VD INC X 1 ML , SKU: 7896014660193,"R$ 78,65",,,"PARA QUE ESTE MEDICAMENTO É INDICADO?A alfaepoetina injetável (rHu EPO) esta destinada para o tratamento de anemia em pacientes com insuficiência renal e que se submetem ao regime de diálise. Também é destinada para o tratamento de anemia associado ao câncer e utilização de quimioterápicos, anemia em portador de AIDS submetido ao AZT, em procedimentos pré e perioperatórios, em doenças crônico-degenerativas (artrite-reumatoide).VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ALIMTA - PEMETREXEDE 100 MG PO LIOF SOL INJ CT FA VD TRANS X 10 ML , SKU: 7896382706295,"R$ 1.877,50",,,"PARA QUE ESTE MEDICAMENTO É INDICADO? ALIMTA pode ser utilizado para o tratamento dos seguintes tipos de câncer: - mesotelioma pleural maligno que não pode ser retirado por cirurgia; para o tratamento do mesotelioma, ALIMTA deve ser utilizado em combinação com uma cisplatina. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” localmente avançado ou metastático), como quimioterapia inicial; para tal tratamento, ALIMTA deve ser utilizado em combinação com cisplatina. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” localmente avançado ou metastático), cuja doença não progrediu após 4 ciclos de quimioterapia a base de platina; para tal tratamento, ALIMTA deve ser utilizado como agente isolado. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” localmente avançado ou metastático), após quimioterapia prévia; para tal tratamento, ALIMTA deve ser utilizado como agente isolado. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” metastático), em pacientes não tratados previamente; para este tratamento, ALIMTA deve ser usado em combinação com pembrolizumabe e quimioterapia à base de platina.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,AFINITOR - EVEROLIMO 5 MG COM CT BL AL/AL X 30 NOVARTIS, SKU: 7896261016538,"R$ 8.699,10",,,"PARA QUE ESTE MEDICAMENTO FOI INDICADO?Afinitor é indicado para tumores neuroendócrinos avançados (NET) localizados no estômago e intestino, pulmão ou pâncreas.Câncer avançado do(s) rim(ns) (Carcinoma avançado de Células Renais (CCR)) cuja doença tenha progredido durante ou após o tratamento com VEGFR – TKI, quimioterápicos ou imunoterápicos.Astrocitoma subependimário de células gigantes (SEGA, um tumor cerebral específico) associado à esclerose tuberosa (TS).VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ALKERAN - MELFALANA 2 MG COM 25 COMPRIMIDOS, SKU: 7895858013103,190.15,232.0,18.03879310344827,"PARA QUE ESTE MEDICAMENTO É INDICADO?Alkeran® comprimidos é indicado para o tratamento de mieloma múltiplo e adenocarcinoma ovariano avançado. Alkeran® comprimidos também pode ser usado no tratamento de: ï Câncer de Mama: Alkeran®, tanto em monoterapia quanto em combinação com outras drogas, tem um efeito terapêutico significativo em pacientes que sofrem de câncer de mama avançado. ï Policitemia Vera: Akeran® é efetivo no tratamento de alguns pacientes com Policitemia Vera.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA, NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ALFAEPOETINA - ERITROPOETINA 4.000UI - 1 FRASCO COM 1ML, SKU: 7896014660179,29.99,32.0,6.28125,"PARA QUE ESTE MEDICAMENTO É INDICADO?A alfaepoetina injetável (rHu EPO) esta destinada para o tratamento de anemia em pacientes com insuficiência renal e que se submetem ao regime de diálise. Também é destinada para o tratamento de anemia associado ao câncer e utilização de quimioterápicos, anemia em portador de AIDS submetido ao AZT, em procedimentos pré e perioperatórios, em doenças crônico-degenerativas (artrite-reumatoide).VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ANDROCUR - CIPROTERONA 50 MG C/20 COMPRIMIDOS, SKU: 7891106913904,207.01,223.05,7.191212732571188,"PARA QUE ESTE MEDICAMENTO É INDICADO?Androcur contém acetato de ciproterona que apresenta propriedades antiandrogênicas, ou seja, atua no tratamento de doenças associadas aos hormônios sexuais masculinos, os quais também estão presentes no organismo feminino em pequena quantidade. Converse com o seu médico para obter maiores esclarecimentos sobre a ação do produto e sua utilização.COMO ESTE MEDICAMENTO FUNCIONA?Androcur (acetato de ciproterona) é uma preparação hormonal que bloqueia o efeito dos andrógenos que são hormônios sexuais produzidos principalmente em homens, mas também, em menor quantidade, em mulheres. Em pacientes do sexo feminino, Androcur® (acetato de ciproterona) influencia favoravelmente condições andrógeno-dependentes como problemas de crescimento excessivo de pelo no hirsutismo, perda de cabelo no couro cabeludo (alopecia androgênica) e aumento da atividade da glândula sebácea em acne e seborreia. Em pacientes do sexo masculino, Androcur® (acetato de ciproterona) reduz a concentração de testosterona (andrógenos) no sangue, o que resulta na redução do impulso em desvios sexuais. Sabe-se também que andrógenos estimulam o crescimento do câncer de próstata, e nestes pacientes, Androcur (acetato de ciproterona) inibe este efeito.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO PROFISSIONAL. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ANYA - ANASTROZOL 1 MG COM 30 CP, SKU: 7898272945692,22.0,25.32,13.112164296998415,"PARA QUE ESTE MEDICAMENTO É INDICADO?Tratamento do câncer de mama inicial em mulheres na pós-menopausa. Os benefícios do tratamento com Anya foram observados em pacientes com tumores com receptor hormonal positivo. Redução da incidência de câncer de mama contralateral em pacientes recebendo Anya como tratamento adjuvante para câncer de mama inicial. Tratamento do câncer de mama avançado em mulheres na pós-menopausa.COMO ESTE MEDICAMENTO FUNCIONA?Anya pertence a uma classe de medicamentos chamados de inibidores da aromatase. Isto significa que Anya interfere em algumas ações da aromatase, uma substância que afeta o nível de certos hormônios sexuais femininos, tais como os estrógenos. Sabe-se que a redução dos níveis do hormônio estradiol no sangue produz um efeito benéfico em mulheres na pósmenopausa que apresentam câncer de mama. Nas mulheres na pós-menopausa, Anya em dose diária de 1 mg, produziu supressão do estradiol superior a 80%. A melhora dos sintomas é observada com o decorrer do tratamento.VENDA SOB PRESCRIÇÃO MÉDICA  NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA  NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ALIMTA - PEMETREXEDE 500 MG PO LIOF SOL INJ CT FA VD TRANS X 50 ML , SKU: 7896382705366,"R$ 10.591,56",,,"PARA QUE ESTE MEDICAMENTO É INDICADO? ALIMTA pode ser utilizado para o tratamento dos seguintes tipos de câncer: - mesotelioma pleural maligno que não pode ser retirado por cirurgia; para o tratamento do mesotelioma, ALIMTA deve ser utilizado em combinação com uma cisplatina. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” localmente avançado ou metastático), como quimioterapia inicial; para tal tratamento, ALIMTA deve ser utilizado em combinação com cisplatina. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” localmente avançado ou metastático), cuja doença não progrediu após 4 ciclos de quimioterapia a base de platina; para tal tratamento, ALIMTA deve ser utilizado como agente isolado. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” localmente avançado ou metastático), após quimioterapia prévia; para tal tratamento, ALIMTA deve ser utilizado como agente isolado. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” metastático), em pacientes não tratados previamente; para este tratamento, ALIMTA deve ser usado em combinação com pembrolizumabe e quimioterapia à base de platina.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ARIMIDEX - ANASTROZOL 1MG - 28 COMPRIMIDOS, SKU: 7896206400866,"R$ 1.008,80",,,"PARA QUE ESTE MEDICAMENTO É INDICADO?Tratamento do câncer de mama inicial em mulheres na pós-menopausa. Os benefícios do tratamento com ARIMIDEX foram observados em pacientes com tumores com receptor hormonal positivo. Redução da incidência de câncer de mama contralateral em pacientes recebendo ARIMIDEX como tratamento adjuvante para câncer de mama inicial. Tratamento do câncer de mama avançado em mulheres na pós-menopausa.VENDA SOB PRESCRIÇÃO MÉDICA; NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA, NÃO COLOQUE SUA SAÚDE EM RISCO."
