,Título,Marca,Preço sem Desconto,Preço com Desconto,ID,SKU
240,FRALDA BIGFRAL PLUS XG C/7,ONTEX BRASIL,,"R$ 34,90",4784345,82511
241,ROUPA INTIMA PLENITUDE PROTECT PLUS UNISSEX G/XG C/16UN...,KIMBERLY-CLARK,,"R$ 62,90",4789892,102387
242,ROUPA INTIMA TENA PANTS NOTURNA UNISSEX G/EG C/7,ESSITY DO BRASIL IND.& COM. LT,,"R$ 39,50",9989965,102639
243,FRALDA BIGFRAL DERMA PLUS M C/8,BIGFRAL,,"R$ 34,90",9991829,104549
244,FRALDA BIGFRAL DERMA PLUS P C/9,BIGFRAL,,"R$ 34,90",9991792,104506
245,FRESH TEARS 10ML,ALLERGAN,,"R$ 46,70",1768807,82621
246,SYSTANE COLIRIO UL 15ML**,ALCON,,"R$ 97,20",7428602,89278
247,FRESH TEARS 15ML,ALLERGAN,,"R$ 70,10",1768805,82622
248,FRESH TEARS LIQUIGEL 15ML,ALLERGAN,,"R$ 92,86",1768806,82623
249,Kit Opti-Free Pure Moist 300ml + 120ml,ALCON,,"R$ 69,90",258638,86217
250,SYSTANE COMPLETE 10ML,ALCON,,"R$ 84,90",9992759,105420
251,SYSTANE ULTRA SEM CONSERVANTES 10ML,ALCON,,"R$ 74,90",9994082,106733
252,RENU GTS UMIDIF 15ML,APSEN,,"R$ 40,04",1618614,87581
253,OPTI FREE REPLENISH 300ML+120ML,ALCON,,"R$ 71,90",258805,86219
254,Protetor Ocular 3M Adulto com 12 Unidades,3M DO BRASIL,,"R$ 27,00",1258841,87355
255,Biotrue Solucao Oftamologica 300ML + 120M + Estojo,APSEN,"R$ 99,90","R$ 69,90",1618622,67834
256,SYSTANE COLIRIO UL 10ML**,ALCON,,"R$ 66,00",7423501,89277
257,LACRIMA-PLUS COL 15ML**,ALCON,,"R$ 32,34",250217,83779
258,Protetor Ocular 3M Infantil Com 20 Unidades,3M DO BRASIL,,"R$ 34,70",1258950,87356
259,"LACRIL 1,4 PCC 15ML",ALLERGAN,,"R$ 32,99",1570219,83778
260,IMECAP HAIR MEN 60 CAPS,IMECAP,,"R$ 69,90",9993719,106395
261,IMECAP HAIR MEN LOC FR 100ML,IMECAP,,"R$ 69,90",9993718,106394
262,IMECAP HAIR MEN SH FR 200ML,IMECAP,,"R$ 69,90",9993717,106393
263,IMECAP SHAMPOO ANTIQUEDA HAIR MAX 200ML,IMECAP,,"R$ 75,99",9991219,103905
264,IMECAP FACE ANTIRRUGAS NOIT 35G,FARMOQUIMICA,,"R$ 43,99",9993145,105191
265,IMECAP HAIR C/60 CAPS 1966,FARMOQUIMICA,,"R$ 95,96",3969902,83288
266,IMECAP HAIR MAX C/60CAPS,FARMOQUIMICA,,"R$ 62,90",9992890,105393
267,IMECAP REJUVENESCEDOR C/30 SACHE,FARMOQUIMICA,,"R$ 70,89",9992893,105180
268,"ADVIPRO AERO 11,6MG/G 85ML",HALEON,"R$ 52,91","R$ 26,99",9994402,107159
269,CATAFLAM AEROSOL 85ML,HALEON,,"R$ 52,91",630238,68351
270,CATAFLAM SPORT ICE 60G,HALEON,"R$ 41,62","R$ 35,38",630250,68359
271,CATAFLAMPRO XT 2% 50GR,HALEON,,"R$ 58,91",630253,80032
272,CATAFLAMPRO EMULGEL 30G*,HALEON,,"R$ 28,91",630242,68355
273,CATAFLAM EMULGEL 60G,HALEON,,"R$ 49,91",630205,68356
274,CATAFLAMPRO XT 2% 100G,HALEON,,"R$ 84,89",630252,68348
275,CATAFLAM SPORT ICE 120G,HALEON,,"R$ 60,49",630251,68358
276,CATAFLAMPRO EMULGEL 150G,HALEON,,"R$ 79,90",630249,68354
277,PRES BLOWTEX SKYN C/3 SENS NADA ***,BLOWTEX,,"R$ 12,90",2578101,87103
278,KY GEL SACHE C/3 5G **,KY,,"R$ 9,16",7169928,98085
279,PRES JONTEX C/3 BOLSO LUBRIF 0030,RECKITT BENCKISER,,"R$ 7,99",1258104,87116
280,PRESERVATIVO OLLA PLAY COM 3,RECKITT BENCKISER,,"R$ 4,19",9990097,102773
281,GEL LUBRIF OLLA 50G,RECKITT BENCKISER,"R$ 21,99","R$ 15,90",1258831,82765
282,Preservativo Olla Tradicional 3 unidades,RECKITT BENCKISER,,"R$ 5,81",1258106,87126
283,KY GEL LUBRIF 50GR 0192**,KY,,"R$ 24,90",1259823,96695
284,PRES OLLA PRAZER DA PELE C/4UNI,OLLA,,"R$ 26,99",9992630,105869
285,PRES OLLA C/3 BOLSO MORANGO 6453,RECKITT BENCKISER,,"R$ 5,50",1258124,87127
286,PRES JONTEX C/4 PELE COM PELE 0458,RECKITT BENCKISER,,"R$ 19,25",7138107,96011
287,PRES JONTEX SENSITIVE L8P7,RECKITT,,"R$ 19,99",9993161,105219
288,PRES OLLA SENSITIVE L8P6 8846,RECKITT BENCKISER,,"R$ 19,90",7138105,92741
289,Preservativo Olla Preto Leve 8un Pague 6un,RECKITT BENCKISER,,"R$ 9,99",1258113,87125
290,PRES OLLA LARGE C/6 7955,RECKITT BENCKISER,,"R$ 15,90",8889854,92740
291,PRES JONTEX LUBRIFICADO XL 6UN,RECKITT BENCKISER,,"R$ 14,99",9993182,105237
292,GEL LUBRIF INTIMO OLLA LV70 PG50 8822,RECKITT BENCKISER,,"R$ 23,99",7139936,96643
293,PRES OLLA C/3 ICE,RECKITT BENCKISER,,"R$ 6,68",1257201,87131
294,PRES OLLA C/3 PROLONG,RECKITT BENCKISER,,"R$ 7,20",8888101,87128
295,PRES OLLA C/3 SENSITIVE,RECKITT BENCKISER,,"R$ 7,99",8889856,87129
296,PRES JONTEX C/2 PELE COM PELE 0441,RECKITT BENCKISER,,"R$ 11,90",7138106,96010
297,K-MED GEL 50G,KY,,"R$ 9,90",9993103,105142
298,PRES JONTEX C/2 ORGASM SINT 0489,RECKITT BENCKISER,,"R$ 10,50",7168112,97710
299,PRES OLLA C/3 LARGE 7931,RECKITT BENCKISER,,"R$ 6,90",8889855,87132
300,PRESERVATIVO JONTEX SENSACAO INVISIVEL C/2 UNI,RECKITT BENCKISER,,"R$ 21,45",9989934,102611
301,Preservativo Jontex Sensation Texturizado 3 unidades,RECKITT BENCKISER,,"R$ 8,50",1258197,87118
302,GEL LUBRIF JONTEX C/PELE 50G,RECKITT BENCKISER,,"R$ 29,90",9992386,105719
303,K-MED GEL 100G,KY,,"R$ 14,29",9993104,105143
304,PRES JONTEX C/3 MARATHON EREC PROLONG,RECKITT BENCKISER,,"R$ 9,10",7169925,97319
305,Preservativo Olla Preto Com 6 Unidades,RECKITT BENCKISER,,"R$ 8,32",1258114,87130
306,PRES JONTEX LUBRIFICADO L8P7,RECKITT,,"R$ 14,99",9993160,105218
307,PRES JONTEX C/3 COMFORT PLUS 0078,RECKITT BENCKISER,,"R$ 7,99",7138101,87120
308,PRES OLLA PRAZER DA PELE C/2UNI,OLLA,,"R$ 14,99",9992632,105871
309,PRES JONTEX C/3 XL LUBRIFICADO 0429,RECKITT BENCKISER,,"R$ 7,99",7139928,97321
310,PRES JONTEX C/4 ORGASM SINT 0496,RECKITT BENCKISER,,"R$ 19,50",7168111,97711
311,GEL LUBRIF JONTEX CEREJA 3X1 50G,RECKITT BENCKISER,,"R$ 22,99",7139932,95514
312,KY GEL LUBRIF 100GR 0208,KY,,"R$ 34,73",8888934,83712
313,PRES JONTEX C/6 CONFORT PLUS,RECKITT BENCKISER,,"R$ 13,90",7139918,96607
314,PRES OLLA ICE C/6 8808,RECKITT BENCKISER,,"R$ 16,90",1258278,92739
315,PRES JONTEX C/6 MARATHON EREC PROLONG,RECKITT BENCKISER,,"R$ 14,90",7169923,97322
316,GEL JONTEX NAT EXTRA HIDR 100G,JONTEX,"R$ 45,90","R$ 31,99",9993183,105238
317,Preservativo Jontex Economico 6 unidades,RECKITT BENCKISER,,"R$ 14,90",1258109,87117
318,GEL LUBRIF JONTEX NEUTRO SEM SABOR 50G,JONTEX,,"R$ 25,90",9993655,106339
319,KY GEL LUBRIF ULTRA SILICONE 50G,KY,,"R$ 35,99",9991706,104408
320,PRES JONTEX XL SENSITIVE C/6,JONTEX,,"R$ 18,90",9993057,105098
321,PRES OLLA C/3 STIMULUS 8389,RECKITT BENCKISER,,"R$ 6,90",8885112,92738
322,GEL LUBRIF INTIMO OLLA ICE 50GR 8860,RECKITT BENCKISER,,"R$ 23,59",7139933,95515
323,PRES OLLA PLAY C/6UNI,OLLA,,"R$ 9,99",9992631,105870
324,PRESERVATIVO JONTEX SENSAÇÃO INVISÍVEL C/4 UNI,RECKITT BENCKISER,,"R$ 39,18",9989935,102612
325,GEL LUBRIF JONTEX NATURALS ORIGINAL H2O 100G,JONTEX,,"R$ 45,90",9991265,103951
326,PRES JONTEX C/6 SENSITIVE 0016,RECKITT BENCKISER,,"R$ 17,89",8888103,92736
327,PRES JONTEX C/6 ULTRA MAIOR RESIST,RECKITT BENCKISER,,"R$ 13,99",7169924,97323
328,APIS FLORA PROPOMAX EXT PROP 30ML 1317,APIS FLORA,,"R$ 22,90",5848206,67167
329,MEL PROPOLIS SCHRAIBER SPRAY 35ML,SCHRAIBER,,"R$ 18,99",4698302,84913
330,MEL PROPOLIS ROMA SCHRAIBER SPRAY 35ML,SCHRAIBER,,"R$ 19,90",4698301,84912
331,APIS FLORA APIGEN ORGANICO SPRAY 30ML,APIS FLORA,,"R$ 12,90",9992605,105849
332,APIS FLORA APIROMA ORGANICO SPRAY 30ML,APIS FLORA,,"R$ 12,90",9992607,105851
333,APIS FLORA PROPOLIS PROPOMAX KIDS LARANJA SPRAY 30ML,APIS FLORA,,"R$ 16,89",9993712,106389
334,APIS FLORA MEL ABELHA SACHE 40GR 0016,APIS FLORA,,"R$ 5,10",3248801,84909
335,EXTRATO PROP VERDE 70 30ML,APIS FLORA,,"R$ 39,90",5842802,94528
336,APIS FLORA BALA GENGIBRE CANELA 40G,APIS FLORA,,"R$ 4,99",5843103,67158
337,MEL BISNAGA APIS FLORA 340G,APIS FLORA,,"R$ 28,89",5848215,67163
338,APIS FLORA APILIMAO ORGANICO SPRAY 30ML,APIS FLORA,,"R$ 12,90",9991948,104670
339,APIS FLORA EXTRATO PROPOLIS VERDE 30ML,APIS FLORA,,"R$ 29,50",5848224,92422
340,MEL PROPOLIS AGRIAO GUACO 300G,SCHRAIBER,,"R$ 27,05",4692907,84911
341,APIS FLORA BALA GENGIBRE 01483,APIS FLORA,,"R$ 4,99",5843102,67157
342,APIS FLORA EXTRATO PROPOLIS 30ML 00008,APIS FLORA,,"R$ 18,29",5848207,67165
343,APIS FLORA PROPOMAX ZERO SPRAY 30ML,APIS FLORA,,"R$ 10,33",5848208,67168
344,APIS FLORA APIGUACO SPRAY 30ML 00029,APIS FLORA,,"R$ 10,33",5848211,67151
345,APIS FLORA APIGEN SPRAY 30ML 00045,APIS FLORA,,"R$ 10,33",5848217,67150
346,APIS FLORA APIROMA SPRAY 30ML,APIS FLORA,,"R$ 10,33",5848210,67155
347,APIS FLORA BALA GENG/MEL/PROPOL 40G,APIS FLORA,,"R$ 4,99",5848601,92417
348,APIS FLORA MEL SACHE 40G,APIS FLORA,,"R$ 6,89",9993713,106390
349,MEL PROP GUACO GENG SCHAIBER SPRAY 35ML,SCHRAIBER,,"R$ 19,90",4698303,84910
350,RITMONEURAN C/20CAPS,KLEY HERTZ,,"R$ 34,21",9188704,87989
351,APIS FLORA PROPOLIS PROPOMAX KIDS UVA SPRAY 30ML,APIS FLORA,,"R$ 16,89",9993711,106388
352,EPAREMA LIQ 200ML,HYPERA PHARMA,,"R$ 69,99",218623,81227
353,NATURETTI GELEIA 130GR,HYPERA PHARMA,,"R$ 78,25",248668,85277
354,APIS FLORA APISPRAY 30ML 00015,APIS FLORA,,"R$ 10,33",5848209,67156
355,EPAREMA C/20 DRG,HYPERA PHARMA,,"R$ 39,05",218620,81224
356,PROPOMAX DIA 140ML,APIS FLORA,,"R$ 36,12",9990064,102738
357,SUNDOWN NAT ZINCO 7MG C/90,SUNDOWN NESTLE,,"R$ 78,10",3570698,89214
358,NOVANOITE PASSIFLORA 320MG C/10CPR,SANOFI +,,"R$ 23,30",9992593,105839
359,OLEO DE LINHACA 1000MGR C/60 CAPS SCHRAI,SCHRAIBER,,"R$ 38,10",4690701,86102
360,PROPOMAX EXTRATO PROPOLIS C/30 CAPS,APIS FLORA,,"R$ 35,40",5842803,98001
361,PROPOMAX NOITE 140ML,APIS FLORA,,"R$ 36,12",9990063,102737
362,SUNDOWN NAT TRIPLE OMEGA C/120CAPS,SUNDOWN NESTLE,,"R$ 239,00",3570613,89211
363,SUNDOWN VITAMINA C 1000MG C/100 CPR,SUNDOWN NESTLE,,"R$ 195,70",3570620,90314
