,Título,Marca,Preço sem Desconto,Preço com Desconto,ID,SKU
209,ONDIF 8MG 10 UNI,HYPERA PHARMA,"R$ 87,59","R$ 74,45",8624301,86248
210,ORLISTATE GEN 120MG C/42 GERMED,GERMED,"R$ 186,52","R$ 151,62",214301,86379
211,Pantozol 40mg com 28 Comprimidos,TAKEDA,"R$ 425,09","R$ 361,33",9992313,105667
212,PROHN C/30CAPS,ACHE,,"R$ 123,90",9070218,98268
213,TRIMEBUTINA GEN 200MG C/30 CPR EURO,EUROFARMA,"R$ 78,84","R$ 51,34",1300602,93270
214,"Unizinco 17,60mg 100mL",MYRALIS PHARMA,"R$ 33,07","R$ 28,11",538712,67680
215,BENESTARE C/30COMP.,ASPEN PHARMA,,"R$ 55,93",6078612,98679
216,BIFILAC C/30 CPR,HYPERA PHARMA,,"R$ 123,38",9991062,103745
217,COLIC CALM SUSPENSAO ORAL 59ML,PHARMASCIENCE,"R$ 192,90","R$ 163,96",1978810,80155
218,CREON 25000 C/30CAPS **,ABBOTT,"R$ 168,96","R$ 143,62",538875,80727
219,Digedrat 200mg 30 Capsulas,HYPERA PHARMA,"R$ 139,49","R$ 118,57",9070833,97066
220,DOMPERIDONA GEN 10MG C/30CPR EUROFARMA**,EUROFARMA,"R$ 21,07","R$ 8,65",9992590,105837
221,DOMPERIDONA GEN 10MG C/60CPR EUROFARMA,EUROFARMA - GENÉRICO,"R$ 41,99","R$ 14,36",9993761,106435
222,EPOCLER TODO DIA 30 CPR,HYPERA PHARMA,,"R$ 15,90",9994194,105570
223,ESIO 40MG 28CPR,ACHE,"R$ 185,51","R$ 157,68",4950103,81803
224,ESOMEPRAZOL MAG GEN 20MG C/28 ASTRAZENECA**,SANDOZ,"R$ 137,80","R$ 33,90",1580802,94467
225,ESOMEX 40MG C/28 COMP REV,EMS,"R$ 247,62","R$ 210,48",212901,94570
226,FIBERNORM C/10 SACHE,TAKEDA,,"R$ 55,20",9078801,82468
227,FORFIG 100MG C/30CAPS,MOMENTA,,"R$ 101,04",1268689,98607
228,GENGIMIN 160MG C/15 COMP,FARMOQUIMICA,"R$ 44,58","R$ 37,89",9991575,104271
229,INZELM 20MG 60CPR,TAKEDA,"R$ 411,22","R$ 349,54",538807,83848
230,LANSOPRAZOL GEN 30MG C/28CAPS MEDLEY,MEDLEY,"R$ 194,55","R$ 145,90",1858694,84594
231,MAGNEN B6 C/30CPR **,MARJAN,,"R$ 116,48",618755,84595
232,MAGNESIA BISURADA C/10 PASTILHA MENTA,ASPEN PHARMA,,"R$ 10,51",138616,84893
233,MECLIN 25MG C/15CPR**,APSEN DO BRASIL,"R$ 28,22","R$ 23,99",130701,84894
234,MECLIN 50MG C/15CPR,APSEN DO BRASIL,"R$ 50,84","R$ 43,21",210206,84967
235,MESACOL MMX 1200MG C/30CPR,TAKEDA,"R$ 412,95","R$ 351,01",9350317,95785
236,MESALAZINA GEN 800MG C/30 CPR EMS,EMS - GENERICOS,,"R$ 113,00",9994070,106721
237,METILFENIDATO GEN 10MG 30CPR ALTHAIA,ALTHAIA,"R$ 30,27","R$ 18,98",8885591,86115
238,OLEO DE RICINO 30ML ADV,COLGATE,,"R$ 8,30",9993083,105124
239,ORLISTATE GEN 120MG 84CPS EMS,EMS,"R$ 373,03","R$ 348,44",9078678,87546
240,"REHIDRAT 50 4X7,625GR LARANJA",SUPERAFARMA,,"R$ 33,95",4998737,89010
241,SONRISAL 5X2 CPR,HALEON,,"R$ 14,58",1581401,89137
242,Sucrafilm 1G com 30 Comprimidos Mastigaveis,EMS,"R$ 73,42","R$ 62,41",1588631,89884
243,TROPINAL C/20CPR,EMS,"R$ 25,11","R$ 21,34",9070611,93329
244,VINTE B C/10 CAPS,MOMENTA,,"R$ 101,90",1850621,98862
245,ZincoPro 30 capsulas,MARJAN,"R$ 141,95","R$ 120,66",340818,91183
246,ADIPEPT 20MG C/ 28 CP,ACHE,"R$ 55,20","R$ 46,92",1702301,67797
247,BIDRILAC C/15 SACHES 1GR CADA,MEGALABS FARMACEUTICA SA-OTC,,"R$ 77,25",9992171,104902
248,BROMOPRIDA GEN 4MG GTS 20ML GERMED,GERMED - GENERICO,"R$ 19,73","R$ 8,94",9994066,106717
249,CLORIDRATO DE ONDANSETRONA GEN 4MG 10CPR ALTHAIA,ALTHAIA,"R$ 24,90","R$ 23,06",1978813,80154
250,CREON 10000 C/30CAPS,ABBOTT,"R$ 84,33","R$ 71,68",340826,98738
251,Divena 40mg 30 Comprimidos,ACHE,"R$ 67,47","R$ 57,35",1701428,80979
252,DROXAINE SUSP 240ML,MEGALABS FARMACEUTICA SA-OTC,,"R$ 42,89",1668606,81094
253,ELIXIR PAREGORICO 30ML,CATARINENSE,"R$ 26,66","R$ 22,66",9990125,102801
254,ENAVO 8MG C/10 CPR,EMS,"R$ 54,51","R$ 46,33",9990020,102693
255,ESOMEX 40MG C/56 COMP REV,EMS,"R$ 375,82","R$ 319,45",6070806,94497
256,ESTOMAZIL SEM SABOR 100G,HYPERA PHARMA,,"R$ 25,25",1868684,82366
257,FLORATIL 200MG C/6 CAPS,FARMOQUIMICA,,"R$ 46,72",1868685,82368
258,FLORATIL 200MG PED C/6 ENVELOPES**,FARMOQUIMICA,"R$ 46,72","R$ 39,90",4248806,82375
259,FLORAX SM ADL C/10FLAC SABOR FRAMBOESA 5ML,HEBRON,,"R$ 81,22",9993693,106372
260,FLORAX SM ADL C/5FLAC SABOR UVA 5ML,HEBRON,"R$ 52,41","R$ 44,90",9993694,106373
261,FLORAX SM PED C/5FLAC SABOR UVA 5ML,HEBRON,"R$ 40,49","R$ 34,90",9994102,106750
262,FLY 250MG C/10CAPS,BIOLAB,,"R$ 30,35",9991660,104362
263,GAESO 20MG C/28CPR,ACHE,"R$ 87,63","R$ 74,49",9181420,82702
264,GASTROL PASTILHA CX C/20,HYPERA PHARMA,"R$ 19,68","R$ 16,73",9070829,96164
265,GAZIA 40MG C/28 CPR,MOMENTA,"R$ 48,63","R$ 41,34",101033,94919
266,GUTTALAX 30ML*,SANOFI CONSUMO,"R$ 35,01","R$ 29,76",9992227,105619
267,HIDRALYTE 45 TUTTI FRUTI 500ML,NATULAB,,"R$ 14,89",130815,99668
268,INILOK 40MG C/30 CPR REV,APSEN DO BRASIL,"R$ 68,65","R$ 58,35",9991572,104268
269,INZELM 10MG 30CPR,TAKEDA,"R$ 196,67","R$ 167,17",9990970,103651
270,LACTO-LEVE AMEIXA SOLUCAO LIQUIDA C/120ML,HYPERA PHARMA,,"R$ 38,15",218636,83910
271,LEGALON 90MG C/30 DRG,MYLAN LABORATÓRIOS LTDA,,"R$ 141,74",138691,99716
272,LONIUM 40MG C/60 CPR,APSEN DO BRASIL,"R$ 137,01","R$ 116,46",618756,84597
273,MAGNESIA BISURADA COM 40 PASTILHAS,ASPEN PHARMA,,"R$ 41,95",210701,99892
274,MESACOL 250MG C/15 SUPOSITORIOS*,TAKEDA,"R$ 75,83","R$ 64,46",9991865,104587
275,MESALAZINA GEN 800MG COM 30 COMPRIMIDOS GERMED,GERMED - GENERICO,"R$ 106,14","R$ 92,15",9994069,106720
276,METILFENIDATO GEN 10MG 60CPR ALTHAIA,ALTHAIA,"R$ 60,58","R$ 34,32",9993857,106525
277,OMEPRAZOL GEN 10MG C/14CAPS EMS,EMS - GENERICOS,"R$ 25,15","R$ 7,98",211407,86376
278,Pantozol 20mg 56 comprimidos,TAKEDA,"R$ 529,10","R$ 449,74",1808501,86454
279,Pariet 20mg com 56 Comprimidos,CELLERA FARMA,"R$ 618,26","R$ 525,52",9608609,86517
280,PENTASA 1G C/28SUPOS,FERRING,"R$ 825,41","R$ 701,60",9608606,86521
281,PENTASA ENEMA 1G C/7 FRS 100ML,FERRING,"R$ 311,69","R$ 264,94",9991007,103690
282,PROBID C/15CAPS,APSEN,"R$ 68,16","R$ 57,94",1805801,87629
283,RESOLOR 1MG CPR.C/14,JANSSEN-CILAG,"R$ 157,12","R$ 133,55",1580806,99241
284,Restitue 40mg 30 comprimidos,EMS,"R$ 72,10","R$ 61,28",530808,88848
285,SIMETICONA GEN 40MG C/20CPR MEDLEY*,MEDLEY,"R$ 13,18","R$ 5,90",6071003,97802
286,TAMARINE FIBRAS KIDS MORANGO 240ML,HYPERA PHARMA,,"R$ 79,10",211411,89398
287,TECTA 40MG C/30CPR,TAKEDA,"R$ 379,05","R$ 322,19",6838602,89117
288,STREPSILS C/ 8 PASTILHAS,RECKITT BENCKISER,,"R$ 14,47",9990379,103053
289,CLARITIN 10MG COM 12 COMPRIMIDO,BAYER,,"R$ 21,49",1928623,86485
290,PASTILHA VICK MENTOL ENV C/5,PROCTER&GAMBL-OTC,,"R$ 3,13",998768,82408
291,FLUIMUCIL 200MG C/16 CPR EFERV **,ZAMBON,,"R$ 54,61",658601,66601
292,AEROLIN SOL 10ML**,GSK,"R$ 22,74","R$ 19,33",1738644,68805
293,CLENIL JET HFA 250MG 14G 200 DOSES,CHIESI,"R$ 80,69","R$ 68,59",9181806,85381
294,NEOSORO ADULTO 30ML**,NEO QUIMICA,"R$ 11,55","R$ 3,99",100937,85187
295,MUCOSOLVAN XPE PED 120ML,SANOFI CONSUMO,"R$ 37,52","R$ 31,89",1261003,66333
296,ABRILAR LIQ 100ML**,FARMOQUIMICA,"R$ 45,03","R$ 38,28",1928628,86479
297,Vick 5 Pastilhas Sabor Cereja,PROCTER&GAMBL-OTC,,"R$ 3,13",1738814,68802
298,CLENIL COMPOSITUM HFA SPRAY ORAL 200DS,CHIESI,"R$ 61,55","R$ 52,32",9994697,107011
299,FLUIMUCIL 600MG 60CPR EFERVESCENTES,ZAMBON,"R$ 137,79","R$ 89,90",658686,67417
300,AVAMYS SPRAY NASAL 120DOSES**,GSK,"R$ 70,72","R$ 60,11",1158601,93860
301,CLENIL HFA 200MCG SPRAY**,CHIESI,"R$ 81,81","R$ 69,54",998760,82410
302,FLUIMUCIL 600MG 16CPR EFERVESCENTES,ZAMBON,"R$ 69,51","R$ 56,90",1928620,86483
303,PASTILHA VICK LIMAO ENV C/5,PROCTER&GAMBL-OTC,,"R$ 3,13",1732701,99244
304,TRIMBOW 100+6+12.5 MCG/DOSE C/120 DOSES**,CHIESI,"R$ 447,42","R$ 380,31",1738649,68799
305,CLENIL A C/10FLAC**,CHIESI,"R$ 86,24","R$ 73,30",1928626,90277
306,"Vick Vaporub 28,2mg + 52,6mg + 13,3mg 12g",PROCTER&GAMBL-OTC,,"R$ 18,41",558693,84434
307,LORATADINA GEN 10MG C/12CPR BIOSTI**,BIOSINTÉTICA,"R$ 50,65","R$ 16,90",9188702,85256
308,NARIDRIN INFANTIL,LEGRAND,"R$ 22,02","R$ 18,72",9358866,66468
309,ACETILCISTEINA GEN 200MG C/16ENV EMS,EMS,"R$ 31,23","R$ 18,74",108605,67386
310,ATROVENT GTS 20ML**,BOEHRINGER INGELHEIM,"R$ 29,56","R$ 25,13",998756,82416
311,FLUIMUCIL-D 600MG 16ENV **,ZAMBON,,"R$ 77,22",9992026,104748
312,VICK XAROPE PED 120ML,MYRALIS PHARMA,,"R$ 36,01",538737,94162
313,DESLORATADINA 0.5MG/ML 60ML GEN MEDLEY**,MEDLEY,"R$ 46,03","R$ 18,90",618738,85182
314,MUCOFAN XPE PED 100ML,UNIAO QUIMICA,"R$ 18,20","R$ 15,47",9990093,102768
315,NASOAR KIT FRASCO+ 30 SACHES,MYRALIS PHARMA,"R$ 99,00","R$ 84,90",109001,67387
316,ATROVENT N 20MCG/DOSE 10ML**,BOEHRINGER INGELHEIM,"R$ 39,63","R$ 33,69",650905,66602
317,AEROLIN SPRAY 100MCG 200 DOSES**,GSK,"R$ 26,90","R$ 19,90",1738669,68803
318,CLENIL HFA 250MCG SPRAY 14G.200DOSES**,CHIESI,"R$ 80,69","R$ 68,59",218716,68058
319,BRONCHO-VAXOM 7MG AD C/10CAPS,CHIESI,"R$ 103,27","R$ 83,76",341803,92001
320,SORINE H 3% SOL NASAL 50ML,ACHE,,"R$ 27,83",451810,87936
321,"Rinosoro Jet 0,9% Jato Continuo 100ml",HYPERA PHARMA,"R$ 49,80","R$ 42,33",658681,88505
322,Seretide Spray 25/250mcg 120 Doses,GSK,"R$ 294,07","R$ 249,96",448804,88870
323,Singulair 5mg 30 Comprimidos,MSD,"R$ 88,17","R$ 74,94",1730101,82494
324,FOSTAIR SPRAY 100/6MCG 120 DOSES**,CHIESI,"R$ 196,83","R$ 167,31",1838836,95689
325,"MAXIDRATE GEL NASAL 6,0MG/G 30G**",LIBBS,,"R$ 50,28",9991751,104458
326,MONTELUCASTE GEN 4MG 30COMP MAST. BIO,ACHE,"R$ 107,64","R$ 39,90",451801,87935
327,Rinosoro Gotas 30ml,HYPERA PHARMA,,"R$ 22,48",1590233,91119
328,Symbicort Turbuhaler 6/200mcg 120 Doses,FARMOQUIMICA,"R$ 162,20","R$ 137,87",1150501,82495
329,FOSTAIR DPI 100MCG/6MCG C/120DOSES,CHIESI,"R$ 196,83","R$ 167,31",9992597,105842
330,FOSTAIR SPRAY 200/6MCG 120 DOSES,CHIESI,"R$ 237,30","R$ 201,70",618736,85181
331,MUCOFAN XPE AD 100ML*,UNIAO QUIMICA,"R$ 25,81","R$ 21,94",9993021,105067
332,RINOSORO ALTO VOL 30SACH+FR 250ML,HYPERA PHARMA,"R$ 94,98","R$ 80,73",451807,87937
333,"Rinosoro SIC 0,9% Adulto Spray Nasal 50ml",HYPERA PHARMA,,"R$ 34,24",2048707,93015
334,SINUSTRAT GTS 30ML,BIOLAB,,"R$ 27,60",108698,98488
335,"SPIOLTO RESPIMAT 2,5/2,5MCG 60 DOSES",BOEHRINGER INGELHEIM,"R$ 377,71","R$ 321,05",9993045,105090
336,ACETILCISTEINA GEN 600MG C/16ENV GERMED,GERMED,"R$ 60,38","R$ 42,43",451809,87940
337,"Rinosoro SIC 0,9% Infantil Spray Nasal 50ml",HYPERA PHARMA,,"R$ 35,28",1928619,90269
338,VICK INALADOR UNID,PROCTER&GAMBL-OTC,,"R$ 17,78",1928631,90279
339,Vick Vaporub Pomada 50g,PROCTER&GAMBL-OTC,,"R$ 58,20",558864,68111
340,BUSONID AQUOSO 32MCG 120DOSES**,ACHE,"R$ 29,67","R$ 25,22",9994086,105539
341,CLENIL COMPOSITUM 10FLAC 2ML,CHIESI,"R$ 86,24","R$ 73,30",1738651,68804
342,CLENIL HFA 50MG SPRAY ORAL 200DOSES**,CHIESI,"R$ 49,99","R$ 42,49",9994177,106823
343,"NASOAR INFANTIL 1,08GR 15 ENV REFIL",MYRALIS PHARMA,"R$ 49,90","R$ 42,90",578615,85264
344,NASONEX SPRAY NASAL 120DOSES 18GR**,SUPERAFARMA,"R$ 64,95","R$ 55,21",451808,87938
345,RINOSORO SIC 3% SPRAY 50ML*,HYPERA PHARMA,,"R$ 34,24",9991769,104477
346,SALSEP LENCOS NASAIS KIDS 30UN,LIBBS,,"R$ 23,50",100958,89051
347,"Spiriva Respimat 2,5mcg 60 Doses 4ml",BOEHRINGER INGELHEIM,"R$ 483,50","R$ 410,98",1928632,90278
348,Vick Vaporub Pomada 30g,PROCTER&GAMBL-OTC,,"R$ 38,86",9078692,66469
349,ACETILCISTEINA GEN 200MG C/16ENV EURO**,EUROFARMA,"R$ 35,79","R$ 26,92",9358898,66473
350,ACETILCISTEINA GEN XPE AD 120ML EMS,EMS,"R$ 42,65","R$ 34,90",1738609,67557
351,BAMIFIX 300MG 20CPR*,CHIESI,"R$ 42,68","R$ 36,28",5860201,94229
352,DYMISTA SPRAY NASAL 23G,MYRALIS PHARMA,"R$ 148,82","R$ 126,50",4411801,84778
353,MARESIS SOL SPRAY 100ML,FARMOQUIMICA,,"R$ 52,31",9188701,85254
354,NARIDRIN ADULTO 15ML,LEGRAND,"R$ 22,86","R$ 19,43",9994185,105564
355,"NASOAR INFANTIL 0,9% SOLUÇÃO NASAL 15ENV + LAVADOR NASA...",MYRALIS PHARMA,,"R$ 68,90",9991379,104071
356,"RINOSORO JET XT JATO CONTINUO 0,9% 100ML",HYPERA PHARMA,,"R$ 64,95",3960901,96224
357,Sedavan Xarope Adulto 100ml,FARMOQUIMICA,,"R$ 37,48",558856,66718
358,ALENIA 12/400MCG C/60CAPS+INALADOR**,ACHE,"R$ 188,22","R$ 159,99",100950,67718
359,Berotec Aerosol 100mg com 10mL,BOEHRINGER INGELHEIM,"R$ 32,78","R$ 27,86",572705,80582
360,DESALEX 5MG C/30CPR,SUPERAFARMA,"R$ 121,92","R$ 103,63",9993020,105066
361,RINOSORO ALTO VOLUME C 30 SACHES,HYPERA PHARMA,"R$ 79,17","R$ 67,29",7252002,97989
362,VICK BABYRUB 50GR POTE,PROCTER&GAMBL-OTC,,"R$ 59,99",9078690,66467
363,ACETILCISTEINA GEN 100MG C/16ENV EURO,EUROFARMA,"R$ 32,05","R$ 25,26",658692,91759
364,ANORO ELLIPTA 62.5/25MCG 30 DOSES*,GSK,"R$ 371,25","R$ 315,56",558865,68112
365,BUSONID AQUOSO 64MCG 120DOSES,ACHE,"R$ 35,58","R$ 30,24",558818,68114
366,BUSONID AQUOSO NASAL 50MCG 120DOSES**,ACHE,"R$ 43,55","R$ 37,02",572704,80584
367,DESALEX XAROPE 100ML,SUPERAFARMA,"R$ 89,92","R$ 76,43",572702,80585
368,DESALEX XAROPE 60ML,SUPERAFARMA,"R$ 62,84","R$ 53,41",1262001,91491
369,MARESIS AR SPRAY JATO CONTINUO 100ML,FARMOQUIMICA,,"R$ 58,01",1262002,91492
370,Maresis Baby Solucao Spray Nasal 100ml,FARMOQUIMICA,,"R$ 52,31",342704,97545
371,MONTELAIR 4MG C/60 COMP,ACHE,"R$ 117,01","R$ 99,46",578623,85265
372,NASONEX SPRAY NASAL 60DOSES 9GR*,SUPERAFARMA,"R$ 46,62","R$ 39,63",340811,91004
373,NOTUSS TSS XPE PED 120ML,ACHE,,"R$ 23,81",570257,87040
374,Predsim 60mL,HYPERA PHARMA,"R$ 34,73","R$ 29,52",622701,99221
375,ALLENASAL 55MG SPRAY NASAL 120 DOSES,SANOFI CONSUMO,"R$ 70,71","R$ 60,10",572701,80581
376,DESALEX 5MG C/10CPR,SUPERAFARMA,"R$ 78,51","R$ 66,73",998721,82407
377,FLUIMUCIL 10% 5AMP 3ML**,ZAMBON,"R$ 35,47","R$ 30,15",348846,85129
378,MONTELAIR 10MG C/30CPR,ACHE,"R$ 73,01","R$ 62,06",9070809,85133
379,MONTELUCASTE GEN 5MG C/30CPR MAST.EURO**,EUROFARMA,"R$ 107,87","R$ 54,02",9188885,85253
380,NARIDRIN 12HS AD 30ML,LEGRAND,"R$ 36,67","R$ 31,17",1838832,88414
381,SALSEP SOL NASAL 360 50ML,LIBBS,,"R$ 28,74",340115,89016
382,SORINE AD 30ML,ACHE,"R$ 26,19","R$ 22,26",340801,89020
383,SORINE SSC SOL NASAL SPRAY 100ML,ACHE,,"R$ 40,30",9990241,102917
384,VICK XAROPE 44E 240ML,PROCTER&GAMBL-OTC,,"R$ 64,71",9993959,106616
385,ACETILCISTEINA GEN 600MG C/16ENV EURO,EUROFARMA,"R$ 79,64","R$ 55,80",210304,66712
386,ALEKTOS 20MG 30 CPR,HYPERA PHARMA,"R$ 135,00","R$ 114,75",558841,66720
387,ALENIA 6/200MCG C/60CAPS REFIL,ACHE,"R$ 110,84","R$ 94,21",9993576,105401
388,AMBROXOL GEN XPE AD 120ML CIMED,EMS - GENERICOS,"R$ 28,24","R$ 22,56",218715,68056
389,"BRONCHO-VAXOM 3,5MG PED C/10CAPS**",CHIESI,"R$ 69,72","R$ 62,73",1708659,82999
390,GOTAS BINELLI 10ML**,MEGALABS FARMACEUTICA SA-OTC,,"R$ 21,89",218827,83453
391,KALOBA GOTAS 20ML,HERBARIUM,"R$ 94,62","R$ 80,43",78680,85041
392,MIFLONIDE 400MCG C/60CAPS,NOVARTIS,"R$ 95,83","R$ 81,46",108638,85186
393,Mucosolvan 6mg/mL 1 frasco com 120mL,SANOFI CONSUMO,"R$ 52,13","R$ 44,31",9078845,85719
394,NOEX 50MCG 200DOSES,EUROFARMA,"R$ 74,53","R$ 63,35",6071801,97784
395,RINOSORO JET DESCONGESTIONANTE INFANTIL 0.9% 100ML,HYPERA PHARMA,"R$ 49,80","R$ 42,33",9991926,104648
396,"RINOSORO JET XT INFANTIL 0,9% 100ML",RINOSORO,,"R$ 64,95",658680,88504
397,Seretide Spray 25/125mcg 120 Doses,GSK,"R$ 180,98","R$ 153,83",448803,88866
398,Singulair 10mg 30 Comprimidos,MSD,"R$ 88,17","R$ 74,94",9993889,106553
399,SINUSEC SPRAY NASAL 30ML,BIOLAB,"R$ 56,27","R$ 52,90",2048706,88882
400,Sinustrat Nasal 10ml,BIOLAB,,"R$ 21,42",9992104,104826
401,SULFATO DE SALBUTAMOL GEN SPRAY 100MCG 200DOSES GLENMAR...,ABBOTT,"R$ 31,95","R$ 14,90",652701,99218
402,TRELEGY 100/62.5/25MCG C/30DS+ APAR**,GSK,"R$ 419,49","R$ 356,57",1590230,90089
403,Vannair 6/200mcg 120 Doses,ASTRAZENECA,"R$ 203,97","R$ 173,37",1978772,90228
404,VIBRAL XPE PED 1.5MG/ML 120ML,ABBOTT,"R$ 25,01","R$ 21,26",530330,90523
405,Zanidip 10mg com 30 Comprimidos,SANOFI- AVENTIS,"R$ 141,87","R$ 120,59",1261005,66334
406,ABRILAR LIQ 200ML**,FARMOQUIMICA,"R$ 98,74","R$ 83,93",1738611,67558
407,BAMIFIX 600MG 20CPR*,CHIESI,"R$ 68,10","R$ 57,88",108613,67845
408,BISOLVON XPE PEDIATRICO 120ML,SANOFI CONSUMO,,"R$ 27,06",218722,68059
409,BRONCHO-VAXOM 7MG AD C/30CAPS,CHIESI,"R$ 296,52","R$ 266,75",538830,93745
410,Cloridrato de Bromexina 4mg Xarope Pediatrico 120ml,MEDLEY,"R$ 23,95","R$ 15,90",210207,80236
411,DAXAS 500MG C/30 COMP REVES**,ASTRAZENECA,"R$ 305,79","R$ 259,92",9352705,80610
412,DESLORATADINA GEN 5MG 30CPR EMS,EMS,"R$ 133,30","R$ 60,04",650907,82275
413,Flixotide Spray 250mcg 60 Doses,GSK,"R$ 149,64","R$ 127,19",9991014,103697
414,LORATADINA 10MG 12CPR,UNIAO QUIMICA,"R$ 21,61","R$ 18,37",9358626,84437
415,LORATADINA GEN XPE 100ML EMS**,EMS,"R$ 37,52","R$ 15,40",348864,95817
416,MONTELAIR 4MG C/30 COMP,ACHE,"R$ 73,01","R$ 62,06",9990898,103577
417,MONTELUCASTE 10MG C/30 CPR GEN EUROFARMA,EUROFARMA,"R$ 107,61","R$ 51,38",340812,91003
418,NOTUSS TSS XPE ADULTO 120ML,ACHE,,"R$ 27,63",6071802,97785
419,RINOSORO XT GOTAS 30ML,HYPERA PHARMA,,"R$ 26,93",9993213,105266
420,RIZI-M 5+10MG 14CPR,HYPERA PHARMA,"R$ 139,07","R$ 118,21",1838812,88415
421,SALSEP SOL NASAL 50ML**,LIBBS,,"R$ 24,93",998752,88475
422,Seki Gotas 15ml,ZAMBON,,"R$ 51,60",340117,89018
423,SORINE INF 30ML,ACHE,,"R$ 17,53",7160809,97161
424,STREPSILS LARANJA C/16 PASTILHAS,RECKITT BENCKISER,,"R$ 28,17",1590232,91080
425,Symbicort Turbuhaler 6/100mcg 120 Doses,FARMOQUIMICA,"R$ 193,62","R$ 164,58",1590226,89259
426,Symbicort Turbuhaler 6/100mcg com 60 Doses,FARMOQUIMICA,"R$ 155,12","R$ 131,85",1590227,89260
427,Symbicort Turbuhaler 6/200mcg 60 Doses,FARMOQUIMICA,"R$ 129,24","R$ 109,85",128628,89456
428,Teolong 100mg com 30 Comprimidos,ABBOTT,"R$ 24,32","R$ 20,67",1928630,90281
429,VICK XAROPE 44E 120ML,PROCTER&GAMBL-OTC,,"R$ 36,01",9358892,66470
430,ACETILCISTEINA GEN 600MG C/16ENV EMS**,EMS,"R$ 60,22","R$ 51,90",9992112,104834
431,ACETILCISTEINA GEN XPE AD 120ML GERMED,GERMED - GENERICO,"R$ 42,65","R$ 33,79",558861,66717
432,ALENIA 12/400MCG C/60CAPS REFIL,ACHE,"R$ 149,14","R$ 126,77",2152701,66896
433,AMINOFILINA 100MG C/20CPR GEN TEUTO,TEUTO,"R$ 5,74","R$ 5,20",9352704,80608
434,DESLORATADINA GEN 5MG 10CPR EMS,EMS,"R$ 55,50","R$ 22,30",9358842,82036
435,EXPEC XPE 120ML,LEGRAND,"R$ 45,99","R$ 29,90",1580610,95294
436,"Liromag 50/2,85mg 30 Sachês 1g",EMS,,"R$ 71,01",9995042,107023
437,NASOAR REFIL C 30 ENV,MYRALIS PHARMA,,"R$ 77,90",1708643,86514
438,Penetro Inalante 45mL,MEGALABS FARMACEUTICA SA-OTC,,"R$ 30,91",341704,92734
439,PRELONE 11MG/ML GOTAS 20ML,ACHE,"R$ 37,64","R$ 31,99",1598635,87384
440,"Pulmicort Suspensao para Nebulizacao 0,25mg com 20 Fras...",FARMOQUIMICA,"R$ 219,48","R$ 186,56",3250801,91020
441,Seebri 50mcg 30 capsulas,NOVARTIS,"R$ 282,80","R$ 240,38",658673,88503
442,Seretide Diskus 50/500mcg 60 Doses,GSK,"R$ 294,07","R$ 249,96",441702,88868
443,SINGULAIR 4MG C/30CPR,MSD,"R$ 88,17","R$ 74,94",341802,89019
444,SORINE NEBL.45ML,ACHE,,"R$ 26,51",100841,89123
445,Striverd Respimat 25mcg 4ml,BOEHRINGER INGELHEIM,"R$ 192,56","R$ 163,68",1590229,89258
446,Symbicort Turbuhaler 12/400mcg 60 Doses,FARMOQUIMICA,"R$ 203,97","R$ 173,37",72701,93252
447,Ultibro 110+50mcg 30 Capsulas + 1 Inalador,GLENMARK,"R$ 357,98","R$ 304,28",4998666,93295
448,VANISTO 62.5MCG C/30 DOSES**,GSK,"R$ 218,62","R$ 185,83",9358888,66448
449,ACEBROFILINA GEN XPE AD 120ML EMS **,EMS,"R$ 37,85","R$ 19,90",9358893,66475
450,ACETILCISTEINA GEN XPE PED 120ML EMS20MG,EMS,"R$ 32,01","R$ 28,90",9991684,104386
451,"ALEKTOS 2,5MG/ML PED 120ML",HYPERA PHARMA,"R$ 84,32","R$ 71,67",558826,66721
452,ALENIA 6/200MCG C/60CAPS+INALADOR**,ACHE,"R$ 165,04","R$ 140,28",9991827,104541
453,AMOME SPRAY NASAL C/120 ACIONAMENTOS 50MCG,HYPERA PHARMA,"R$ 64,95","R$ 55,21",538831,93744
454,BROMEXINA GEN XPE ADULTO 120ML MEDLEY,MEDLEY,"R$ 30,83","R$ 19,50",340222,68061
455,BRONDILAT XPE PED 120ML,ACHE,"R$ 43,57","R$ 37,03",9992106,104828
456,DIPROPIONATO DE BECLOMETASONA GEN 250MCG 200 DOSES GLEN...,ABBOTT,"R$ 65,74","R$ 56,79",578618,82417
457,FLUIR 12MCG C/30CAPS C/INAL **,HYPERA PHARMA,"R$ 84,77","R$ 72,05",9351801,95461
458,LORATADINA+PSEUDOE.GEN 60ML EMS,EMS,"R$ 34,82","R$ 20,89",342703,95818
459,MONTELAIR 4MG C/60 SACHES,ACHE,"R$ 168,10","R$ 142,88",348862,95819
460,MONTELAIR 5MG C/30CPR MAST CEREJA,ACHE,"R$ 73,01","R$ 62,06",70902,86186
461,ONBRIZE 300MG C/30CAPS + INALADOR,GLENMARK,"R$ 184,86","R$ 157,13",1458603,92678
462,Porta Comprimmidos Daily Oliva,PILBOX - MEDINOVA LIFE SCIENCES IMPORT E DIST PRO,,"R$ 23,50",1591701,87385
463,"Pulmicort Suspensao para Nebulizacao 0,25mg com 5 Frasc...",FARMOQUIMICA,"R$ 54,76","R$ 46,55",4992701,87554
