,ean,produto,marca,farmacia,preco com desconto,preco sem desconto,% desconto,descricao
2240,7896082900047,"Acnase Gel 50mg/g, bisnaga com 20g de gel de uso dermatológico",Biolab,Drogaven,29.9,47.09,-0.37,"Acnase Gel 50mg/g, bisnaga com 20g de gel de uso dermatológico"
2241,7896658034008,"Zior 250mg, 28 comprimidos",Aché,Drogaven,129.23,129.23,0.0,"Zior 250mg, 28 comprimidos"
2242,7897930761568,"Avicis 0,25mg/mL, frasco com 100mL de solução de uso dermatológico + aplicador",Galderma,Drogaven,228.56,228.56,0.0,"Avicis 0,25mg/mL, frasco com 100mL de solução de uso dermatológico + aplicador"
2243,7898948648377,"Vagifem 10mcg, 18 aplicadores preenchidos com comprimidos revestidos de uso vaginal",,Drogaven,143.88,143.88,0.0,"Vagifem 10mcg, 18 aplicadores preenchidos com comprimidos revestidos de uso vaginal"
2244,7894916503747,"Malena HCT 20mg + 12,5mg, 30 comprimidos",EMS Sigma Pharma,Drogaven,37.2,37.2,0.0,"Malena HCT 20mg + 12,5mg, 30 comprimidos"
2245,7894916146241,"Citrato de Sildenafila Legrand 50mg, caixa com 8 comprimidos revestidos",Legrand,Drogaven,23.82,23.82,0.0,"Citrato de Sildenafila Legrand 50mg, caixa com 8 comprimidos revestidos"
2246,7898430191879,"Peg-Lax 14 sachês de 17,5g de pó para solução oral, sabor limão",Myralis,Drogaven,46.2,46.2,0.0,"Peg-Lax 14 sachês de 17,5g de pó para solução oral, sabor limão"
2247,7896658004810,"Remilev 250mg + 60mg, 20 comprimidos revestidos",Aché,Drogaven,71.96,71.96,0.0,"Remilev 250mg + 60mg, 20 comprimidos revestidos"
2248,7898029558816,"Vastarel MR 35mg, 60 comprimidos revestidos",Servier,Drogaven,189.96,189.96,0.0,"Vastarel MR 35mg, 60 comprimidos revestidos"
2249,7891317005351,"Ebastel 10mg, 10 comprimidos revestidos",Eurofarma,Drogaven,70.39,70.39,0.0,"Ebastel 10mg, 10 comprimidos revestidos"
2250,7891106914031,"Primogyna 1mg, 28 comprimidos revestidos",Bayer,Drogaven,52.91,52.91,0.0,"Primogyna 1mg, 28 comprimidos revestidos"
2251,7896094202771,"Cardilol 12,5mg, 30 comprimidos",Libbs,Drogaven,45.57,45.57,0.0,"Cardilol 12,5mg, 30 comprimidos"
2252,7891317496760,"Plaq 75mg, 30 comprimidos revestidos",Eurofarma,Drogaven,64.6,64.6,0.0,"Plaq 75mg, 30 comprimidos revestidos"
2253,7895296211062,"Cloridrato de Diltiazem Nova Química 30mg, 50 comprimidos",Nova Química,Drogaven,23.43,23.43,0.0,"Cloridrato de Diltiazem Nova Química 30mg, 50 comprimidos"
2254,7896112126478,"Cloridrato de Metformina Teuto 500mg, 30 comprimidos",Teuto,Drogaven,7.98,7.98,0.0,"Cloridrato de Metformina Teuto 500mg, 30 comprimidos"
2255,7896004780184,"Ácido Ursodesoxicólico EMS 150mg, caixa com 30 comprimidos",EMS,Drogaven,87.81,87.81,0.0,"Ácido Ursodesoxicólico EMS 150mg, caixa com 30 comprimidos"
2256,7891317488727,"Leg 50mg, frasco com 100mL de xarope + seringa dosadora + adaptador",Eurofarma,Drogaven,69.75,69.75,0.0,"Leg 50mg, frasco com 100mL de xarope + seringa dosadora + adaptador"
2257,7896004768380,"Ácido Acetilsalicílico EMS 100mg, blíster com 10 comprimidos",EMS,Drogaven,7.01,7.01,0.0,"Ácido Acetilsalicílico EMS 100mg, blíster com 10 comprimidos"
2258,7896181918950,"Alenia 12mcg + 400mcg, 60 cápsulas gelatinosas duras com pó de uso inalatório + 1 inalador",Aché,Drogaven,188.22,188.22,0.0,"Alenia 12mcg + 400mcg, 60 cápsulas gelatinosas duras com pó de uso inalatório + 1 inalador"
2259,7896658008740,"Levoid 25mcg, 30 comprimidos",Aché,Drogaven,17.27,17.27,0.0,"Levoid 25mcg, 30 comprimidos"
2260,7896672201523,"Fluibron A 7,5mg/mL, 10 flaconetes com 2mL de solução para nebulização",Chiesi,Drogaven,61.42,61.42,0.0,"Fluibron A 7,5mg/mL, 10 flaconetes com 2mL de solução para nebulização"
2261,7896112403418,Contractubex Gel bisnaga com 20g de gel de uso dermatológico,Biolab,Drogaven,114.99,114.99,0.0,Contractubex Gel bisnaga com 20g de gel de uso dermatológico
2262,7891317193164,"Itraconazol Eurofarma 100mg, 15 cápsulas duras",Eurofarma,Drogaven,161.54,161.54,0.0,"Itraconazol Eurofarma 100mg, 15 cápsulas duras"
2263,7896658033582,"Ekson 100mg + 25mg, 30 comprimidos",Aché,Drogaven,52.26,52.26,0.0,"Ekson 100mg + 25mg, 30 comprimidos"
2264,7896004700571,"Carbocisteína EMS 50mg/mL, frasco com 100mL de xarope adulto + copo medidor",EMS,Drogaven,31.59,31.59,0.0,"Carbocisteína EMS 50mg/mL, frasco com 100mL de xarope adulto + copo medidor"
2265,7897411600393,"Benicar Triplo 40mg + 12,5mg + 5mg, 30 comprimidos revestidos",Daiichi-Sankyo,Drogaven,170.04,170.04,0.0,"Benicar Triplo 40mg + 12,5mg + 5mg, 30 comprimidos revestidos"
2266,7891317015343,"Permese 5mg/mL + 2mg/mL, ampolas com 1mL de suspensão de uso injetável + seringa",Eurofarma,Drogaven,28.85,28.85,0.0,"Permese 5mg/mL + 2mg/mL, ampolas com 1mL de suspensão de uso injetável + seringa"
2267,7896004725536,"Travamed 0,04mg/mL, frasco com 2,5mL de solução de uso oftálmico",Germed Pharma,Drogaven,142.42,142.42,0.0,"Travamed 0,04mg/mL, frasco com 2,5mL de solução de uso oftálmico"
2268,7896422528764,"Zinpass 20mg, 30 comprimidos revestidos",Medley,Drogaven,88.96,109.82,-0.19,"Zinpass 20mg, 30 comprimidos revestidos"
2269,7896112105619,"Nistatina Suspensão Oral Teuto 100.000UI/mL, frascos com 50mL de suspensão de uso oral + copo medidor",Teuto,Drogaven,29.69,29.69,0.0,"Nistatina Suspensão Oral Teuto 100.000UI/mL, frascos com 50mL de suspensão de uso oral + copo medidor"
2270,7896112198246,"Afopic 5mg, 20 comprimidos",Teuto,Drogaven,12.8,12.8,0.0,"Afopic 5mg, 20 comprimidos"
2271,7896004712970,"Mesalazina Germed Pharma 800mg, 30 comprimidos revestidos",Germed Pharma,Drogaven,106.14,106.14,0.0,"Mesalazina Germed Pharma 800mg, 30 comprimidos revestidos"
2272,7895296282239,"Meloxicam Nova Química 7,5mg, 10 comprimidos",Nova Química,Drogaven,29.13,29.13,0.0,"Meloxicam Nova Química 7,5mg, 10 comprimidos"
2273,7896658014215,"Montelair 10mg, caixa contendo 30 comprimidos revestidos",Aché,Drogaven,71.57,71.57,0.0,"Montelair 10mg, caixa contendo 30 comprimidos revestidos"
2274,7898029552128,"Diamicron MR 30mg, 30 comprimidos revestidos",Servier,Drogaven,48.77,48.77,0.0,"Diamicron MR 30mg, 30 comprimidos revestidos"
2275,7892953001745,"Flodin Duo 150mg, 10 comprimidos de liberação prolongada",Zodiac,Drogaven,57.22,57.22,0.0,"Flodin Duo 150mg, 10 comprimidos de liberação prolongada"
2276,7897595901576,"Puran T4 175mcg, 30 comprimidos",Sanofi,Drogaven,32.28,32.28,0.0,"Puran T4 175mcg, 30 comprimidos"
2277,7896658005299,"Flogoral 1,5mg/mL, caixa contendo frasco spray com 30mL de colutório sabor cereja",Aché,Drogaven,37.49,37.49,0.0,"Flogoral 1,5mg/mL, caixa contendo frasco spray com 30mL de colutório sabor cereja"
2278,7897411611030,"BenicarAnlo 40mg + 10mg, 30 comprimidos revestidos",Daiichi-Sankyo,Drogaven,96.9,96.9,0.0,"BenicarAnlo 40mg + 10mg, 30 comprimidos revestidos"
2279,7897595602114,"Alopurinol Sandoz 300mg, 30 comprimidos",Sandoz,Drogaven,35.82,35.82,0.0,"Alopurinol Sandoz 300mg, 30 comprimidos"
2280,7891317025090,"Aires 20mg/mL, frasco com 120mL de xarope + copo medidor",Eurofarma,Drogaven,35.16,35.16,0.0,"Aires 20mg/mL, frasco com 120mL de xarope + copo medidor"
2281,7897595900722,"Clorana 50mg, 20 comprimidos",Sanofi,Drogaven,14.72,14.72,0.0,"Clorana 50mg, 20 comprimidos"
2282,7896004775326,"Imussuprex 50mg, 50 comprimidos revestidos",Germed Pharma,Drogaven,176.16,176.16,0.0,"Imussuprex 50mg, 50 comprimidos revestidos"
2283,7896094908529,"Doril Enxaqueca 250mg + 250mg + 65mg, 18 comprimidos revestidos",Cosmed,Drogaven,39.98,39.98,0.0,"Doril Enxaqueca 250mg + 250mg + 65mg, 18 comprimidos revestidos"
2284,7894916510417,"Olmy HCT 20mg + 12,5mg, 30 comprimidos revestidos",EMS Sigma Pharma,Drogaven,75.48,75.48,0.0,"Olmy HCT 20mg + 12,5mg, 30 comprimidos revestidos"
2285,7891317007454,"Rehidrat 50, 50,84mg/g + 66,82mg/g + 59,77mg/g + 822,64mg/g, 4 envelopes com 7,340g de pó para solução de uso oral",Eurofarma,Drogaven,34.65,34.65,0.0,"Rehidrat 50, 50,84mg/g + 66,82mg/g + 59,77mg/g + 822,64mg/g, 4 envelopes com 7,340g de pó para solução de uso oral"
2286,7897137900364,"Hylo-Comod 1mg/mL, frasco com 10mL de solução de uso oftálmico",FBM Farma,Drogaven,98.75,98.75,0.0,"Hylo-Comod 1mg/mL, frasco com 10mL de solução de uso oftálmico"
2287,7891106907019,"Xarelto 15mg, 28 comprimidos revestidos",Bayer,Drogaven,364.27,364.27,0.0,"Xarelto 15mg, 28 comprimidos revestidos"
2288,7897337716307,"Mercilon 0,15mg + 0,02mg, 21 comprimidos",Organon,Drogaven,60.39,60.39,0.0,"Mercilon 0,15mg + 0,02mg, 21 comprimidos"
2289,7896241225547,"Ablok Plus 100mg + 25mg, 30 comprimidos",Biolab,Drogaven,72.82,72.82,0.0,"Ablok Plus 100mg + 25mg, 30 comprimidos"
2290,7896112406082,"Cronocor 25mg, 60 comprimidos",Biolab,Drogaven,45.99,45.99,0.0,"Cronocor 25mg, 60 comprimidos"
2291,7891721020094,"Levotiroxina Sódica Merck 125mcg, 30 comprimidos",Merck,Drogaven,14.36,14.36,0.0,"Levotiroxina Sódica Merck 125mcg, 30 comprimidos"
2292,7898075317955,"Fexx 180mg, 10 comprimidos revestidos",1Farma,Drogaven,76.27,76.27,0.0,"Fexx 180mg, 10 comprimidos revestidos"
2293,7896658034435,"Gaeso 40mg, 28 comprimidos revestidos de liberação retardada",Aché,Drogaven,171.91,171.91,0.0,"Gaeso 40mg, 28 comprimidos revestidos de liberação retardada"
2294,7896112413745,"Pressat 10mg, 60 comprimidos",Biolab,Drogaven,196.49,196.49,0.0,"Pressat 10mg, 60 comprimidos"
2295,7896004747057,"Ezetimiba + Sinvastatina EMS 10mg + 20mg, 30 comprimidos",EMS,Drogaven,97.38,97.38,0.0,"Ezetimiba + Sinvastatina EMS 10mg + 20mg, 30 comprimidos"
2296,7891106001762,"Gino-Canesten 10mg/g, bisnaga com 35g de creme de uso vaginal + 6 aplicadores",Bayer,Drogaven,77.19,77.19,0.0,"Gino-Canesten 10mg/g, bisnaga com 35g de creme de uso vaginal + 6 aplicadores"
2297,7891317177645,"Primera 20 0,150mg + 0,020mg, 21 comprimidos",Eurofarma,Drogaven,41.5,41.5,0.0,"Primera 20 0,150mg + 0,020mg, 21 comprimidos"
2298,7896004771403,"Cloridrato de Nebivolol EMS 5mg, caixa com 60 comprimidos",EMS,Drogaven,104.86,104.86,0.0,"Cloridrato de Nebivolol EMS 5mg, caixa com 60 comprimidos"
2299,7896112406495,"Cronobê Complex 100mg + 100mg + 5mg, 30 comprimidos revestidos",Biolab,Drogaven,89.92,89.92,0.0,"Cronobê Complex 100mg + 100mg + 5mg, 30 comprimidos revestidos"
2300,7896241225257,"Ablok Plus 25mg + 12,5mg, 30 comprimidos",Biolab,Drogaven,24.44,24.44,0.0,"Ablok Plus 25mg + 12,5mg, 30 comprimidos"
2301,7896026306416,"Jardiance 10mg, 30 comprimidos revestidos",Boehringer Ingelheim,Drogaven,305.79,305.79,0.0,"Jardiance 10mg, 30 comprimidos revestidos"
2302,7896112129295,"Mesilato de Doxazosina Teuto 2mg, 30 comprimidos",Teuto,Drogaven,33.95,33.95,0.0,"Mesilato de Doxazosina Teuto 2mg, 30 comprimidos"
2303,7896658036989,"Allestra 20 0,02mg + 0,075mg, 21 comprimidos revestidos",Aché,Drogaven,38.03,38.03,0.0,"Allestra 20 0,02mg + 0,075mg, 21 comprimidos revestidos"
2304,7896112422235,"Novanlo 5mg, 60 comprimidos",Biolab,Drogaven,265.34,265.34,0.0,"Novanlo 5mg, 60 comprimidos"
2305,7897322706528,"Cafilisador 500mg + 65mg, 16 comprimidos",Cosmed,Drogaven,44.91,44.91,0.0,"Cafilisador 500mg + 65mg, 16 comprimidos"
2306,7896094208933,"Vatis 150mg, 60 comprimidos revestidos",Libbs,Drogaven,84.49,84.49,0.0,"Vatis 150mg, 60 comprimidos revestidos"
2307,7896112400431,"Press Plus 5mg + 20mg, 60 cápsulas gelatinosas duras",Biolab,Drogaven,212.73,212.73,0.0,"Press Plus 5mg + 20mg, 60 cápsulas gelatinosas duras"
2308,7896026305259,"Trayenta 5mg, 30 comprimidos revestidos",Boehringer Ingelheim,Drogaven,307.88,307.88,0.0,"Trayenta 5mg, 30 comprimidos revestidos"
2309,7896004716312,"Paracetamol Suspensão Oral Germed Pharma 32mg/mL, frasco com 60mL de suspensão de uso oral + copo medidor",Germed Pharma,Drogaven,15.75,15.75,0.0,"Paracetamol Suspensão Oral Germed Pharma 32mg/mL, frasco com 60mL de suspensão de uso oral + copo medidor"
2310,7894916515832,"Vynaxa 20mg, 42 comprimidos revestidos",EMS,Drogaven,64.44,64.44,0.0,"Vynaxa 20mg, 42 comprimidos revestidos"
2311,7891317004040,"Amora 2mg + 0,03mg, 21 comprimidos revestidos",Eurofarma,Drogaven,45.68,45.68,0.0,"Amora 2mg + 0,03mg, 21 comprimidos revestidos"
2312,7896714292854,"Vildagliptina Neo Química 50mg, caixa com 60 comprimidos",Neo Química,Drogaven,141.7,141.7,0.0,"Vildagliptina Neo Química 50mg, caixa com 60 comprimidos"
2313,7896026302432,"Atrovent N 20mcg/dose, frasco aerosol com 10mL de solução de de uso inalatório + 1 bocal",Boehringer Ingelheim,Drogaven,39.63,39.63,0.0,"Atrovent N 20mcg/dose, frasco aerosol com 10mL de solução de de uso inalatório + 1 bocal"
2314,7896112422136,"Novanlo 2,5mg, 30 comprimidos",Biolab,Drogaven,74.13,74.13,0.0,"Novanlo 2,5mg, 30 comprimidos"
2315,7896006238508,"Tenoxicam União Química 20mg, 10 comprimidos revestidos",União Química,Drogaven,36.26,36.26,0.0,"Tenoxicam União Química 20mg, 10 comprimidos revestidos"
2316,7896181907220,"Nitrendipino Biosintética Aché 10mg, 30 comprimidos revestidos",Biosintética - Aché,Drogaven,36.01,36.01,0.0,"Nitrendipino Biosintética Aché 10mg, 30 comprimidos revestidos"
2317,7898029550407,"Acertalix 5mg + 1,25mg, 30 comprimidos revestidos",Servier,Drogaven,100.3,100.3,0.0,"Acertalix 5mg + 1,25mg, 30 comprimidos revestidos"
2318,7896094921177,"Venalot 15mg + 90mg, 30 comprimidos revestidos de liberação prolongada",Cosmed,Drogaven,70.8,70.8,0.0,"Venalot 15mg + 90mg, 30 comprimidos revestidos de liberação prolongada"
2319,7896714274645,"Peridal 10mg, 30 comprimidos",Cosmed,Drogaven,26.14,26.14,0.0,"Peridal 10mg, 30 comprimidos"
2320,7896004732916,"Valsartana Germed Pharma 160mg, 30 comprimidos revestidos",Germed Pharma,Drogaven,64.78,64.78,0.0,"Valsartana Germed Pharma 160mg, 30 comprimidos revestidos"
2321,7898581710523,"Noripurum 50mg/mL, frasco gotejador com 30mL de solução de uso oral",Blanver S.A.,Drogaven,44.71,44.71,0.0,"Noripurum 50mg/mL, frasco gotejador com 30mL de solução de uso oral"
2322,7891721024986,"Concor 2,5mg, 30 comprimidos revestidos",Merck,Drogaven,80.93,80.93,0.0,"Concor 2,5mg, 30 comprimidos revestidos"
2323,7898049790944,"Dicloridrato de Flunarizina Vitamedic 10mg, 50 comprimidos",Vitamedic,Drogaven,13.63,13.63,0.0,"Dicloridrato de Flunarizina Vitamedic 10mg, 50 comprimidos"
2324,7896004719122,"Dipirona Monoidratada Gotas Germed Pharma 500mg/mL, frasco com 20mL de solução de uso oral",Germed Pharma,Drogaven,13.29,13.29,0.0,"Dipirona Monoidratada Gotas Germed Pharma 500mg/mL, frasco com 20mL de solução de uso oral"
2325,7896094208094,"Iumi 3mg + 0,02mg, 24 comprimidos revestidos",Libbs,Drogaven,70.81,70.81,0.0,"Iumi 3mg + 0,02mg, 24 comprimidos revestidos"
2326,7897930761162,"Clob-X Shampoo 0,5mg/mL, frasco com 125mL de shampoo",Galderma,Drogaven,181.13,181.13,0.0,"Clob-X Shampoo 0,5mg/mL, frasco com 125mL de shampoo"
2327,7891142177209,"Predsim Comprimido 40mg, 10 comprimidos",Cosmed,Drogaven,85.53,85.53,0.0,"Predsim Comprimido 40mg, 10 comprimidos"
2328,7896112480709,"Xefo 8mg, 20 comprimidos revestidos",Biolab,Drogaven,33.04,33.04,0.0,"Xefo 8mg, 20 comprimidos revestidos"
2329,7896004714295,"Emistin 1mg/g + 0,05mg/g, bisnaga com 20g de creme de uso dermatológico",EMS,Drogaven,44.34,44.34,0.0,"Emistin 1mg/g + 0,05mg/g, bisnaga com 20g de creme de uso dermatológico"
2330,7894916550123,"Tenadren 80mg + 25mg, 30 comprimidos",EMS Sigma Pharma,Drogaven,26.4,26.4,0.0,"Tenadren 80mg + 25mg, 30 comprimidos"
2331,7891317005917,"Cafeína + Carisoprodol + Diclofenaco Sódico + Paracetamol Eurofarma 30mg + 125mg + 50mg + 300mg, 15 comprimidos",Eurofarma,Drogaven,15.25,15.25,0.0,"Cafeína + Carisoprodol + Diclofenaco Sódico + Paracetamol Eurofarma 30mg + 125mg + 50mg + 300mg, 15 comprimidos"
2332,7896006214687,"Ondset ODT 8mg, caixa com 10 comprimidos orodispersíveis",União Química,Drogaven,51.83,51.83,0.0,"Ondset ODT 8mg, caixa com 10 comprimidos orodispersíveis"
2333,7896112422525,"Press Plus 5mg + 10mg, 60 cápsulas gelatinosas duras",Biolab,Drogaven,195.83,195.83,0.0,"Press Plus 5mg + 10mg, 60 cápsulas gelatinosas duras"
2334,7896004708881,"Valerato de Betametasona Germed Pharma 1mg/g, bisnaga com 30g de creme de uso dermatológico",Germed Pharma,Drogaven,26.42,26.42,0.0,"Valerato de Betametasona Germed Pharma 1mg/g, bisnaga com 30g de creme de uso dermatológico"
2335,7896070601703,"Profenid 50mg, 24 cápsulas gelatinosas duras",Sanofi,Drogaven,63.68,63.68,0.0,"Profenid 50mg, 24 cápsulas gelatinosas duras"
2336,7896422501675,"Tadalafila Medley 20mg, 2 comprimidos revestidos",Medley,Drogaven,14.65,29.29,-0.5,"Tadalafila Medley 20mg, 2 comprimidos revestidos"
2337,7896004774626,"Repoflor 250mg, 10 cápsulas duras",EMS,Drogaven,61.17,61.17,0.0,"Repoflor 250mg, 10 cápsulas duras"
2338,7896672202902,"Clenil HFA 250mcg/dose, tubo com 200 doses de suspensão de uso inalatório + 1 dispositivo oral",Chiesi,Drogaven,80.69,80.69,0.0,"Clenil HFA 250mcg/dose, tubo com 200 doses de suspensão de uso inalatório + 1 dispositivo oral"
2339,7896422522687,"Hemifumarato de Bisoprolol Medley 10mg, 30 comprimidos revestidos",Medley,Drogaven,42.82,61.16,-0.3,"Hemifumarato de Bisoprolol Medley 10mg, 30 comprimidos revestidos"
2340,7899085357870,"Levofloxacino Geolab 500mg, caixa com 7 comprimidos revestidos",Geolab,Drogaven,10.9,10.9,0.0,"Levofloxacino Geolab 500mg, caixa com 7 comprimidos revestidos"
2341,7896112126669,"Maleato de Timolol Teuto 5mg/mL, frasco com 5mL de solução de uso oftálmico",Teuto,Drogaven,11.93,11.93,0.0,"Maleato de Timolol Teuto 5mg/mL, frasco com 5mL de solução de uso oftálmico"
2342,7897595620323,"Desogestrel Sandoz 0,075mg, 56 comprimidos revestidos",Sandoz,Drogaven,46.41,46.41,0.0,"Desogestrel Sandoz 0,075mg, 56 comprimidos revestidos"
2343,7896714228853,"Meloxicam Neo Química 15mg, 10 comprimidos",Neo Química,Drogaven,34.74,34.74,0.0,"Meloxicam Neo Química 15mg, 10 comprimidos"
2344,7894916507912,"Brasart 80mg, 30 comprimidos revestidos",EMS Sigma Pharma,Drogaven,50.56,50.56,0.0,"Brasart 80mg, 30 comprimidos revestidos"
2345,7896206406707,"Selozok 25mg, 60 comprimidos de liberação controlada",Astrazeneca,Drogaven,77.13,77.13,0.0,"Selozok 25mg, 60 comprimidos de liberação controlada"
2346,7896004700403,"Cloridrato de Diltiazem EMS 60mg, 50 comprimidos",EMS,Drogaven,43.01,43.01,0.0,"Cloridrato de Diltiazem EMS 60mg, 50 comprimidos"
2347,7896658027611,"Divena 40mg, 60 comprimidos revestidos de liberação retardada",Aché,Drogaven,108.69,108.69,0.0,"Divena 40mg, 60 comprimidos revestidos de liberação retardada"
2348,7891268118087,"Eliquis 2,5mg, 60 comprimidos revestidos",Pfizer,Drogaven,369.86,369.86,0.0,"Eliquis 2,5mg, 60 comprimidos revestidos"
2349,7896004731735,"Cloridrato de Pioglitazona Germed Pharma 30mg, 15 comprimidos",Germed Pharma,Drogaven,74.46,74.46,0.0,"Cloridrato de Pioglitazona Germed Pharma 30mg, 15 comprimidos"
2350,7895296291071,"Maleato de Dexclorfeniramina + Betametasona Nova Química 2mg + 0,25mg, 20 comprimidos",Nova Química,Drogaven,22.71,22.71,0.0,"Maleato de Dexclorfeniramina + Betametasona Nova Química 2mg + 0,25mg, 20 comprimidos"
2351,7896094999510,"Nesina Pio 25mg + 30mg, 30 comprimidos revestidos",Cosmed,Drogaven,248.69,248.69,0.0,"Nesina Pio 25mg + 30mg, 30 comprimidos revestidos"
2352,7896094208124,"Nactali 75mcg, 84 comprimidos revestidos",Libbs,Drogaven,86.52,123.59,-0.3,"Nactali 75mcg, 84 comprimidos revestidos"
2353,7896206402211,"Symbicort Turbuhaler 6mcg/dose + 200mcg/dose, tubo com 60 doses de pó de uso inalatório",Astrazeneca,Drogaven,129.24,129.24,0.0,"Symbicort Turbuhaler 6mcg/dose + 200mcg/dose, tubo com 60 doses de pó de uso inalatório"
2354,7896206402020,"Pulmicort 0,5mg/mL, 5 frascos com 2mL de suspensão para nebulização",Astrazeneca,Drogaven,68.44,68.44,0.0,"Pulmicort 0,5mg/mL, 5 frascos com 2mL de suspensão para nebulização"
2355,7891142130822,"Milgamma 150mg, 30 drágeas",Cosmed,Drogaven,89.92,89.92,0.0,"Milgamma 150mg, 30 drágeas"
2356,7891317485153,"Filinar G 5mg/mL, frasco com 120mL de gel de uso oral + colher medidora",Eurofarma,Drogaven,28.81,28.81,0.0,"Filinar G 5mg/mL, frasco com 120mL de gel de uso oral + colher medidora"
2357,7891058022778,"Allenasal 55mcg/mL, frasco spray com 16,5 mL de suspensão de uso nasal",Sanofi,Drogaven,70.71,70.71,0.0,"Allenasal 55mcg/mL, frasco spray com 16,5 mL de suspensão de uso nasal"
2358,7891317020651,"Pietra ED 2mg, 90 comprimidos revestidos",Eurofarma,Drogaven,155.92,155.92,0.0,"Pietra ED 2mg, 90 comprimidos revestidos"
2359,7899420503221,"Asea HCT 20mg + 12,5mg, 30 comprimidos revestidos",Supera,Drogaven,84.04,84.04,0.0,"Asea HCT 20mg + 12,5mg, 30 comprimidos revestidos"
2360,7896422505659,"Meloxicam Medley 7,5mg, caixa contendo 10 comprimidos",Medley,Drogaven,18.04,18.04,0.0,"Meloxicam Medley 7,5mg, caixa contendo 10 comprimidos"
2361,7892953003398,"Liberfem 2mg + 0,03mg, caixa com 63 comprimidos revestidos",Zodiac,Drogaven,136.97,136.97,0.0,"Liberfem 2mg + 0,03mg, caixa com 63 comprimidos revestidos"
2362,7896658008887,"Levoid 150mcg, caixa contendo 30 comprimidos",Aché,Drogaven,27.23,27.23,0.0,"Levoid 150mcg, caixa contendo 30 comprimidos"
2363,7896658008849,"Levoid 112mcg, caixa contendo 30 comprimidos",Aché,Drogaven,32.09,32.09,0.0,"Levoid 112mcg, caixa contendo 30 comprimidos"
2364,7898029550421,"Acertalix 10mg + 2,5mg, 30 comprimidos revestidos",Servier,Drogaven,143.71,143.71,0.0,"Acertalix 10mg + 2,5mg, 30 comprimidos revestidos"
2365,7896637028479,"Labirin 16mg, 30 comprimidos",Apsen,Drogaven,42.37,42.37,0.0,"Labirin 16mg, 30 comprimidos"
2366,7898029551787,"Daflon 450mg + 50mg, 60 comprimidos revestidos",Servier,Drogaven,211.74,211.74,0.0,"Daflon 450mg + 50mg, 60 comprimidos revestidos"
2367,7896112422211,"Novanlo 5mg, 30 comprimidos",Biolab,Drogaven,144.0,144.0,0.0,"Novanlo 5mg, 30 comprimidos"
2368,7898146823026,"Carvedilol Biolab Genéricos 3,125mg, 30 comprimidos",Biolab Genéricos,Drogaven,13.59,23.47,-0.42,"Carvedilol Biolab Genéricos 3,125mg, 30 comprimidos"
2369,7896637032230,Probid 5 cápsulas,Apsen,Drogaven,38.96,38.96,0.0,Probid 5 cápsulas
2370,7896112492740,"Triazol 150mg, 1 cápsula gelatinosa dura",Biolab,Drogaven,33.25,33.25,0.0,"Triazol 150mg, 1 cápsula gelatinosa dura"
2371,7896523220291,"Cloridrato de Fexofenadina Cimed 120mg, 10 comprimidos revestidos",Cimed,Drogaven,42.33,42.33,0.0,"Cloridrato de Fexofenadina Cimed 120mg, 10 comprimidos revestidos"
2372,7892953000205,"Osteotec 150mg, 3 comprimidos revestidos",Zodiac,Drogaven,162.54,162.54,0.0,"Osteotec 150mg, 3 comprimidos revestidos"
2373,7896658000379,"Famox 20mg, 10 comprimidos",Aché,Drogaven,32.64,32.64,0.0,"Famox 20mg, 10 comprimidos"
2374,7896641806407,"Siilif 100mg, 30 comprimidos revestidos",Takeda,Drogaven,103.48,103.48,0.0,"Siilif 100mg, 30 comprimidos revestidos"
2375,7896112432401,"Pressat 2,5mg, 30 comprimidos",Biolab,Drogaven,38.98,38.98,0.0,"Pressat 2,5mg, 30 comprimidos"
2376,7896422506731,"Lisinopril Medley 5mg, 30 comprimidos",Medley,Drogaven,18.06,36.12,-0.5,"Lisinopril Medley 5mg, 30 comprimidos"
2377,7897411611016,"BenicarAnlo 20mg + 5mg, 30 comprimidos revestidos",Daiichi-Sankyo,Drogaven,85.71,85.71,0.0,"BenicarAnlo 20mg + 5mg, 30 comprimidos revestidos"
2378,7896004755342,"Rosuvastatina Cálcica EMS 5mg, 60 comprimidos revestidos",EMS,Drogaven,128.06,128.06,0.0,"Rosuvastatina Cálcica EMS 5mg, 60 comprimidos revestidos"
2379,7896226506371,"Prolopa BD 100mg + 25mg, 30 comprimidos",Roche,Drogaven,61.28,61.28,0.0,"Prolopa BD 100mg + 25mg, 30 comprimidos"
2380,7891317460532,"Noex 32mcg/dose, frasco com 120 doses de suspensão de uso nasal",Eurofarma,Drogaven,42.84,42.84,0.0,"Noex 32mcg/dose, frasco com 120 doses de suspensão de uso nasal"
2381,7897411602182,"Lixiana 30mg, 30 comprimidos revestidos",Daiichi-Sankyo,Drogaven,140.0,140.0,0.0,"Lixiana 30mg, 30 comprimidos revestidos"
2382,7896422505291,"Glimepirida Medley 1mg, 30 comprimidos",Medley,Drogaven,9.29,18.57,-0.5,"Glimepirida Medley 1mg, 30 comprimidos"
2383,7896714237510,"Orlistate Neo Química 120mg, 84 cápsulas gelatinosas duras",Neo Química,Drogaven,420.33,420.33,0.0,"Orlistate Neo Química 120mg, 84 cápsulas gelatinosas duras"
