,Produto,EAN,Marca,Descrição
3108,Equilibrisse 420Mg Caixa 10 Comp Rev,7896714274423,NEO QUÍMICA,Indicação: Ansiolítico simples.
3109,Pastilhas para garganta Strepsils Sabor Laranja - Sem açúcar - Caixa 16 Pastilhas,7891035010972,RECKITT BENCKISER,
3110,Citoneurin 5000 Caixa 20 Dreas,7891721028335,PROCTER&GAMBLE MED,Citoneurin 5000 Merck Caixa 20 Drágeas
3111,Jardiance 25Mg Boehringer Ingelheim Caixa 30 Comprimidos Revestidos,7896026306188,BOEHRINGER,Jardiance 25mg Boehringer Ingelheim Caixa 30 Comprimidos Revestidos
3112,Selo Zok 25Mg Astrazeneca Caixa 30 Comprimidos Revestidos,7896206402853,ASTRAZENECA,
3113,MAQ SENIOR 30CPR,7891317005887,EUROFARMA,
3114,Dprev Cálcio Myralis 60 Comprimidos,7898430192012,MYRALIS PHARMA,
3115,Dropy D 7 000 Ui X 4Comp,7896714274195,NEO QUÍMICA,
3116,Still 0 1 Allergan Caixa 5Ml Solução Oftálmica,7897316802335,ALLERGAN,
3117,Sonrisal Limão Dupla Ação Antiácido e Analgésico para Alívio da Azia e Dor de Cabeça com 2 pastilhas,7896015525231,GLAXO OTC,Antiácido Analgésico Sonrisal Limão GSK Envelope 2 Comprimidos Efervescentes
3118,Micardis Hct Boehringer Ingelheim Caixa 30 Comprimidos,7896026304306,BOEHRINGER,
3119,Novalgina 500Mg Com 10 Comprimidos,7891058001599,SANOFI - CHC,Novalgina 500mg Sanofi 10 Comprimidos
3120,Lisador Dip 500Mg Gotas 20Ml,7896094919396,HYPERMARCAS PP,
3121,Vitamina C Vitergyl C 1G Sabor Laranja 30 Comprimidos Efervescentes Sem Açúcar,7908020504399,CIFARMA SIM / GEN,
3122,TRIPLOA 150MG 10CPR,7899420507564,SUPERA FARMA,
3123,Bissulfato De Clopidogrel 75Mg Sandoz Caixa 28 Comprimidos Revestidos,7897595605924,SANDOZ,
3124,Vitamina D Addera D3 2000Ui 90 Comprimidos,7896094919570,HYPERMARCAS PP,
3125,GLYXAMBI 25MG + 5MG 30CPR,7896026306751,BOEHRINGER,Glyxambi Boehringer Ingelheim Caixa 30 Comprimidos Revestidos
3126,Eliquis 5Mg Pfizer Caixa 60 Comprimidos Revestidos,7891268118100,PFIZER,Eliquis 5mg Pfizer Caixa 60 Comprimidos Revestidos
3127,Holmes H 20 12 5Mg 30 Comprimidos,7891317124182,EUROFARMA,
3128,Benicar 40Mg Daiichi Sankyo Caixa 30 Comprimidos Revestidos,7897411610620,SANKYO,
3129,Valtrex 500Mg Gsk Caixa 10 Comprimidos Revestidos,7896269900235,GLAXOSMITHKLINE,Valtrex 500mg GSK Caixa 10 Comprimidos Revestidos
3130,Duphaston 10Mg Abbott Caixa 28 Comprimidos Revestidos,7896255766333,ABBOTT,
3131,Spiriva Respimat 2 5Mcg Dose Boehringer Ingelheim Caixa 4Ml Inalador Respimat,7896026302999,BOEHRINGER,"Spiriva Respimat 2,5mcg/Dose Boehringer Ingelheim Caixa 4ml + Inalador Respimat"
3132,Olmetec Anlo Wyeth Caixa 30 Comprimidos Revestidos,7891268148923,PFIZER,
3133,Micardis 40Mg Boehringer Ingelheim Caixa 30 Comprimidos,7896026304245,BOEHRINGER,
3134,Cloridrato De Ambroxol 6 Mg Biosintética,7896181909279,BIOSINTETICA GENERIC,
3135,Analgésico Aspirina 500mg Bayer 10 comprimidos,7891106004213,BAYER OTC,"Aspirina - ácido acetilsalicílico 500mg² Aspirina é o medicamento da Bayer que tem ação analgésica, antitérmica e anti-inflamatória e é indicado há mais de 100 anos para o alívio da dor.
Aspirina está disponível também em caixa com 20 comprimidos. Indicações:
Aspirina é indicada para dores de cabeça, de dente, de garganta, menstrual, muscular, nas articulações, nas costas, artrite e o alívio da dor e da febre nos resfriados ou gripes.
Aspirina (ácido acetilsalicílico 500 mg). MS - 1.7056.0020. Indicações: para o alívio sintomático da cefaleia, odontalgia, dor de garganta relacionada a resfriados, dismenorreia, mialgia ou artralgia, lombalgia e dor artrítica de pequena intensidade; no resfriado comum ou na gripe, para o alívio sintomático da dor e da febre. Contraindicações: úlcera gástrica, tendência a sangramentos. Cuidados e Advertências: histórico de úlcera gastrintestinal.
NÃO USE ESTE MEDICAMENTO EM CASO DE GRAVIDEZ, GASTRITE OU ÚLCERA DO ESTÔMAGO E SUSPEITA DE DENGUE OU CATAPORA. SE PERSISTIREM OS SINTOMAS O MÉDICO DEVERÁ SER CONSULTADO."
3136,Mylicon Suspensão Oral 15Ml 75Mg,7896212410057,CELLERA FARMA,
3137,Combigan Allergan Caixa 10Ml Solução Oftálmica,7897316804780,ALLERGAN,
3138,Atacand Comb 16Mg 5Mg Astrazeneca Caixa 60 Comprimidos,7896206403140,ASTRAZENECA,
3139,Concórdio 5Mg Ems Caixa 30 Comprimidos Revestidos,7894916508513,EMS PRESCRICAO,
3140,Micardis Hct 80 25Mg Boehringer Ingelheim Caixa 30 Comprimidos,7896026304016,BOEHRINGER,Micardis HCT 80/25mg Boehringer Ingelheim Caixa 30 Comprimidos
3141,Travamed 0 04Mg Ml Legrand Caixa 2 5Ml Solução Oftálmica,7896004725536,OFTA VISION,
3142,Concórdio 2 5Mg Ems Caixa 30 Comprimidos Revestidos,7894916508506,EMS PRESCRICAO,
3143,Corus 25Mg BiosintÉtica Caixa 30 Comprimidos Revestidos,7896181920397,ACHE,Corus 25mg Biosintética Caixa 30 Comprimidos Revestidos
3144,Rusovas 5Mg Ems Caixa 60 Comprimidos Revestidos,7894916509206,BRACE PHARMA,
3145,Adaptis Fresh 0 4 Legrand Caixa 10Ml Solução Oftálmica,7896004762951,OFTA VISION,
3146,CataflamPRO XT Emulgel 12 horas Analgésico Anti-Inflamatório para Tratamento da Inflamação Muscular e Dor nas Articulações com 100g,7896261019348,GLAXO OTC,"Cataflampro XT 23,2mg/g GSK Caixa 100g"
3147,Nimegon Met 50Mg 500Mg Com 56 Comprimidos,7897572004405,SUPERA FARMA,
3148,Niquitin 14Mg Perrigo 7 Adesivos Transparentes,7898928257025,GLAXO OTC,
3149,Suplemento Alimentar Excivit Gotas 20ml,7898582270194,GALLIA,
3150,Succinato De Metoprolol 100Mg Medley Caixa 30 Comprimidos Revestidos,7896206407445,MEDLEY GENERICO,Succinato de Metoprolol 100mg Medley Caixa 30 Comprimidos Revestidos de Liberação Controlada
3151,Ultibro Novartis Caixa 30 Cápsulas Inalador,7896261018860,GLENMARK,
3152,Azorga Alcon Caixa 6Ml Suspensão Oftálmica,7896548199855,NOVARTIS,Azorga Alcon Caixa 6ml Suspensão Oftálmica Estéril
3153,Diclof Resinato 15G/Ml 20Ml Genérico Cimed,7896523211855,CIMED,
3154,Capitrat Com 60 Cápsulas,7896331705850,HERTZ,Capitrat Kley Hertz Caixa 60 Cápsulas Gelatinosas
3155,Cor Select 5Mg Caixa 30 Comp,7898549755726,BIOLAB SANUS,
3156,Scott Suplemento alimentar em emulsão de Vitaminas A e D Sabor Regular Frasco com 200ml,7896015590970,GLAXO OTC,
3157,Azox 20Mg Ml Eurofarma Caixa 45Ml Seringa Dosadora,7891317172732,EUROFARMA,
3158,Entresto Sacubitril 97Mg Valsartana 103Mg Novartis Caixa 60 Comprimidos Revestidos,7896261020313,NOVARTIS,
3159,Risedross 150Mg Ems Caixa 1 Comprimido Revestido,7894916512565,EMS PRESCRICAO,
3160,NEOSIL 30CPR,7896004819709,USK,Neosil MD Caixa 30 Comprimidos
3161,Meloxicam 15Mg Ems Caixa 10 Comprimidos,7896004710679,EMS GENERICO,
3162,Vitacin 200 Mg Ml Gotas Geolab Similar,7899095220379,GEOLAB,
3163,Nitrato De Miconazol 20 Mg G Creme Vaginal Geolab Genérico,7899095202115,GEOLAB,
3164,Sany D Caps 10 000Ui Caps Blx04,7896658036781,ACHE,
3165,Stresstabs Suplemento Alimentar com 30 comprimidos,7896009498497,GLAXO OTC,Stresstabs Pfizer Caixa 30 Comprimidos Revestidos
3166,Sumaxpro Succinato De Sumatriptana 85Mg Naproxeno Sádico 500Mg Libbs Caixa 2 Comprimidos Revestidos,7896094208285,LIBBS,Sumaxpro Succinato de Sumatriptana 85mg + Naproxeno Sódico 500mg Libbs Caixa 2 Comprimidos Revestidos
3167,Pulmicort 0 25 Mg Ml Suspensão Nebulizadora 2 Ml Astrazeneca,7896206401610,FQM,
3168,Mesalazina 400Mg Neo Química Caixa 30 Comprimidos Revestidos,7896714223049,NEO QUIMICA GENERICO,
3169,Vesomni Astellas Caixa 30 Comprimidos Revestidos,7899337000813,ASTELLAS FARMA,
3170,Dersani Hidrogel Gel Para Curativos E Tratamento De Feridas E Queimaduras 30G,7898087340125,MEGALABS,
3171,Benicar Anlo Olmesartana Medoxomila 40Mg Anlodipino 10Mg Daiichi Sankyo Caixa 30 Comprimidos Revestidos,7897411611030,SANKYO,Benicar Anlo Olmesartana Medoxomila 40mg + Anlodipino 10mg Daiichi-Sankyo Caixa 30 Comprimidos Revestidos
3172,"Cataflam Aerossol Sport Ice Analgésico para Alívio da Dor, Inchaço e Vermelhidao Spray com 60g",7896261018303,GLAXO OTC,
3173,Marevan 2 5Mg Fqm Caixa 60 Comprimidos,7898040321284,FQM,
3174,Eximia Fortalize Kera D 30 Comprimidos Suplemento Vitamínico,7898040325466,MELORA,
3175,Atenolol 50Mg Ems Caixa 60 Comprimidos,7896004705866,EMS GENERICO,Atenolol 50mg EMS Caixa 60 Comprimidos
3176,Dk2Cal Vitamina Cálcio 60 Comprimidos Genom,7896006238560,GENOM,
3177,Florent 100Mg Grb 12 Comprimidos,7898158692221,CIFARMA SIM / GEN,
3178,Lizalac 10.000 Fcc Com 30 Sâches 2G,7896360001428,DOVALLE,
3179,Addera D3 10 000Ui Mantecorp Farmasa Caixa 10 Comprimidos Revestidos,7897322709505,HYPERMARCAS PP,
3180,Suplemento Vitamínico Baristar Medley 100 Cápsulas,7896422544917,CELLERA FARMA,
3181,Dutam Zodiac Caixa 30 Cápsulas Gelatinosas,7892953003558,ZODIAC,
3182,Antrofi Creme 10Mg G Eurofarma Caixa 30G 20 Aplicadores,7891317490133,EUROFARMA,
3183,Kelo Cote Uv 15G,7898040324391,MELORA,
3184,Neotoss Adulto 3 0Mg Ml Neo Química 100Ml Xarope,7896714219295,NEO QUÍMICA,Tratamento da tosse não produtiva de qualquer etiologia.
3185,Ogestan Plus 30 Cápsulas Besins Healthcare,7898948648483,BESINS HEALTHCARE,
3186,Rinosoro 30Ml 9 0Mg Ml,7897322702032,HYPERMARCAS PP,"Rinosoro (cloreto de sódio e cloreto de benzalcônio) age fluidificando a secreção da mucosa nasal favorecendo, portanto, sua eliminação. Este medicamento é apresentado sob a forma de uma solução isotônica de cloreto de sódio, que não altera a fisiologia das células da mucosa nasal, em associação com cloreto de benzalcônio. Age fluidificando a secreção nasal, favorecendo, portanto, a sua eliminação, sem interferir com os fenômenos vasomotores da mucosa. Por não conter substância vasoconstritora, seu uso não sofre restrições, pois não há riscos de intoxicações ou de rinites medicamentosas. o cloreto de benzalcônio, por sua ação germicida, tem a finalizade de conservar asséptica a solução de cloreto de sódio. Essas características fazem do Rinosoro um produto ideal para a pediatria. PARA MAIS INFORMAÇÕES CONTINUE LENDO A BULA."
3187,Spidufen 1155Mg Menta Anis Zambon Caixa 10 Envelopes,7898074610880,ZAMBON,
3188,Inelatte Zero Sabor Cappucino Aché 60 Tabletes Mastigáveis,7896658030598,ACHE,Inelatte Cappuccino sem Adição de Açúcar Aché Achevita Caixa 60 Tabletes Mastigáveis Edição Limitada
3189,Azukon Mr 30Mg Torrent Pharma Caixa 30 Comprimidos,8902220106079,TORRENT,Azukon MR 30mg Torrent Pharma Caixa 30 Comprimidos de Liberação Prolongada
3190,Pressat 2 5Mg Biolab Caixa 30 Comprimidos,7896112432401,BIOLAB SANUS,
3191,Press Plus Anlodipino 5Mg Cloridrato De Benazepril Biolab Caixa 30 Cápsulas,7896112470830,BIOLAB SANUS,
3192,Ablok Plus 30 Comprimidos 100Mg 25Mg,7896241225547,BIOLAB SANUS,
3193,Maleato De Timolol 5 Mg Ml Colírio 5 Ml Ems Genérico,7896004715711,EMS GENERICO,
3194,Zart 50Mg Eurofarma Caixa 30 Comprimidos Revestidos,7891317425869,EUROFARMA,Zart 50mg Eurofarma Caixa 30 Comprimidos Revestidos
3195,Alopurinol 100Mg Com 30 Comp,7899547503845,PRATTI-DONADUZZI,
3196,Plenance 5Mg Libbs Caixa 30 Comprimidos Revestidos,7896094210158,LIBBS,
3197,Atroveran Dip 1G 20 Comprimidos,7896094915381,HYPERMARCAS CH,Atroveran Dip 1g Cosmed Caixa 20 Comprimidos
3198,Lacribell Colírio 15Ml,7896676432855,LATINOFARMA,Lacribell Dextrana 1mg/ml + Hipromelose 3mg/ml Latinofarma Caixa 1 Frasco com 15ml Solução Oftálmica Estéril
3199,ATROVERAN DIP 500MG GTS 20ML,7896094917460,HYPERMARCAS CH,
3200,Sedamed 10 Comprimidos,7896523224404,CIMED,
3201,Exímia Probiac 30 Comprimidos,7898040326357,MELORA,
3202,Suplemento Alimentar Fixare Com 30 Comprimidos,7894916512060,EMS PRESCRICAO,Fixare EMS Caixa 30 Comprimidos Revestidos
3203,Ibupril 600Mg Teuto Caixa 20 Comprimidos,7896112158363,TEUTO BRAS,Ibupril 600mg Teuto Caixa 20 Comprimidos
3204,AGUA RABELO MENTA SPRAY 45ML,7898001381098,RABELO,
3205,Xarope Acebrofilina 50Mg 5Ml Eurofarma Caixa 120Ml Copo Dosador,7891317002695,EUROFARMA GENERICO,
3206,Livial 2 5Mg Supera Caixa 28 Comprimidos,7897337716253,ORGANON BRASIL,
3207,Bezafibrato 200Mg Ems Caixa 20 Comprimidos Revestidos,7896004710525,EMS GENERICO,
3208,Montelucaste De Sódio 4Mg Eurofarma Caixa 30 Comprimidos Mastigáveis,7891317477301,EUROFARMA GENERICO,
3209,Loratadina Sulfato De Pseudoefedrina 1 Mg Ml 12 Mg Ml Xarope BiosintÉtica Genérico,7896181911012,BIOSINTETICA GENERIC,
3210,Antigripal Benegrip Multi Noite 20 Comprimidos,7896094918139,HYPERMARCAS CH,Benegrip Multi Noite Cosmed Caixa 20 Comprimidos
3211,Neoprazol 20 Mg 28 Cápsulas Neo Química Similar,7896714218205,NEO QUÍMICA,
3212,Colchis 0 5Mg Apsen Caixa 30 Comprimidos,7896637024358,APSEN,
3213,Toperma 700Mg Com 30 Emplastros Lidocaína 5,7898582380237,GRUNENTHAL,
3214,Vitamina D Dropy D3 10 000Ul Ml 10Ml,7896714274232,NEO QUÍMICA,"""Indicação: Suplemento de vitamina D que auxilia na formação de ossos e dentes, na
absorção de cálcio e fósforo pelo intestino, no funcionamento adequado do sistema
imunológico e no desempenho da função muscular normal."""
3215,Promestrieno 10Mg G Eurofarma Caixa 30G 20 Aplicadores,7891317490003,EUROFARMA GENERICO,
3216,Dprev 7000Ui Caixa 8 Comp Rev,7898430192906,MYRALIS PHARMA,
3217,Abc Clotrimazol Spray Hertz 30Ml,7896331702583,HERTZ,
3218,Propiosol 0 5 Mg G Pomada Neo Química Similar,7896714230245,NEO QUÍMICA,
3219,Reforgan 250Mg 30 Comprimidos,7897460401415,ZYDUS NIKKHO,
3220,Cloridrato De Naratriptana 2 5Mg Nova Química Caixa 4 Comprimidos Revestidos,7895296105026,NOVA QUIMICA,
3221,Perosteo 30 Comprimidos,7891317002169,EUROFARMA,
3222,Suplemento Vitamínico Vitasay 50 A Z Mulher 30 Comprimidos,7896094917989,HYPERMARCAS CH,
3223,IMUNOGLUCAN DS 60CAPS,7896685303634,HEBRON,
3224,IMUNOGLUCAN DS 30CAPS,7896685303467,HEBRON,
3225,Libiam 1 25Mg Libbs Caixa 28 Comprimidos,7896094201378,LIBBS,
3226,Tamarine Probium 15 Cápsulas,7896094917699,HYPERMARCAS CH,
3227,Zirvit Vita Arese 30 Cápsulas,7899824401109,ARESE,
3228,Enxaguante Bucal Malvatricin Plus 250Ml,7896026155168,MEGALABS,
3229,Phitóss 7Mg Ml Brasterápica 100Ml Xarope,7898100242887,BRASTERÁPICA,Xarope Phitóss 7mg/ml Framboesa Zero Açúcar Brasterápica Caixa 100ml
3230,Meloxicam 15Mg 10 Comprimidos Genérico Cimed,7896523226798,CIMED,
3231,Cetoconazol Dipropionato De Betametasona Eurofarma Caixa 30G,7891317002459,EUROFARMA GENERICO,
3232,Sinvastatina 40Mg Ems Caixa 30 Comprimidos Revestidos,7896004711188,EMS GENERICO,Sinvastatina 40mg EMS Caixa 30 Comprimidos Revestidos
3233,Glifage Xr 850Mg Caixa 30 Comp Lib Prol,7891721201530,MERCK S.A,
3234,Betadine 16Mg AchêCaixa 30 Comprimidos,7896658016554,ACHE,
3235,Cloridrato De Amilorida Hidroclorotiazida Ems Caixa 30 Comprimidos,7896004711454,EMS GENERICO,Cloridrato de Amilorida + Hidroclorotiazida EMS Caixa 30 Comprimidos
3236,Cilostazol 50Mg Eurofarma Caixa 60 Comprimidos,7891317452254,EUROFARMA GENERICO,Cilostazol 50mg Eurofarma Caixa 60 Comprimidos
3237,Natulaxe 34Mg 20 Comprimidos,7898133136382,NATULAB,
3238,Myrafer 50 Mg Ml Gotas Similar,7898430192548,MYRALIS PHARMA,
3239,Vesicare 5Mg Astellas Caixa 30 Comprimidos Revestidos,7899337000080,ASTELLAS FARMA,Vesicare 5mg Astellas Caixa 30 Comprimidos Revestidos
3240,Perivasc Eurofarma Caixa 30 Comprimidos Revestidos,7891317001711,EUROFARMA,Perivasc Eurofarma Caixa 30 Comprimidos Revestidos
3241,Acnase Sabonete Clean Anti Acneico 80G,7898549756624,BIOLAB SANUS,
3242,Press Plus Anlodipino 5Mg Cloridrato De Benazepril 10Mg Biolab Caixa 60 Cápsulas,7896112422525,BIOLAB SANUS,
3243,Predsim 40Mg Mantecorp Farmasa Caixa 10 Comprimidos,7891142177209,HYPERMARCAS PP,
3244,ETNA INJETAVEL C/3,7892828001221,GROSS,
3245,Nebilet Caixa Com 90 Comp,7896112400707,BIOLAB SANUS,
3246,Provance 30 Comprimidos Aché,7896658025143,ACHE,
3247,Aciclovir 200Mg 30 Comprimidos Genérico Cimed,7896523216621,CIMED,
3248,Irritratil 200Mg AchêCaixa 30 Cápsulas Gelatinosas,7898569763732,ACHE,
3249,Rubenti 200Mg Abbott Caixa 30 Cápsulas,7891158103438,ABBOTT,
3250,DEXANEURIN INJ C/ 3 AMP AB,7896006247319,GENOM,
3251,Solução Tópica Capilar Biolab Pantogar Top Antiqueda 80Ml,7896112400493,BIOLAB SANUS,
3252,Albendazol 400Mg 3 Comprimidos Genérico Cimed,7896523215754,CIMED,
3253,Brometo De Pinavário 100Mg Ems Caixa 60 Comprimidos Revestidos,7896004743851,EMS GENERICO,Brometo de Pinavério 100mg EMS Caixa 60 Comprimidos Revestidos
3254,Lixiana 60Mg Daiichi Sankyo Caixa 30 Comprimidos Revestidos,7897411602205,SANKYO,
3255,Rosuvastatina Calcica 5Mg Caixa 30 Comp Rev,7897595634504,SANDOZ,
3256,Flomicin 100Mg Fr 12 Cap,7896714250946,NEO QUÍMICA,"Indicação: Adjuvante no tratamento da diarreia produzida por clostridium, na restauração da fl ora intestinal fisiológica"
3257,CataflamPRO XT Emulgel 12 horas Analgésico Anti-Inflamatório para Tratamento da Inflamação Muscular e Dor nas Articulações com 50g,7896261019331,GLAXO OTC,
3258,Flex S 30 Sachês Com 4G Genom,7896006215738,GENOM,
3259,Vitamina C Supra C 30 Gomas,7896321016034,HERTZ,
3260,Trezor 5Mg Caixa 60 Comp,7896658035319,ACHE,
3261,Allexofedrin Pediátrico Suspensão Oral 6Mg Ml 60Ml,7896004770895,EMS SIMILAR,
3262,Policalcio 600 D3 Fr 60 Comp Rev,7896360001015,DOVALLE,
3263,Scott Suplemento alimentar em emulsão de Vitaminas A e D Sabor Regular Frasco com 400ml,7896015590987,GLAXO OTC,
3264,Lugano Eurofarma Caixa 60 Cápsulas,7891317132392,EUROFARMA,
3265,CataflamPRO Emulgel Tripla Ação Analgésico Anti-Inflamatório para Tratamento da Inflamação Muscular com 150g,7896261018310,GLAXO OTC,
3266,Rosucor 10 Mg 10 Comprimidos Torrent Similar,8902220108578,TORRENT,
3267,Algi Articular Fr 30 Saches,7896360001794,DOVALLE,
3268,Enavo Odt 4Mg 1Bl10 Com Orodisp S,7894916512770,EMS PRESCRICAO,
3269,Rosuvastatina Cálcica 10Mg Ems Caixa 30 Comprimidos Revestidos,7896004729640,EMS GENERICO,
3270,Furoato De Mometasona 1Mg G Ems Caixa 20G Creme,7896004715537,EMS GENERICO,Furoato de Mometasona 1mg/g EMS Caixa 20g Creme
3271,Percoide 3Mg Ml Sol Or Fr 60Ml Ser Dos,7891317023249,MOMENTA FARMACEUTICA,
3272,Bio 5 Caixa Com 30 Sch De 4 Gr,7896006212089,GENOM,
3273,Bissulfato De Clopidogrel 75Mg Medley Caixa 28 Comprimidos Revestidos,7896422516112,MEDLEY GENERICO,
3274,Flutivate Cr Der Bg Com 30G,7896015530327,GLAXOSMITHKLINE,
3275,Colágeno Não Hidrolisado Aletam Tipo Ii 60 Cápsulas,7891158105241,ABBOTT,
3276,Ogestan Pré 90 Cápsulas 1 2G,7898948648612,BESINS HEALTHCARE,
3277,Sinvastatina 20Mg 30 Comprimidos Genérico Cimed,7896523215235,CIMED,
3278,Tabletes Multivitamínico com Probiótico Bion3 - 60 Unidades,7891721029370,PROCTER&GAMBLE MED,
3279,Domped 5Mg Ml Sus Or Fr 20Ml,7896658028120,ACHE,
3280,Amitiza 8 Mcg Cap Mole X 60,7896641812668,TAKEDA BYK,
3281,Myrafer 400Mg Caixa 30 Comp Rev,7898430192524,MYRALIS PHARMA,
3282,Colágeno Hidrolisado Imecap Rejuvenescedor 30 Sachês,7898040328566,DIVCOM,
3283,ADDERA + IMUNIDADE 30CPR,7896094919310,HYPERMARCAS PP,
3284,Vitamina D Addera Cálcio 1 000Ui 90 Comprimidos,7896094921160,HYPERMARCAS PP,
3285,Florax Hydra Frasco Pet Com 500Ml Sb Guaraná,7896685303818,HEBRON,
3286,Gynpro 100Mg Cap Mole Or Vag Bl Al Transl X 30,7908134200392,EXELTIS,
3287,Analgésico Novalgina 500 mg/ml Gotas 10 ml,7891058000172,SANOFI - CHC,
3288,IBULIV 400MG 8CAPS,7896004746012,EMS SIMILAR,
3289,Hirudoid 500Mg 40G Pomada Daiichi Sankyo,7897411601567,SANKYO,
3290,Zinpass Eze 20 10Mg Caixa 30 Comp Rev,7896422504645,SANOFI - PRESCRIÇÃO,
3291,Sany D Caps 5 000Ui Caps Blx30,7896658036828,ACHE,
3292,Sany D Caps 50 000Ui Caps Blx04,7896658036811,ACHE,
3293,"Vitamina C Next Defen C, 10 comprimidos",7898636192229,GENOMMA,
3294,Iccor 2 5Mg Caixa 30 Comp Rev,8902220114180,TORRENT,
3295,Deaten Multivitaminicos Infantil Arese Pharma 30 Cápsulas,7899824401116,ARESE,
3296,Napronax 550Mg Neo Química Caixa 10 Comprimidos Revestidos,7896714218700,NEO QUÍMICA,"""Indicação: alívio da dor causada por infl amação nos casos de: dor decorrente da prática
esportiva e/ou traumatismos (contusões, entorses, distensões, cotovelo do tenista), dor muscular, dor articular, dor nas costas, dor na perna, dor na coluna vertebral, dor ciática, dor de garganta, torcicolo, tendinite, bursite, dor varicosa e outras dores."""
3297,Dipirona Sódica 500Mg Genérico Medley 10Ml Gotas,7896422506229,MEDLEY GENERICO,Dipirona Monoidratada 500mg/ml Medley Caixa 10ml Gotas
3298,Osteoban 150Mg Comr Blax3,7896658036019,ACHE,
3299,Succinato De Metoprolol 25Mg Caixa 30 Comp,8901148243651,BIOLAB GENERICO,
3300,Hemifumarato De Bisoprolol 5Mg Caixa 30 Comp Rev,7896422522670,MEDLEY GENERICO,
3301,Vitamina D Doss 2 000Ui Biolab 30 Cápsulas,7896112402343,BIOLAB SANUS,
3302,DOSS 1000UI 90CAPS,7896112402336,BIOLAB SANUS,
3303,Vick Primeira Proteção Spray Nasal 15 ml,7500435177450,PROCTER&GAMBLE MED,
3304,Verrux Solução 10Ml,7897129300134,THERASKIN,
3305,Sumax 50Mg Libbs Caixa 2 Comprimidos Revestidos,7896094200432,LIBBS,
3306,"Lakesia Duo ESMALTE FORTALECEDOR Nude Cacau, proteção e tratamento para unhas saudáveis, VEGANO, 9mL",7898636192410,GENOMMA,
3307,Lakesia Esmalte Duo Rosa Lichia 9mL,7898636192403,GENOMMA,
3308,Claritin Antialérgico 10mg com 12 comprimidos,7891106912778,BAYER OTC,"Claritin é indicado para o alívio dos sintomas associados com a rinite alérgica, como: coceira nasal, nariz escorrendo, espirros, ardor e coceira nos olhos, e para o alívio dos sinais e sintomas da urticária e de outras alergias da pele. Claritin é o antialérgico da Bayer que proporciona rápido alívio dos sintomas da alergia o dia todo, sem causar sono*, com uma ação de 24 horas. É indicado para o alívio dos sintomas associados com rinite alérgica, como coceira nasal, nariz escorrendo (coriza), espirro, ardor e coceira nos olhos, agindo também no alívio dos sinais e sintomas de urticária e outras alergias de pele. Cada comprimido contém 10mg de Loratadina. Disponível nas farmácias em embalagens com 6 e 12 comprimidos."
3309,Atorvastatina Cálcica 10Mg Ems Caixa 30 Comprimidos Revestidos,7896004729428,EMS GENERICO,Atorvastatina Cálcica 10mg EMS Caixa 30 Comprimidos Revestidos
3310,Suplemento Vitamínico Barivit Laranja Marjan 60 Comprimidos Mastigáveis,7896226105291,MARJAN,
3311,Quelatus Mulher 30 Cápsulas Momenta,7899640806072,MOMENTA FARMACEUTICA,
3312,OFOLATO D FER 2000UI 30CPR,7896094919662,HYPERMARCAS PP,
3313,Antiácido Gastrol Sabor Limão Pó Efervescente 5G,7896622305851,HYPERMARCAS CH,
3314,Addera D3 1 000Ui Com 30 Cápsulas,7896094920279,HYPERMARCAS PP,
3315,Micolamina Spray 10Mg Ml Theraskin Caixa 50Ml,7897129301223,THERASKIN,
3316,Valerance Caixa 30 Comp,7898109240365,ELOFAR,
3317,Sonridor Analgésico Efervescente para Alívio da Febre e Dor com 2 comprimidos,7896015500016,GLAXO OTC,Sonridor 500mg GSK Envelope 2 Comprimidos Efervescentes
3318,Maxidex 1Mg Ml Alcon Caixa 5Ml Suspensão Oftálmica,7896548111727,MUNDIPHARMA BRASIL,Maxidex 1mg/ml Alcon Caixa 5ml Suspensão Oftálmica Estéril
3319,Cystex 24 Drágeas Ems,7896004801216,EMS SIMILAR,
3320,COMPLEXO B XPE FR 120ML,7896004772318,EMS SIMILAR,Xarope Complexo B EMS Caixa 120ml
3321,Koli D3 7 000Ui 1Blx10 Com Rev S,7894916514064,EMS PRESCRICAO,
3322,Clenil Hfa 200Mcg Chiesi Caixa 14G 200 Doses,7896672202872,CHIESI,
3323,Hidroclorotiazida 25Mg Medley Caixa 30 Comprimidos,7891058002657,MEDLEY GENERICO,
3324,VALDA IMUNE KIDS 51G,7891137006507,VALDA,
3325,Somalgin Cardio 100Mg Ems Caixa 60 Comprimidos Revestidos,7894916512022,EMS PRESCRICAO,Somalgin Cardio 100mg EMS Caixa 60 Comprimidos Revestidos com Dupla Camada
3326,Ateroma 20Mg Caixa 30 Comp Rev,7898943707086,SUPERA FARMA,
3327,Preni 3Mg Ml Sol Or Fr 120Ml Ser Dos,7891317004170,EUROFARMA,
3328,Voltaren Retard 100Mg Novartis Caixa 10 Comprimidos Revestidos,7896261000261,NOVARTIS,
3329,Tiorfan 10Mg Bago Caixa 18 SachêS,7898906376434,BAGO,
3330,Noripurum 100Mg Takeda Caixa 30 Comprimidos Mastigáveis,7898581710547,BLANVER,
3331,Prolive 15 Cápsulas,7896658025129,ACHE,
3332,Cetoconazol 200Mg 10 Comprimidos Cimed,7896523210728,CIMED,
